sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['B', 'T', 'Z', 'M']",True,M,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,642.385371299999,643.4486711000063,,,,,,,,,645.0821164000081,645.0821164000081,645.0821164000081,645.0821164000081,645.0821164000081,645.0821164000081,645.0821164000081,645.0821164000081,None,None,None,,,,,,,,,,,632.6330092999997,632.6330092999997,None,,640.3696893000015,642.385371299999,643.4486711000063,643.4486711000063,643.4486711000063,643.4486711000063,c,1.4058187000046019,632.6330092999997,632.6330092999997,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L', 'V', 'T', 'R']",False,G,4,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,654.8457868999976,646.1461284999968,,,,,,,,,657.3775540000061,662.383812,657.3775540000061,662.383812,657.3775540000061,662.383812,657.3775540000061,662.383812,8.549382716049378,4.027139099998749,space,,,4.939563000007183,,,,,,,,645.0821164000081,645.0821164000081,None,,652.6347993999952,654.8457868999976,655.9132049000036,655.9132049000036,655.9132049000036,655.9132049000036,n,1.3253836999938358,645.0821164000081,645.0821164000081,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['W', 'K']",True,W,2,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,669.4329890000081,670.497732799995,,,,,,,,,671.7215910999948,671.7215910999948,671.7215910999948,671.7215910999948,671.7215910999948,671.7215910999948,671.7215910999948,671.7215910999948,None,None,None,,,,,,,,,,,662.383812,662.383812,space,1.6613753999990877,667.4209833000059,669.4329890000081,670.497732799995,670.497732799995,670.497732799995,670.497732799995,c,1.011903299993719,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['T', 'R']",True,R,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,677.0823270999972,678.1466512000043,,,,,,,,,679.3669255999994,679.3669255999994,679.3669255999994,679.3669255999994,679.3669255999994,679.3669255999994,679.3669255999994,679.3669255999994,None,None,None,,,,,,,,,,,671.7215910999948,671.7215910999948,None,,675.0738005000021,677.0823270999972,678.1466512000043,678.1466512000043,678.1466512000043,678.1466512000043,c,1.098610800007009,671.7215910999948,671.7215910999948,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L', 'W']",False,R,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,684.7320818000007,685.7962697000039,,,,,,,,,687.2240831999952,687.2240831999952,687.2240831999952,687.2240831999952,687.2240831999952,687.2240831999952,687.2240831999952,687.2240831999952,None,None,None,,,,,,,,,,,679.3669255999994,679.3669255999994,None,,682.7224294000043,684.7320818000007,685.7962697000039,685.7962697000039,685.7962697000039,685.7962697000039,n,1.209722999992664,679.3669255999994,679.3669255999994,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['M', 'D']",True,M,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,692.5845446000021,693.648016399995,,,,,,,,,694.6702108000027,694.6702108000027,694.6702108000027,694.6702108000027,694.6702108000027,694.6702108000027,694.6702108000027,694.6702108000027,None,None,None,,,,,,,,,,,687.2240831999952,687.2240831999952,None,,690.5695084000035,692.5845446000021,693.648016399995,693.648016399995,693.648016399995,693.648016399995,c,0.854939299999387,687.2240831999952,687.2240831999952,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['M', 'X']",False,V,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,700.2375976000039,701.3006394999975,,,,,,,,,702.5216875000042,702.5216875000042,702.5216875000042,702.5216875000042,702.5216875000042,702.5216875000042,702.5216875000042,702.5216875000042,None,None,None,,,,,,,,,,,694.6702108000027,694.6702108000027,None,,698.0199164000078,700.2375976000039,701.3006394999975,701.3006394999975,701.3006394999975,701.3006394999975,n,0.9778089000028558,694.6702108000027,694.6702108000027,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['X', 'L']",False,W,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,707.8867473999999,708.9465127000003,,,,,,,,,711.181420199995,711.181420199995,711.181420199995,711.181420199995,711.181420199995,711.181420199995,711.181420199995,711.181420199995,None,None,None,,,,,,,,,,,702.5216875000042,702.5216875000042,None,,705.8694708999974,707.8867473999999,708.9465127000003,708.9465127000003,708.9465127000003,708.9465127000003,n,2.0365036000002874,702.5216875000042,702.5216875000042,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['D', 'W']",False,F,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,716.7527015999949,717.8179352000006,,,,,,,,,719.2408059000009,719.2408059000009,719.2408059000009,719.2408059000009,719.2408059000009,719.2408059000009,719.2408059000009,719.2408059000009,None,None,None,,,,,,,,,,,711.181420199995,711.181420199995,None,,714.5446335000015,716.7527015999949,717.8179352000006,717.8179352000006,717.8179352000006,717.8179352000006,n,1.1805091999995057,711.181420199995,711.181420199995,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['G', 'D']",True,D,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,724.6023874999955,725.6751540999976,,,,,,,,,727.3055846000061,727.3055846000061,727.3055846000061,727.3055846000061,727.3055846000061,727.3055846000061,727.3055846000061,727.3055846000061,None,None,None,,,,,,,,,,,719.2408059000009,719.2408059000009,None,,722.5868413999997,724.6023874999955,725.6751540999976,725.6751540999976,725.6751540999976,725.6751540999976,c,1.4987943000014639,719.2408059000009,719.2408059000009,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['V', 'N']",True,N,2,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,732.6724845999997,733.7355047000019,,,,,,,,,735.7590176999947,735.7590176999947,735.7590176999947,735.7590176999947,735.7590176999947,735.7590176999947,735.7590176999947,735.7590176999947,None,None,None,,,,,,,,,,,727.3055846000061,727.3055846000061,None,,730.6606964999955,732.6724845999997,733.7355047000019,733.7355047000019,733.7355047000019,733.7355047000019,c,1.8860829000041122,727.3055846000061,727.3055846000061,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['Q', 'X']",False,B,2,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,740.9396929000068,741.9975972999964,,,,,,,,,743.4563673000084,747.1101209000044,743.4563673000084,747.1101209000044,743.4563673000084,747.1101209000044,743.4563673000084,747.1101209000044,2.5308641975308577,2.7670524999994086,space,,,3.5899030000000494,,,,,,,,735.7590176999947,735.7590176999947,None,,738.917947599999,740.9396929000068,741.9975972999964,741.9975972999964,741.9975972999964,741.9975972999964,n,1.2896309999923687,735.7590176999947,735.7590176999947,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['T', 'K', 'L', 'S', 'Z', 'R']",True,K,6,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,766.5655194999999,767.6319832000008,,,,,,,,,769.4563144999993,769.4563144999993,769.4563144999993,769.4563144999993,769.4563144999993,769.4563144999993,769.4563144999993,769.4563144999993,None,None,None,,,,,,,,,,,747.1101209000044,747.1101209000044,space,5.111870900000213,764.3476831000007,766.5655194999999,767.6319832000008,767.6319832000008,767.6319832000008,767.6319832000008,c,1.6233511000027647,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L', 'T', 'X', 'D', 'V', 'M']",False,Z,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,782.951893400008,784.0219404999953,,,,,,,,,786.0498568000039,786.0498568000039,786.0498568000039,786.0498568000039,786.0498568000039,786.0498568000039,786.0498568000039,786.0498568000039,None,None,None,,,,,,,,,,,769.4563144999993,769.4563144999993,None,,780.9389028000005,782.951893400008,784.0219404999953,784.0219404999953,784.0219404999953,784.0219404999953,n,1.7916161000030115,769.4563144999993,769.4563144999993,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['V', 'T', 'X', 'J', 'B', 'L']",True,T,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,800.1670272000047,801.230982100009,,,,,,,,,802.8607401000045,802.8607401000045,802.8607401000045,802.8607401000045,802.8607401000045,802.8607401000045,802.8607401000045,802.8607401000045,None,None,None,,,,,,,,,,,786.0498568000039,786.0498568000039,None,,798.1530444999953,800.1670272000047,801.230982100009,801.230982100009,801.230982100009,801.230982100009,c,1.414766400004737,786.0498568000039,786.0498568000039,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['F', 'W', 'T', 'Z', 'G', 'R']",False,S,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,816.7743061000074,817.832834300003,,,,,,,,,821.0580435000011,821.0580435000011,821.0580435000011,821.0580435000011,821.0580435000011,821.0580435000011,821.0580435000011,821.0580435000011,None,None,None,,,,,,,,,,,802.8607401000045,802.8607401000045,None,,814.7572700000019,816.7743061000074,817.832834300003,817.832834300003,817.832834300003,817.832834300003,n,3.068661199999042,802.8607401000045,802.8607401000045,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['K', 'P', 'R', 'J', 'C', 'D']",False,N,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,835.1738989000005,836.2344392999948,,,,,,,,,838.4565938000014,838.4565938000014,838.4565938000014,838.4565938000014,838.4565938000014,838.4565938000014,838.4565938000014,838.4565938000014,None,None,None,,,,,,,,,,,821.0580435000011,821.0580435000011,None,,833.1577004999999,835.1738989000005,836.2344392999948,836.2344392999948,836.2344392999948,836.2344392999948,n,1.9791056999965804,821.0580435000011,821.0580435000011,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['C', 'D', 'G', 'W', 'R', 'N']",False,P,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,852.7879954000091,853.8469063000084,,,,,,,,,855.4796430999995,855.4796430999995,855.4796430999995,855.4796430999995,855.4796430999995,855.4796430999995,855.4796430999995,855.4796430999995,None,None,None,,,,,,,,,,,838.4565938000014,838.4565938000014,None,,850.5696639000089,852.7879954000091,853.8469063000084,853.8469063000084,853.8469063000084,853.8469063000084,n,1.4226346000068588,838.4565938000014,838.4565938000014,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['V', 'B', 'D', 'Z', 'G', 'S']",True,Z,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,870.0183481999993,871.085118700008,,,,,,,,,873.1116985999979,873.1116985999979,873.1116985999979,873.1116985999979,873.1116985999979,873.1116985999979,873.1116985999979,873.1116985999979,None,None,None,,,,,,,,,,,855.4796430999995,855.4796430999995,None,,867.7957544999954,870.0183481999993,871.085118700008,871.085118700008,871.085118700008,871.085118700008,c,1.9537583999917842,855.4796430999995,855.4796430999995,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['C', 'K', 'Q', 'P', 'L', 'M']",True,M,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,887.0137744999956,874.1641211999959,,,,,,,,,889.3081428000005,889.3081428000005,889.3081428000005,889.3081428000005,889.3081428000005,889.3081428000005,889.3081428000005,889.3081428000005,None,None,None,,,,,,,,,,,873.1116985999979,873.1116985999979,None,,884.8009982000076,887.0137744999956,888.0837553000019,888.0837553000019,888.0837553000019,888.0837553000019,c,1.1616963999986183,873.1116985999979,873.1116985999979,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['D', 'B', 'V', 'W', 'S', 'R']",True,R,6,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,903.2460907000059,890.3657544000016,,,,,,,,,905.937517600003,905.937517600003,905.937517600003,905.937517600003,905.937517600003,905.937517600003,905.937517600003,905.937517600003,None,None,None,,,,,,,,,,,889.3081428000005,889.3081428000005,None,,901.2258079000021,903.2460907000059,904.3143299000076,904.3143299000076,904.3143299000076,904.3143299000076,c,1.484171799995238,889.3081428000005,889.3081428000005,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['C', 'T', 'R', 'P', 'M', 'Z']",False,K,6,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,920.2577665999997,921.315131299998,,,,,,,,,922.9673223999998,928.1703250999999,922.9673223999998,928.1703250999999,922.9673223999998,928.1703250999999,922.9673223999998,928.1703250999999,23.518518518518526,4.480198399993242,space,,,5.150623099994846,,,,,,,,905.937517600003,905.937517600003,None,,918.2332836999994,920.2577665999997,921.315131299998,921.315131299998,921.315131299998,921.315131299998,n,1.4192328000062844,905.937517600003,905.937517600003,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Base_X_Back', 'R_Base_X_For', 'L_Arm_Y_Back', 'L_Arm_Y_For', 'L_Arm_Z_For', 'R_Torso_X_For']",True,R_Base_X_Back,6,robot,2,True,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Base_X_Back.mp4,16,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,959.7943795000028,960.8734767999995,,,,,,,,,966.6188632999983,966.6188632999983,966.6188632999983,966.6188632999983,966.6188632999983,966.6188632999983,966.6188632999983,966.6188632999983,None,None,None,,,,,,,,,,,928.1703250999999,928.1703250999999,space,8.331832000010763,,,,960.8734767999995,960.8734767999995,960.8734767999995,n,5.708506900002249,,,956.1708346999949,960.8734767999995,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Arm_X_For', 'R_Base_Y_Back', 'R_Torso_Z_For', 'L_Base_Z_For', 'L_Head_Z_Back', 'R_Head_Y_For']",False,R_Arm_Y_Back,6,robot,2,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,16,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,989.9513447000063,991.0398376000085,,,,,,,,,998.370945600007,998.370945600007,998.370945600007,998.370945600007,998.370945600007,998.370945600007,998.370945600007,998.370945600007,None,None,None,,,,,,,,,,,966.6188632999983,966.6188632999983,None,,,,,991.0398376000085,991.0398376000085,991.0398376000085,n,7.2937252999981865,966.6188632999983,966.6188632999983,986.3199505000084,991.0398376000085,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Base_X_Back', 'R_Arm_Z_Back', 'R_Torso_X_For', 'R_Head_Y_Back', 'L_Base_X_Back', 'R_Head_X_Back']",True,R_Head_Y_Back,6,robot,2,False,False,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,16,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,1021.6989948999981,1022.7874397999985,,,,,,,,,1027.5942113000056,1027.5942113000056,1027.5942113000056,1027.5942113000056,1027.5942113000056,1027.5942113000056,1027.5942113000056,1027.5942113000056,None,None,None,,,,,,,,,,,998.370945600007,998.370945600007,None,,,,,1022.7874397999985,1022.7874397999985,1022.7874397999985,c,4.762004200005322,998.370945600007,998.370945600007,1018.0666399000038,1022.7874397999985,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Head_Z_For', 'R_Base_Y_Back', 'L_Arm_Z_Back', 'R_Base_Z_For', 'L_Torso_Z_Back', 'R_Base_Y_For']",True,L_Arm_Z_Back,6,robot,2,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,16,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,1050.8024688000005,1051.8895869999978,,,,,,,,,1056.1738581999962,1056.1738581999962,1056.1738581999962,1056.1738581999962,1056.1738581999962,1056.1738581999962,1056.1738581999962,1056.1738581999962,None,None,None,,,,,,,,,,,1027.5942113000056,1027.5942113000056,None,,,,,1051.8895869999978,1051.8895869999978,1051.8895869999978,c,4.245207700005267,1027.5942113000056,1027.5942113000056,1047.169025700001,1051.8895869999978,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Torso_Y_Back', 'L_Torso_X_Back', 'L_Base_X_Back', 'L_Base_Y_Back', 'L_Arm_X_Back', 'L_Torso_Y_For']",False,L_Arm_Z_Back,6,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,16,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,1079.263494400002,1057.254869700002,,,,,,,,,1087.107699500004,1087.107699500004,1087.107699500004,1087.107699500004,1087.107699500004,1087.107699500004,1087.107699500004,1087.107699500004,None,None,None,,,,,,,,,,,1056.1738581999962,1056.1738581999962,None,,,,,1080.3534519999957,1080.3534519999957,1080.3534519999957,c,6.725333499998669,1056.1738581999962,1056.1738581999962,1075.632868700006,1080.3534519999957,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Head_Z_Back', 'R_Head_Y_Back', 'R_Arm_Y_For', 'R_Head_X_For', 'R_Base_X_Back', 'R_Torso_Z_For']",True,R_Head_Y_Back,6,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,16,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,1110.2837494999985,1111.3708656999952,,,,,,,,,1115.7416708999954,1115.7416708999954,1115.7416708999954,1115.7416708999954,1115.7416708999954,1115.7416708999954,1115.7416708999954,1115.7416708999954,None,None,None,,,,,,,,,,,1087.107699500004,1087.107699500004,None,,,,,1111.3708656999952,1111.3708656999952,1111.3708656999952,c,4.339953800008516,1087.107699500004,1087.107699500004,1106.6520423000038,1111.3708656999952,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Torso_X_Back', 'R_Arm_Y_For', 'L_Head_X_Back', 'R_Torso_Y_For', 'R_Torso_Z_For', 'L_Torso_Y_For']",True,R_Arm_Y_For,6,robot,2,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,16,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,1138.9344378999958,1140.0290982000006,,,,,,,,,1145.325800000006,1145.325800000006,1145.325800000006,1145.325800000006,1145.325800000006,1145.325800000006,1145.325800000006,1145.325800000006,None,None,None,,,,,,,,,,,1115.7416708999954,1115.7416708999954,None,,,,,1140.0290982000006,1140.0290982000006,1140.0290982000006,c,5.265231700002914,1115.7416708999954,1115.7416708999954,1135.3001167000039,1140.0290982000006,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
