sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['P', 'T', 'F', 'N', 'L', 'B']",True,T,6,letter,1,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,271.6686880000052,271.6686880000052,None,,285.614877400003,286.68922840000596,283.3972531000036,285.614877400003,286.68922840000596,286.68922840000596,286.68922840000596,286.68922840000596,c,1.7814007999986643,288.5436569000012,307.007022100006,288.5436569000012,307.007022100006,288.5436569000012,307.007022100006,288.5436569000012,307.007022100006,19.96913580246913,5.0946174999990035,space,271.6686880000052,271.6686880000052,18.3977748999896,,,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Arm_Y_Back', 'L_Head_Z_For']",False,L_Torso_X_Back,2,robot,2,True,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Torso_X_Back.mp4,16,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,307.007022100006,307.007022100006,space,1.5834055999876,317.06423289999657,318.1725149999984,,,,318.1725149999984,318.1725149999984,318.1725149999984,n,3.305459700000938,321.8124807999993,321.8124807999993,321.8124807999993,321.8124807999993,321.8124807999993,321.8124807999993,321.8124807999993,321.8124807999993,None,None,None,,,,313.4293237999955,318.1725149999984,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Base_Y_For', 'R_Arm_Y_For']",True,R_Base_Y_For,2,robot,2,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,16,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,321.8124807999993,321.8124807999993,None,,330.14734110000427,331.24321580000105,,,,331.24321580000105,331.24321580000105,331.24321580000105,c,4.011582899998757,335.28696630000195,335.28696630000195,335.28696630000195,335.28696630000195,335.28696630000195,335.28696630000195,335.28696630000195,335.28696630000195,None,None,None,321.8124807999993,321.8124807999993,,326.65037689999735,331.24321580000105,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Head_Y_Back', 'R_Head_Z_Back']",True,L_Head_Y_Back,2,robot,2,False,True,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,16,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,335.28696630000195,335.28696630000195,None,,343.7513435000001,344.8429395999992,,,,344.8429395999992,344.8429395999992,344.8429395999992,c,5.796071999997366,350.70007039999473,354.9820752000087,350.70007039999473,354.9820752000087,350.70007039999473,354.9820752000087,350.70007039999473,354.9820752000087,25.524691358024683,3.53288739999698,space,335.28696630000195,335.28696630000195,4.217420700006187,340.1112335000071,344.8429395999992,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Torso_Y_For', 'L_Arm_X_Back', 'R_Head_Y_Back', 'R_Head_Y_For']",True,L_Arm_X_Back,4,robot,2,True,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,16,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,354.9820752000087,354.9820752000087,space,1.4568773999926634,372.3852356999996,373.47599049999553,,,,373.47599049999553,373.47599049999553,373.47599049999553,n,7.098418800000218,380.60702490000403,380.60702490000403,380.60702490000403,380.60702490000403,380.60702490000403,380.60702490000403,380.60702490000403,380.60702490000403,None,None,None,,,,368.7486781000043,373.47599049999553,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Torso_Y_Back', 'R_Base_Z_Back', 'L_Torso_X_For', 'R_Base_X_For']",False,L_Arm_Z_Back,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,16,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,380.60702490000403,380.60702490000403,None,,396.1633276000066,397.261368499996,,,,397.261368499996,397.261368499996,397.261368499996,c,6.656951500001014,403.95879160000186,403.95879160000186,403.95879160000186,403.95879160000186,403.95879160000186,403.95879160000186,403.95879160000186,403.95879160000186,None,None,None,380.60702490000403,380.60702490000403,,392.63050840000506,397.261368499996,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L_Torso_Y_Back', 'L_Base_Z_For', 'R_Base_Y_For', 'L_Torso_X_For']",True,R_Base_Y_For,4,robot,2,False,True,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,16,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,403.95879160000186,403.95879160000186,None,,419.71648010000354,420.8038133000082,,,,420.8038133000082,420.8038133000082,420.8038133000082,c,5.1932984000013676,426.07372600000235,431.2208959999989,426.07372600000235,431.2208959999989,426.07372600000235,431.2208959999989,426.07372600000235,431.2208959999989,39.876543209876544,3.0846125000098255,space,403.95879160000186,403.95879160000186,5.099870399993961,416.0696711000055,420.8038133000082,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Arm_Z_For', 'L_Base_X_For', 'R_Arm_Y_For', 'L_Torso_X_For', 'R_Base_Y_Back', 'L_Torso_Y_Back']",False,R_Arm_X_Back,6,robot,2,True,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\R_Arm_X_Back.mp4,16,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,431.2208959999989,431.2208959999989,space,1.497365399991395,455.7981579000043,456.8919389000075,,,,456.8919389000075,456.8919389000075,456.8919389000075,c,5.0824861000000965,462.0020174000092,462.0020174000092,462.0020174000092,462.0020174000092,462.0020174000092,462.0020174000092,462.0020174000092,462.0020174000092,None,None,None,,,,452.28871680000157,456.8919389000075,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Arm_X_Back', 'R_Torso_Y_Back', 'R_Head_Z_For', 'R_Torso_Z_For', 'R_Torso_Y_For', 'L_Base_X_For']",True,R_Torso_Y_For,6,robot,2,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,16,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,462.0020174000092,462.0020174000092,None,,485.2471450000012,486.33905219999724,,,,486.33905219999724,486.33905219999724,486.33905219999724,c,4.507963600000949,490.891973699996,490.891973699996,490.891973699996,490.891973699996,490.891973699996,490.891973699996,490.891973699996,490.891973699996,None,None,None,462.0020174000092,462.0020174000092,,481.68226739999955,486.33905219999724,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R_Base_X_Back', 'L_Base_Z_Back', 'L_Arm_Y_Back', 'L_Base_X_For', 'R_Arm_Z_For', 'R_Head_X_For']",True,L_Base_X_For,6,robot,2,False,True,"['robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,16,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,490.891973699996,490.891973699996,None,,514.1656093000056,515.2600396000053,,,,515.2600396000053,515.2600396000053,515.2600396000053,c,5.55390760001319,520.8840644000011,526.4630978000059,520.8840644000011,526.4630978000059,520.8840644000011,526.4630978000059,520.8840644000011,526.4630978000059,64.72222222222221,4.680573899997398,space,490.891973699996,490.891973699996,5.52133619999222,510.5243143999978,515.2600396000053,,,,,,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.4630978000059,526.4630978000059,526.4630978000059,c,2.1347160000004806,,,,,,,,,,,,,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['W', 'Z', 'P', 'L']",False,T,4,letter,1,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,542.284971400004,543.3718465999991,,,,,,,,,545.3715320000047,545.3715320000047,545.3715320000047,545.3715320000047,545.3715320000047,545.3715320000047,545.3715320000047,545.3715320000047,None,None,None,,,,,,,,,,,528.6426675999974,528.6426675999974,space,4.0824967000080505,540.2746158000082,542.284971400004,543.3718465999991,543.3718465999991,543.3718465999991,543.3718465999991,n,1.9381615999882342,,,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['S', 'C', 'M', 'L']",True,M,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,555.1189117000031,556.1862748999993,,,,,,,,,557.8087191999948,557.8087191999948,557.8087191999948,557.8087191999948,557.8087191999948,557.8087191999948,557.8087191999948,557.8087191999948,None,None,None,,,,,,,,,,,545.3715320000047,545.3715320000047,None,,553.105140300002,555.1189117000031,556.1862748999993,556.1862748999993,556.1862748999993,556.1862748999993,c,1.4916550999914762,545.3715320000047,545.3715320000047,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['V', 'X', 'Q', 'B']",True,V,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,567.5446014000045,568.6028482999973,,,,,,,,,570.4263093000045,570.4263093000045,570.4263093000045,570.4263093000045,570.4263093000045,570.4263093000045,570.4263093000045,570.4263093000045,None,None,None,,,,,,,,,,,557.8087191999948,557.8087191999948,None,,565.3289909000014,567.5446014000045,568.6028482999973,568.6028482999973,568.6028482999973,568.6028482999973,c,1.635375900004874,557.8087191999948,557.8087191999948,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['W', 'T', 'D', 'B']",True,B,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,580.1796141000086,571.4795716000081,,,,,,,,,583.0781623000075,583.0781623000075,583.0781623000075,583.0781623000075,583.0781623000075,583.0781623000075,583.0781623000075,583.0781623000075,None,None,None,,,,,,,,,,,570.4263093000045,570.4263093000045,None,,578.1572162000084,580.1796141000086,581.2457977000013,581.2457977000013,581.2457977000013,581.2457977000013,c,1.616410000002361,570.4263093000045,570.4263093000045,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['R', 'X', 'D', 'S']",False,J,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,593.0297749000019,584.1299682999961,,,,,,,,,595.7257517999969,595.7257517999969,595.7257517999969,595.7257517999969,595.7257517999969,595.7257517999969,595.7257517999969,595.7257517999969,None,None,None,,,,,,,,,,,583.0781623000075,583.0781623000075,None,,590.8144526999968,593.0297749000019,594.1014354000072,594.1014354000072,594.1014354000072,594.1014354000072,n,1.4249494000105187,583.0781623000075,583.0781623000075,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['B', 'F', 'S', 'T']",True,S,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,605.6698927999969,606.7327946000005,,,,,,,,,608.3634422000032,608.3634422000032,608.3634422000032,608.3634422000032,608.3634422000032,608.3634422000032,608.3634422000032,608.3634422000032,None,None,None,,,,,,,,,,,595.7257517999969,595.7257517999969,None,,603.6546855000051,605.6698927999969,606.7327946000005,606.7327946000005,606.7327946000005,606.7327946000005,c,1.545778399988194,595.7257517999969,595.7257517999969,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['Z', 'D', 'K', 'S']",False,N,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,618.108602200009,619.1633339999971,,,,,,,,,620.5919051999954,620.5919051999954,620.5919051999954,620.5919051999954,620.5919051999954,620.5919051999954,620.5919051999954,620.5919051999954,None,None,None,,,,,,,,,,,608.3634422000032,608.3634422000032,None,,616.0946933000087,618.108602200009,619.1633339999971,619.1633339999971,619.1633339999971,619.1633339999971,n,1.323599399998784,608.3634422000032,608.3634422000032,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
"['L', 'M', 'C', 'S']",False,W,4,letter,1,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,16,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,629.9288749999978,621.6490250000061,,,,,,,,,632.6330092999997,632.6330092999997,632.6330092999997,632.6330092999997,632.6330092999997,632.6330092999997,632.6330092999997,632.6330092999997,None,None,None,,,,,,,,,,,620.5919051999954,620.5919051999954,None,,627.9093102000043,629.9288749999978,630.9978341999959,630.9978341999959,630.9978341999959,630.9978341999959,n,1.4481834999896819,620.5919051999954,620.5919051999954,,,16,001,2024-07-16_14h30.02.479,robot_sternberg_sign,2022.2.5,60.00186005785491,
