sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.12700819998281,19.12700819998281,f,7.541707500000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,26.696788100001868,26.696788100001868,space,97.0608249999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,860,860,860,,,,,,,,,,,,,3822.36392839998,3823.4163253000006,,,,,,,3825.446077600005,3825.446077600005,3825.446077600005,3825.446077600005,3825.446077600005,3825.446077600005,3825.446077600005,3825.446077600005,None,None,None,,,,,,,,,,,3822.36392839998,3822.36392839998,None,,3823.4163253000006,3823.4163253000006,3825.446077600005,n,3822.36392839998,3822.36392839998,0.9303936999931466,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,861,861,861,,,,,,,,,,,,,3825.446077600005,3826.492357499985,,,,,,,3828.5158531999914,3828.5158531999914,3828.5158531999914,3828.5158531999914,3828.5158531999914,3828.5158531999914,3828.5158531999914,3828.5158531999914,None,None,None,,,,,,,,,,,3825.446077600005,3825.446077600005,None,,3826.492357499985,3826.492357499985,3828.5158531999914,c,3825.446077600005,3825.446077600005,1.7102423000033014,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,862,862,862,,,,,,,,,,,,,3828.5158531999914,3829.5703009999997,,,,,,,3831.602113799978,3831.602113799978,3831.602113799978,3831.602113799978,3831.602113799978,3831.602113799978,3831.602113799978,3831.602113799978,None,None,None,,,,,,,,,,,3828.5158531999914,3828.5158531999914,None,,3829.5703009999997,3829.5703009999997,3831.602113799978,n,3828.5158531999914,3828.5158531999914,0.9919057999795768,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
H,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,863,863,863,,,,,,,,,,,,,3831.602113799978,3832.650214299996,,,,,,,3834.677839299984,3834.677839299984,3834.677839299984,3834.677839299984,3834.677839299984,3834.677839299984,3834.677839299984,3834.677839299984,None,None,None,,,,,,,,,,,3831.602113799978,3831.602113799978,None,,3832.650214299996,3832.650214299996,3834.677839299984,n,3831.602113799978,3831.602113799978,1.104800900007831,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,864,864,864,,,,,,,,,,,,,3834.677839299984,3835.731725999998,,,,,,,3837.7522226999863,3837.7522226999863,3837.7522226999863,3837.7522226999863,3837.7522226999863,3837.7522226999863,3837.7522226999863,3837.7522226999863,None,None,None,,,,,,,,,,,3834.677839299984,3834.677839299984,None,,3835.731725999998,3835.731725999998,3837.7522226999863,n,3834.677839299984,3834.677839299984,0.5347733999951743,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,865,865,865,,,,,,,,,,,,,3837.7522226999863,3838.8046947999974,,,,,,,3840.8375267999945,3840.8375267999945,3840.8375267999945,3840.8375267999945,3840.8375267999945,3840.8375267999945,3840.8375267999945,3840.8375267999945,None,None,None,,,,,,,,,,,3837.7522226999863,3837.7522226999863,None,,3838.8046947999974,3838.8046947999974,3840.8375267999945,c,3837.7522226999863,3837.7522226999863,1.1822925999877043,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,866,866,866,,,,,,,,,,,,,3840.8375267999945,3841.893996700004,,,,,,,3843.9157627999957,3843.9157627999957,3843.9157627999957,3843.9157627999957,3843.9157627999957,3843.9157627999957,3843.9157627999957,3843.9157627999957,None,None,None,,,,,,,,,,,3840.8375267999945,3840.8375267999945,None,,3841.893996700004,3841.893996700004,3843.9157627999957,c,3840.8375267999945,3840.8375267999945,1.3644438000046648,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
C,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,867,867,867,,,,,,,,,,,,,3843.9157627999957,3844.9687187999953,,,,,,,3846.9950013000052,3846.9950013000052,3846.9950013000052,3846.9950013000052,3846.9950013000052,3846.9950013000052,3846.9950013000052,3846.9950013000052,None,None,None,,,,,,,,,,,3843.9157627999957,3843.9157627999957,None,,3844.9687187999953,3844.9687187999953,3846.9950013000052,n,3843.9157627999957,3843.9157627999957,1.39391740001156,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
C,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,868,868,868,,,,,,,,,,,,,3846.9950013000052,3848.0394266999792,,,,,,,3850.0686800999974,3850.0686800999974,3850.0686800999974,3850.0686800999974,3850.0686800999974,3850.0686800999974,3850.0686800999974,3850.0686800999974,None,None,None,,,,,,,,,,,3846.9950013000052,3846.9950013000052,None,,3848.0394266999792,3848.0394266999792,3850.0686800999974,n,3846.9950013000052,3846.9950013000052,1.0114516000030562,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
N,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,869,869,869,,,,,,,,,,,,,3850.0686800999974,3851.1222352999903,,,,,,,3853.155081200006,3853.155081200006,3853.155081200006,3853.155081200006,3853.155081200006,3853.155081200006,3853.155081200006,3853.155081200006,None,None,None,,,,,,,,,,,3850.0686800999974,3850.0686800999974,None,,3851.1222352999903,3851.1222352999903,3853.155081200006,n,3850.0686800999974,3850.0686800999974,0.9045143999974243,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,870,870,870,,,,,,,,,,,,,3853.155081200006,3854.205477599986,,,,,,,3856.234307799983,3856.234307799983,3856.234307799983,3856.234307799983,3856.234307799983,3856.234307799983,3856.234307799983,3856.234307799983,None,None,None,,,,,,,,,,,3853.155081200006,3853.155081200006,None,,3854.205477599986,3854.205477599986,3856.234307799983,n,3853.155081200006,3853.155081200006,0.8926910999871325,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,871,871,871,,,,,,,,,,,,,3856.234307799983,3857.2881789999956,,,,,,,3859.3224034000013,3859.3224034000013,3859.3224034000013,3859.3224034000013,3859.3224034000013,3859.3224034000013,3859.3224034000013,3859.3224034000013,None,None,None,,,,,,,,,,,3856.234307799983,3856.234307799983,None,,3857.2881789999956,3857.2881789999956,3859.3224034000013,n,3856.234307799983,3856.234307799983,0.7857423999812454,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,872,872,872,,,,,,,,,,,,,3859.3224034000013,3860.3820935999975,,,,,,,3862.4158946999814,3862.4158946999814,3862.4158946999814,3862.4158946999814,3862.4158946999814,3862.4158946999814,3862.4158946999814,3862.4158946999814,None,None,None,,,,,,,,,,,3859.3224034000013,3859.3224034000013,None,,3860.3820935999975,3860.3820935999975,3862.4158946999814,n,3859.3224034000013,3859.3224034000013,0.7164781000174116,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,873,873,873,,,,,,,,,,,,,3862.4158946999814,3863.478180999984,,,,,,,3865.520256799995,3865.520256799995,3865.520256799995,3865.520256799995,3865.520256799995,3865.520256799995,3865.520256799995,3865.520256799995,None,None,None,,,,,,,,,,,3862.4158946999814,3862.4158946999814,None,,3863.478180999984,3863.478180999984,3865.520256799995,n,3862.4158946999814,3862.4158946999814,0.5165122000034899,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,874,874,874,,,,,,,,,,,,,3865.520256799995,3866.5895175999904,,,,,,,3868.618300000002,3868.618300000002,3868.618300000002,3868.618300000002,3868.618300000002,3868.618300000002,3868.618300000002,3868.618300000002,None,None,None,,,,,,,,,,,3865.520256799995,3865.520256799995,None,,3866.5895175999904,3866.5895175999904,3868.618300000002,n,3865.520256799995,3865.520256799995,0.8364176999893971,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,875,875,875,,,,,,,,,,,,,3868.618300000002,3869.685758799984,,,,,,,3871.7130871999834,3871.7130871999834,3871.7130871999834,3871.7130871999834,3871.7130871999834,3871.7130871999834,3871.7130871999834,3871.7130871999834,None,None,None,,,,,,,,,,,3868.618300000002,3868.618300000002,None,,3869.685758799984,3869.685758799984,3871.7130871999834,n,3868.618300000002,3868.618300000002,1.0207708000089042,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,876,876,876,,,,,,,,,,,,,3871.7130871999834,3872.7829220999847,,,,,,,3874.7940298999893,3874.7940298999893,3874.7940298999893,3874.7940298999893,3874.7940298999893,3874.7940298999893,3874.7940298999893,3874.7940298999893,None,None,None,,,,,,,,,,,3871.7130871999834,3871.7130871999834,None,,3872.7829220999847,3872.7829220999847,3874.7940298999893,n,3871.7130871999834,3871.7130871999834,0.9318117999937385,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,877,877,877,,,,,,,,,,,,,3874.7940298999893,3875.840960200003,,,,,,,3877.872631599981,3877.872631599981,3877.872631599981,3877.872631599981,3877.872631599981,3877.872631599981,3877.872631599981,3877.872631599981,None,None,None,,,,,,,,,,,3874.7940298999893,3874.7940298999893,None,,3875.840960200003,3875.840960200003,3877.872631599981,c,3874.7940298999893,3874.7940298999893,0.7128970999910962,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,878,878,878,,,,,,,,,,,,,3877.872631599981,3878.9228375999955,,,,,,,3880.940860499977,3880.940860499977,3880.940860499977,3880.940860499977,3880.940860499977,3880.940860499977,3880.940860499977,3880.940860499977,None,None,None,,,,,,,,,,,3877.872631599981,3877.872631599981,None,,3878.9228375999955,3878.9228375999955,3880.940860499977,c,3877.872631599981,3877.872631599981,0.5598016000003554,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
T,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,879,879,879,,,,,,,,,,,,,3880.940860499977,3881.997636199987,,,,,,,3884.0163886999944,3884.0163886999944,3884.0163886999944,3884.0163886999944,3884.0163886999944,3884.0163886999944,3884.0163886999944,3884.0163886999944,None,None,None,,,,,,,,,,,3880.940860499977,3880.940860499977,None,,3881.997636199987,3881.997636199987,3884.0163886999944,n,3880.940860499977,3880.940860499977,0.33309150001150556,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
H,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,880,880,880,,,,,,,,,,,,,3884.0163886999944,3885.068433699984,,,,,,,3887.095904899994,3887.095904899994,3887.095904899994,3887.095904899994,3887.095904899994,3887.095904899994,3887.095904899994,3887.095904899994,None,None,None,,,,,,,,,,,3884.0163886999944,3884.0163886999944,None,,3885.068433699984,3885.068433699984,3887.095904899994,n,3884.0163886999944,3884.0163886999944,0.6783496999996714,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,881,881,881,,,,,,,,,,,,,3887.095904899994,3888.148428399989,,,,,,,3890.166504599998,3890.166504599998,3890.166504599998,3890.166504599998,3890.166504599998,3890.166504599998,3890.166504599998,3890.166504599998,None,None,None,,,,,,,,,,,3887.095904899994,3887.095904899994,None,,3888.148428399989,3888.148428399989,3890.166504599998,n,3887.095904899994,3887.095904899994,0.6389297999849077,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,882,882,882,,,,,,,,,,,,,3890.166504599998,3891.2420802999986,,,,,,,3893.2695585000038,3893.2695585000038,3893.2695585000038,3893.2695585000038,3893.2695585000038,3893.2695585000038,3893.2695585000038,3893.2695585000038,None,None,None,,,,,,,,,,,3890.166504599998,3890.166504599998,None,,3891.2420802999986,3891.2420802999986,3893.2695585000038,n,3890.166504599998,3890.166504599998,0.5200815999996848,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
H,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,883,883,883,,,,,,,,,,,,,3893.2695585000038,3894.3268677000015,,,,,,,3896.3483863,3896.3483863,3896.3483863,3896.3483863,3896.3483863,3896.3483863,3896.3483863,3896.3483863,None,None,None,,,,,,,,,,,3893.2695585000038,3893.2695585000038,None,,3894.3268677000015,3894.3268677000015,3896.3483863,n,3893.2695585000038,3893.2695585000038,0.8992511999967974,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,884,884,884,,,,,,,,,,,,,3896.3483863,3897.4126073999796,,,,,,,3899.4370706999907,3899.4370706999907,3899.4370706999907,3899.4370706999907,3899.4370706999907,3899.4370706999907,3899.4370706999907,3899.4370706999907,None,None,None,,,,,,,,,,,3896.3483863,3896.3483863,None,,3897.4126073999796,3897.4126073999796,3899.4370706999907,n,3896.3483863,3896.3483863,0.637229899992235,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,885,885,885,,,,,,,,,,,,,3899.4370706999907,3900.502533699997,,,,,,,3902.5273383999884,3902.5273383999884,3902.5273383999884,3902.5273383999884,3902.5273383999884,3902.5273383999884,3902.5273383999884,3902.5273383999884,None,None,None,,,,,,,,,,,3899.4370706999907,3899.4370706999907,None,,3900.502533699997,3900.502533699997,3902.5273383999884,n,3899.4370706999907,3899.4370706999907,0.45180370000889525,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,886,886,886,,,,,,,,,,,,,3902.5273383999884,3903.5744267999835,,,,,,,3905.5953147999826,3905.5953147999826,3905.5953147999826,3905.5953147999826,3905.5953147999826,3905.5953147999826,3905.5953147999826,3905.5953147999826,None,None,None,,,,,,,,,,,3902.5273383999884,3902.5273383999884,None,,3903.5744267999835,3903.5744267999835,3905.5953147999826,n,3902.5273383999884,3902.5273383999884,0.4766200000012759,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,887,887,887,,,,,,,,,,,,,3905.5953147999826,3906.6563359999855,,,,,,,3908.6763402999786,3908.6763402999786,3908.6763402999786,3908.6763402999786,3908.6763402999786,3908.6763402999786,3908.6763402999786,3908.6763402999786,None,None,None,,,,,,,,,,,3905.5953147999826,3905.5953147999826,None,,3906.6563359999855,3906.6563359999855,3908.6763402999786,n,3905.5953147999826,3905.5953147999826,0.4338681999943219,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,888,888,888,,,,,,,,,,,,,3908.6763402999786,3909.72706569999,,,,,,,3911.755478899984,3911.755478899984,3911.755478899984,3911.755478899984,3911.755478899984,3911.755478899984,3911.755478899984,3911.755478899984,None,None,None,,,,,,,,,,,3908.6763402999786,3908.6763402999786,None,,3909.72706569999,3909.72706569999,3911.755478899984,n,3908.6763402999786,3908.6763402999786,0.4267200999893248,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,889,889,889,,,,,,,,,,,,,3911.755478899984,3912.807594999991,,,,,,,3914.840693999984,3914.840693999984,3914.840693999984,3914.840693999984,3914.840693999984,3914.840693999984,3914.840693999984,3914.840693999984,None,None,None,,,,,,,,,,,3911.755478899984,3911.755478899984,None,,3912.807594999991,3912.807594999991,3914.840693999984,n,3911.755478899984,3911.755478899984,0.4110476999776438,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
T,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,890,890,890,,,,,,,,,,,,,3914.840693999984,3915.8918484000023,,,,,,,3917.914706999989,3917.914706999989,3917.914706999989,3917.914706999989,3917.914706999989,3917.914706999989,3917.914706999989,3917.914706999989,None,None,None,,,,,,,,,,,3914.840693999984,3914.840693999984,None,,3915.8918484000023,3915.8918484000023,3917.914706999989,n,3914.840693999984,3914.840693999984,0.4943230999924708,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,891,891,891,,,,,,,,,,,,,3917.914706999989,3918.97281799998,,,,,,,3920.9953658999875,3920.9953658999875,3920.9953658999875,3920.9953658999875,3920.9953658999875,3920.9953658999875,3920.9953658999875,3920.9953658999875,None,None,None,,,,,,,,,,,3917.914706999989,3917.914706999989,None,,3918.97281799998,3918.97281799998,3920.9953658999875,n,3917.914706999989,3917.914706999989,0.317682099994272,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,892,892,892,,,,,,,,,,,,,3920.9953658999875,3922.0450082999887,,,,,,,3924.068329599977,3924.068329599977,3924.068329599977,3924.068329599977,3924.068329599977,3924.068329599977,3924.068329599977,3924.068329599977,None,None,None,,,,,,,,,,,3920.9953658999875,3920.9953658999875,None,,3922.0450082999887,3922.0450082999887,3924.068329599977,None,3920.9953658999875,3920.9953658999875,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,893,893,893,,,,,,,,,,,,,3924.068329599977,3925.124415600003,,,,,,,3927.1737705999985,3927.1737705999985,3927.1737705999985,3927.1737705999985,3927.1737705999985,3927.1737705999985,3927.1737705999985,3927.1737705999985,None,None,None,,,,,,,,,,,3924.068329599977,3924.068329599977,None,,3925.124415600003,3925.124415600003,3927.1737705999985,n,3924.068329599977,3924.068329599977,0.8461796999908984,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
T,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,894,894,894,,,,,,,,,,,,,3927.1737705999985,3928.2227255000034,,,,,,,3930.250208799989,3930.250208799989,3930.250208799989,3930.250208799989,3930.250208799989,3930.250208799989,3930.250208799989,3930.250208799989,None,None,None,,,,,,,,,,,3927.1737705999985,3927.1737705999985,None,,3928.2227255000034,3928.2227255000034,3930.250208799989,None,3927.1737705999985,3927.1737705999985,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,True,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,895,895,895,,,,,,,,,,,,,3930.250208799989,3931.2970458999916,,,,,,,3933.332355499995,3933.332355499995,3933.332355499995,3933.332355499995,3933.332355499995,3933.332355499995,3933.332355499995,3933.332355499995,None,None,None,,,,,,,,,,,3930.250208799989,3930.250208799989,None,,3931.2970458999916,3931.2970458999916,3933.332355499995,c,3930.250208799989,3930.250208799989,0.7860250999801792,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,896,896,896,,,,,,,,,,,,,3933.332355499995,3934.388816599996,,,,,,,3936.4116636999825,3936.4116636999825,3936.4116636999825,3936.4116636999825,3936.4116636999825,3936.4116636999825,3936.4116636999825,3936.4116636999825,None,None,None,,,,,,,,,,,3933.332355499995,3933.332355499995,None,,3934.388816599996,3934.388816599996,3936.4116636999825,None,3933.332355499995,3933.332355499995,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
X,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,897,897,897,,,,,,,,,,,,,3936.4116636999825,3937.464007599978,,,,,,,3939.486952599982,3939.486952599982,3939.486952599982,3939.486952599982,3939.486952599982,3939.486952599982,3939.486952599982,3939.486952599982,None,None,None,,,,,,,,,,,3936.4116636999825,3936.4116636999825,None,,3937.464007599978,3937.464007599978,3939.486952599982,n,3936.4116636999825,3936.4116636999825,0.5864121000049636,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,False,3,letter,3,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,898,898,898,,,,,,,,,,,,,3939.486952599982,3940.5423340999987,,,,,,,3942.565297399997,3942.565297399997,3942.565297399997,3942.565297399997,3942.565297399997,3942.565297399997,3942.565297399997,3942.565297399997,None,None,None,,,,,,,,,,,3939.486952599982,3939.486952599982,None,,3940.5423340999987,3940.5423340999987,3942.565297399997,n,3939.486952599982,3939.486952599982,0.5075905999983661,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,3,letter,3,False,True,robot_stimuli\\filler.mp4,0,,,,,,,,,0,899,899,899,,,,,,,,,,,,,3942.565297399997,3943.624934499996,,,,,,,3945.6623538999993,,3945.6623538999993,,3945.6623538999993,,3945.6623538999993,,50.06172839506173,3.4275027999829035,space,,,,4.699875000020256,,,,,,,3942.565297399997,3942.565297399997,None,,3943.624934499996,3943.624934499996,3945.6623538999993,n,3942.565297399997,3942.565297399997,0.5612672999850474,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Y_Back,False,2,robot,4,True,False,robot_stimuli\R_Torso_Y_Back.mp4,0,,,,,,,,,0,900,900,900,,,,,,,,,,,,,3989.7454197999905,3990.835331099981,,,,,,,3994.458213099977,3994.458213099977,3994.458213099977,3994.458213099977,3994.458213099977,3994.458213099977,3994.458213099977,3994.458213099977,None,None,None,,,,,,,,,,,3950.3852286000038,3950.3852286000038,space,39.34542490000604,,3990.835331099981,,None,,,,3990.835331099981,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_For,False,2,robot,4,False,False,robot_stimuli\L_Arm_Y_For.mp4,0,,,,,,,,,0,901,901,901,,,,,,,,,,,,,3994.458213099977,3995.5345571999787,,,,,,,3999.1745381999935,3999.1745381999935,3999.1745381999935,3999.1745381999935,3999.1745381999935,3999.1745381999935,3999.1745381999935,3999.1745381999935,None,None,None,,,,,,,,,,,3994.458213099977,3994.458213099977,None,,,3995.5345571999787,,None,3994.458213099977,3994.458213099977,,3995.5345571999787,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Head_Y_For,False,2,robot,4,False,False,robot_stimuli\R_Head_Y_For.mp4,0,,,,,,,,,0,902,902,902,,,,,,,,,,,,,3999.1745381999935,4000.2524139999878,,,,,,,4003.8938310999947,4003.8938310999947,4003.8938310999947,4003.8938310999947,4003.8938310999947,4003.8938310999947,4003.8938310999947,4003.8938310999947,None,None,None,,,,,,,,,,,3999.1745381999935,3999.1745381999935,None,,,4000.2524139999878,,n,3999.1745381999935,3999.1745381999935,1.6697253999882378,4000.2524139999878,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_Back,False,2,robot,4,False,False,robot_stimuli\L_Arm_Y_Back.mp4,0,,,,,,,,,0,903,903,903,,,,,,,,,,,,,4003.8938310999947,4004.996631499991,,,,,,,4008.6145429000026,4008.6145429000026,4008.6145429000026,4008.6145429000026,4008.6145429000026,4008.6145429000026,4008.6145429000026,4008.6145429000026,None,None,None,,,,,,,,,,,4003.8938310999947,4003.8938310999947,None,,,4004.996631499991,,c,4003.8938310999947,4003.8938310999947,2.6142333000025246,4004.996631499991,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L_Arm_Y_Back,False,2,robot,4,False,False,robot_stimuli\L_Arm_Y_Back.mp4,0,,,,,,,,,0,904,904,904,,,,,,,,,,,,,4008.6145429000026,4009.700978799985,,,,,,,4013.340487999987,4013.340487999987,4013.340487999987,4013.340487999987,4013.340487999987,4013.340487999987,4013.340487999987,4013.340487999987,None,None,None,,,,,,,,,,,4008.6145429000026,4008.6145429000026,None,,,4009.700978799985,,n,4008.6145429000026,4008.6145429000026,1.5425303000083659,4009.700978799985,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R_Torso_Z_For,False,2,robot,4,False,False,robot_stimuli\R_Torso_Z_For.mp4,0,,,,,,,,,0,905,905,905,,,,,,,,,,,,,4013.340487999987,4014.411005300004,,,,,,,4018.0419934999954,4018.0419934999954,4018.0419934999954,4018.0419934999954,4018.0419934999954,4018.0419934999954,4018.0419934999954,4018.0419934999954,None,None,None,,,,,,,,,,,4013.340487999987,4013.340487999987,None,,,4014.411005300004,,n,4013.340487999987,4013.340487999987,1.4006044999987353,4014.411005300004,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
