sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,letter.started,key.started,letter.stopped,key.keys,block_intro_text.stopped,block_intro_key.stopped,key.rt,movie.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,19.12700819998281,19.12700819998281,f,7.541707500000484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
,,,,,,,,,,,,,,,,,,,,,,,,,26.696788100001868,26.696788100001868,space,97.0608249999932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,234,234,234,,,,,,,,,,,,,1225.8188798000047,1226.8745277999842,,,,,,,1228.8987083999964,1228.8987083999964,1228.8987083999964,1228.8987083999964,1228.8987083999964,1228.8987083999964,1228.8987083999964,1228.8987083999964,None,None,None,,,,,,,,,,,1225.8188798000047,1225.8188798000047,None,,1226.8745277999842,1226.8745277999842,1228.8987083999964,c,1225.8188798000047,1225.8188798000047,0.9052429999865126,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,235,235,235,,,,,,,,,,,,,1228.8987083999964,1229.9505145000003,,,,,,,1231.973059699987,1231.973059699987,1231.973059699987,1231.973059699987,1231.973059699987,1231.973059699987,1231.973059699987,1231.973059699987,None,None,None,,,,,,,,,,,1228.8987083999964,1228.8987083999964,None,,1229.9505145000003,1229.9505145000003,1231.973059699987,n,1228.8987083999964,1228.8987083999964,0.5019910999981221,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,236,236,236,,,,,,,,,,,,,1231.973059699987,1233.0335845999944,,,,,,,1235.0573994999868,1235.0573994999868,1235.0573994999868,1235.0573994999868,1235.0573994999868,1235.0573994999868,1235.0573994999868,1235.0573994999868,None,None,None,,,,,,,,,,,1231.973059699987,1231.973059699987,None,,1233.0335845999944,1233.0335845999944,1235.0573994999868,c,1231.973059699987,1231.973059699987,1.3796629999997094,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,237,237,237,,,,,,,,,,,,,1235.0573994999868,1236.1204156999884,,,,,,,1238.1521559999965,1238.1521559999965,1238.1521559999965,1238.1521559999965,1238.1521559999965,1238.1521559999965,1238.1521559999965,1238.1521559999965,None,None,None,,,,,,,,,,,1235.0573994999868,1235.0573994999868,None,,1236.1204156999884,1236.1204156999884,1238.1521559999965,n,1235.0573994999868,1235.0573994999868,0.6437979999755044,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,238,238,238,,,,,,,,,,,,,1238.1521559999965,1239.2034965000057,,,,,,,1241.2235254999832,1241.2235254999832,1241.2235254999832,1241.2235254999832,1241.2235254999832,1241.2235254999832,1241.2235254999832,1241.2235254999832,None,None,None,,,,,,,,,,,1238.1521559999965,1238.1521559999965,None,,1239.2034965000057,1239.2034965000057,1241.2235254999832,n,1238.1521559999965,1238.1521559999965,0.7776409999933094,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
J,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,239,239,239,,,,,,,,,,,,,1241.2235254999832,1242.2767045999935,,,,,,,1244.3078243999917,1244.3078243999917,1244.3078243999917,1244.3078243999917,1244.3078243999917,1244.3078243999917,1244.3078243999917,1244.3078243999917,None,None,None,,,,,,,,,,,1241.2235254999832,1241.2235254999832,None,,1242.2767045999935,1242.2767045999935,1244.3078243999917,n,1241.2235254999832,1241.2235254999832,0.6239609999756794,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,240,240,240,,,,,,,,,,,,,1244.3078243999917,1245.3594842999883,,,,,,,1247.3885217999923,1247.3885217999923,1247.3885217999923,1247.3885217999923,1247.3885217999923,1247.3885217999923,1247.3885217999923,1247.3885217999923,None,None,None,,,,,,,,,,,1244.3078243999917,1244.3078243999917,None,,1245.3594842999883,1245.3594842999883,1247.3885217999923,n,1244.3078243999917,1244.3078243999917,0.7812290999863762,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,241,241,241,,,,,,,,,,,,,1247.3885217999923,1248.450595799979,,,,,,,1250.4749727000017,1250.4749727000017,1250.4749727000017,1250.4749727000017,1250.4749727000017,1250.4749727000017,1250.4749727000017,1250.4749727000017,None,None,None,,,,,,,,,,,1247.3885217999923,1247.3885217999923,None,,1248.450595799979,1248.450595799979,1250.4749727000017,n,1247.3885217999923,1247.3885217999923,0.7467797000135761,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
C,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,242,242,242,,,,,,,,,,,,,1250.4749727000017,1251.5294687999994,,,,,,,1253.5555377999844,1253.5555377999844,1253.5555377999844,1253.5555377999844,1253.5555377999844,1253.5555377999844,1253.5555377999844,1253.5555377999844,None,None,None,,,,,,,,,,,1250.4749727000017,1250.4749727000017,None,,1251.5294687999994,1251.5294687999994,1253.5555377999844,n,1250.4749727000017,1250.4749727000017,0.6106162999931257,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,243,243,243,,,,,,,,,,,,,1253.5555377999844,1254.6085804000031,,,,,,,1256.6320834999788,1256.6320834999788,1256.6320834999788,1256.6320834999788,1256.6320834999788,1256.6320834999788,1256.6320834999788,1256.6320834999788,None,None,None,,,,,,,,,,,1253.5555377999844,1253.5555377999844,None,,1254.6085804000031,1254.6085804000031,1256.6320834999788,n,1253.5555377999844,1253.5555377999844,0.611447400006,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
K,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,244,244,244,,,,,,,,,,,,,1256.6320834999788,1257.6840111999772,,,,,,,1259.7046008000034,1259.7046008000034,1259.7046008000034,1259.7046008000034,1259.7046008000034,1259.7046008000034,1259.7046008000034,1259.7046008000034,None,None,None,,,,,,,,,,,1256.6320834999788,1256.6320834999788,None,,1257.6840111999772,1257.6840111999772,1259.7046008000034,n,1256.6320834999788,1256.6320834999788,0.7759683000040241,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
T,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,245,245,245,,,,,,,,,,,,,1259.7046008000034,1260.7606296000013,,,,,,,1262.7804678999819,1262.7804678999819,1262.7804678999819,1262.7804678999819,1262.7804678999819,1262.7804678999819,1262.7804678999819,1262.7804678999819,None,None,None,,,,,,,,,,,1259.7046008000034,1259.7046008000034,None,,1260.7606296000013,1260.7606296000013,1262.7804678999819,n,1259.7046008000034,1259.7046008000034,0.8439750000252388,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,246,246,246,,,,,,,,,,,,,1262.7804678999819,1263.8283169999777,,,,,,,1265.8541436999803,1265.8541436999803,1265.8541436999803,1265.8541436999803,1265.8541436999803,1265.8541436999803,1265.8541436999803,1265.8541436999803,None,None,None,,,,,,,,,,,1262.7804678999819,1262.7804678999819,None,,1263.8283169999777,1263.8283169999777,1265.8541436999803,n,1262.7804678999819,1262.7804678999819,0.6798707999987528,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
S,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,247,247,247,,,,,,,,,,,,,1265.8541436999803,1266.8993326000054,,,,,,,1268.9230589999934,1268.9230589999934,1268.9230589999934,1268.9230589999934,1268.9230589999934,1268.9230589999934,1268.9230589999934,1268.9230589999934,None,None,None,,,,,,,,,,,1265.8541436999803,1265.8541436999803,None,,1266.8993326000054,1266.8993326000054,1268.9230589999934,n,1265.8541436999803,1265.8541436999803,0.5534190000034869,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,248,248,248,,,,,,,,,,,,,1268.9230589999934,1269.9696139000007,,,,,,,1272.005067399994,1272.005067399994,1272.005067399994,1272.005067399994,1272.005067399994,1272.005067399994,1272.005067399994,1272.005067399994,None,None,None,,,,,,,,,,,1268.9230589999934,1268.9230589999934,None,,1269.9696139000007,1269.9696139000007,1272.005067399994,n,1268.9230589999934,1268.9230589999934,0.5867790000047535,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,249,249,249,,,,,,,,,,,,,1272.005067399994,1273.0548998999875,,,,,,,1275.076578099979,1275.076578099979,1275.076578099979,1275.076578099979,1275.076578099979,1275.076578099979,1275.076578099979,1275.076578099979,None,None,None,,,,,,,,,,,1272.005067399994,1272.005067399994,None,,1273.0548998999875,1273.0548998999875,1275.076578099979,n,1272.005067399994,1272.005067399994,0.6373009000089951,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
V,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,250,250,250,,,,,,,,,,,,,1275.076578099979,1276.1283491999784,,,,,,,1278.1487966999994,1278.1487966999994,1278.1487966999994,1278.1487966999994,1278.1487966999994,1278.1487966999994,1278.1487966999994,1278.1487966999994,None,None,None,,,,,,,,,,,1275.076578099979,1275.076578099979,None,,1276.1283491999784,1276.1283491999784,1278.1487966999994,n,1275.076578099979,1275.076578099979,0.5394612000091001,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,251,251,251,,,,,,,,,,,,,1278.1487966999994,1279.1962210999918,,,,,,,1281.2225698999828,1281.2225698999828,1281.2225698999828,1281.2225698999828,1281.2225698999828,1281.2225698999828,1281.2225698999828,1281.2225698999828,None,None,None,,,,,,,,,,,1278.1487966999994,1278.1487966999994,None,,1279.1962210999918,1279.1962210999918,1281.2225698999828,n,1278.1487966999994,1278.1487966999994,0.6075165999936871,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,252,252,252,,,,,,,,,,,,,1281.2225698999828,1282.2864857999957,,,,,,,1284.3065379000036,1284.3065379000036,1284.3065379000036,1284.3065379000036,1284.3065379000036,1284.3065379000036,1284.3065379000036,1284.3065379000036,None,None,None,,,,,,,,,,,1281.2225698999828,1281.2225698999828,None,,1282.2864857999957,1282.2864857999957,1284.3065379000036,n,1281.2225698999828,1281.2225698999828,0.5580658999970183,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,253,253,253,,,,,,,,,,,,,1284.3065379000036,1285.359523399995,,,,,,,1287.3889524999831,1287.3889524999831,1287.3889524999831,1287.3889524999831,1287.3889524999831,1287.3889524999831,1287.3889524999831,1287.3889524999831,None,None,None,,,,,,,,,,,1284.3065379000036,1284.3065379000036,None,,1285.359523399995,1285.359523399995,1287.3889524999831,n,1284.3065379000036,1284.3065379000036,0.6381805000128224,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,254,254,254,,,,,,,,,,,,,1287.3889524999831,1288.4394851999823,,,,,,,1290.4654576999892,1290.4654576999892,1290.4654576999892,1290.4654576999892,1290.4654576999892,1290.4654576999892,1290.4654576999892,1290.4654576999892,None,None,None,,,,,,,,,,,1287.3889524999831,1287.3889524999831,None,,1288.4394851999823,1288.4394851999823,1290.4654576999892,c,1287.3889524999831,1287.3889524999831,0.8762358999811113,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,255,255,255,,,,,,,,,,,,,1290.4654576999892,1291.5290188999788,,,,,,,1293.5580899000051,1293.5580899000051,1293.5580899000051,1293.5580899000051,1293.5580899000051,1293.5580899000051,1293.5580899000051,1293.5580899000051,None,None,None,,,,,,,,,,,1290.4654576999892,1290.4654576999892,None,,1291.5290188999788,1291.5290188999788,1293.5580899000051,n,1290.4654576999892,1290.4654576999892,0.5150721999816597,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,256,256,256,,,,,,,,,,,,,1293.5580899000051,1294.6131213000044,,,,,,,1296.6370192999893,1296.6370192999893,1296.6370192999893,1296.6370192999893,1296.6370192999893,1296.6370192999893,1296.6370192999893,1296.6370192999893,None,None,None,,,,,,,,,,,1293.5580899000051,1293.5580899000051,None,,1294.6131213000044,1294.6131213000044,1296.6370192999893,n,1293.5580899000051,1293.5580899000051,0.5749437999911606,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
X,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,257,257,257,,,,,,,,,,,,,1296.6370192999893,1297.6963843999838,,,,,,,1299.723509399977,1299.723509399977,1299.723509399977,1299.723509399977,1299.723509399977,1299.723509399977,1299.723509399977,1299.723509399977,None,None,None,,,,,,,,,,,1296.6370192999893,1296.6370192999893,None,,1297.6963843999838,1297.6963843999838,1299.723509399977,n,1296.6370192999893,1296.6370192999893,0.5718128999869805,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,258,258,258,,,,,,,,,,,,,1299.723509399977,1300.7791076999856,,,,,,,1302.8010854999884,1302.8010854999884,1302.8010854999884,1302.8010854999884,1302.8010854999884,1302.8010854999884,1302.8010854999884,1302.8010854999884,None,None,None,,,,,,,,,,,1299.723509399977,1299.723509399977,None,,1300.7791076999856,1300.7791076999856,1302.8010854999884,n,1299.723509399977,1299.723509399977,0.8971035999711603,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,259,259,259,,,,,,,,,,,,,1302.8010854999884,1303.867605699983,,,,,,,1305.8962558000057,1305.8962558000057,1305.8962558000057,1305.8962558000057,1305.8962558000057,1305.8962558000057,1305.8962558000057,1305.8962558000057,None,None,None,,,,,,,,,,,1302.8010854999884,1302.8010854999884,None,,1303.867605699983,1303.867605699983,1305.8962558000057,n,1302.8010854999884,1302.8010854999884,0.6483515999861993,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
R,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,260,260,260,,,,,,,,,,,,,1305.8962558000057,1306.9549203999923,,,,,,,1308.981144099991,1308.981144099991,1308.981144099991,1308.981144099991,1308.981144099991,1308.981144099991,1308.981144099991,1308.981144099991,None,None,None,,,,,,,,,,,1305.8962558000057,1305.8962558000057,None,,1306.9549203999923,1306.9549203999923,1308.981144099991,n,1305.8962558000057,1305.8962558000057,0.6731482000031974,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
J,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,261,261,261,,,,,,,,,,,,,1308.981144099991,1310.030883200001,,,,,,,1312.0506112999865,1312.0506112999865,1312.0506112999865,1312.0506112999865,1312.0506112999865,1312.0506112999865,1312.0506112999865,1312.0506112999865,None,None,None,,,,,,,,,,,1308.981144099991,1308.981144099991,None,,1310.030883200001,1310.030883200001,1312.0506112999865,n,1308.981144099991,1308.981144099991,0.5892576999904122,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,262,262,262,,,,,,,,,,,,,1312.0506112999865,1313.0939322999911,,,,,,,1315.1245302000025,1315.1245302000025,1315.1245302000025,1315.1245302000025,1315.1245302000025,1315.1245302000025,1315.1245302000025,1315.1245302000025,None,None,None,,,,,,,,,,,1312.0506112999865,1312.0506112999865,None,,1313.0939322999911,1313.0939322999911,1315.1245302000025,n,1312.0506112999865,1312.0506112999865,0.4943636999814771,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
D,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,263,263,263,,,,,,,,,,,,,1315.1245302000025,1316.1767593999975,,,,,,,1318.2009917999967,1318.2009917999967,1318.2009917999967,1318.2009917999967,1318.2009917999967,1318.2009917999967,1318.2009917999967,1318.2009917999967,None,None,None,,,,,,,,,,,1315.1245302000025,1315.1245302000025,None,,1316.1767593999975,1316.1767593999975,1318.2009917999967,n,1315.1245302000025,1315.1245302000025,0.9072374999814201,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,264,264,264,,,,,,,,,,,,,1318.2009917999967,1319.2518181999912,,,,,,,1321.2699730999884,1321.2699730999884,1321.2699730999884,1321.2699730999884,1321.2699730999884,1321.2699730999884,1321.2699730999884,1321.2699730999884,None,None,None,,,,,,,,,,,1318.2009917999967,1318.2009917999967,None,,1319.2518181999912,1319.2518181999912,1321.2699730999884,n,1318.2009917999967,1318.2009917999967,0.5524888999934774,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,265,265,265,,,,,,,,,,,,,1321.2699730999884,1322.3286376000033,,,,,,,1324.3527405999776,1324.3527405999776,1324.3527405999776,1324.3527405999776,1324.3527405999776,1324.3527405999776,1324.3527405999776,1324.3527405999776,None,None,None,,,,,,,,,,,1321.2699730999884,1321.2699730999884,None,,1322.3286376000033,1322.3286376000033,1324.3527405999776,None,1321.2699730999884,1321.2699730999884,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
P,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,266,266,266,,,,,,,,,,,,,1324.3527405999776,1325.3982626999787,,,,,,,1327.4249520000012,1327.4249520000012,1327.4249520000012,1327.4249520000012,1327.4249520000012,1327.4249520000012,1327.4249520000012,1327.4249520000012,None,None,None,,,,,,,,,,,1324.3527405999776,1324.3527405999776,None,,1325.3982626999787,1325.3982626999787,1327.4249520000012,c,1324.3527405999776,1324.3527405999776,0.78219940001145,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
L,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,267,267,267,,,,,,,,,,,,,1327.4249520000012,1328.4836896999914,,,,,,,1330.5110023999878,1330.5110023999878,1330.5110023999878,1330.5110023999878,1330.5110023999878,1330.5110023999878,1330.5110023999878,1330.5110023999878,None,None,None,,,,,,,,,,,1327.4249520000012,1327.4249520000012,None,,1328.4836896999914,1328.4836896999914,1330.5110023999878,n,1327.4249520000012,1327.4249520000012,0.6648801999981515,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Z,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,268,268,268,,,,,,,,,,,,,1330.5110023999878,1331.5624483999854,,,,,,,1333.5832720999897,1333.5832720999897,1333.5832720999897,1333.5832720999897,1333.5832720999897,1333.5832720999897,1333.5832720999897,1333.5832720999897,None,None,None,,,,,,,,,,,1330.5110023999878,1330.5110023999878,None,,1331.5624483999854,1331.5624483999854,1333.5832720999897,None,1330.5110023999878,1330.5110023999878,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
M,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,269,269,269,,,,,,,,,,,,,1333.5832720999897,1334.6366740999802,,,,,,,1336.6586326999823,1336.6586326999823,1336.6586326999823,1336.6586326999823,1336.6586326999823,1336.6586326999823,1336.6586326999823,1336.6586326999823,None,None,None,,,,,,,,,,,1333.5832720999897,1333.5832720999897,None,,1334.6366740999802,1334.6366740999802,1336.6586326999823,n,1333.5832720999897,1333.5832720999897,0.6231820000102744,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
Q,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,270,270,270,,,,,,,,,,,,,1336.6586326999823,1337.718394399999,,,,,,,1339.736772299977,1339.736772299977,1339.736772299977,1339.736772299977,1339.736772299977,1339.736772299977,1339.736772299977,1339.736772299977,None,None,None,,,,,,,,,,,1336.6586326999823,1336.6586326999823,None,,1337.718394399999,1337.718394399999,1339.736772299977,n,1336.6586326999823,1336.6586326999823,1.1977108000137378,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,271,271,271,,,,,,,,,,,,,1339.736772299977,1340.7874805000029,,,,,,,1342.808737799991,1342.808737799991,1342.808737799991,1342.808737799991,1342.808737799991,1342.808737799991,1342.808737799991,1342.808737799991,None,None,None,,,,,,,,,,,1339.736772299977,1339.736772299977,None,,1340.7874805000029,1340.7874805000029,1342.808737799991,None,1339.736772299977,1339.736772299977,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
B,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,272,272,272,,,,,,,,,,,,,1342.808737799991,1343.8622744999884,,,,,,,1345.8841135999828,1345.8841135999828,1345.8841135999828,1345.8841135999828,1345.8841135999828,1345.8841135999828,1345.8841135999828,1345.8841135999828,None,None,None,,,,,,,,,,,1342.808737799991,1342.808737799991,None,,1343.8622744999884,1343.8622744999884,1345.8841135999828,None,1342.808737799991,1342.808737799991,,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
G,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,273,273,273,,,,,,,,,,,,,1345.8841135999828,1346.933329099993,,,,,,,1348.9646414000017,1348.9646414000017,1348.9646414000017,1348.9646414000017,1348.9646414000017,1348.9646414000017,1348.9646414000017,1348.9646414000017,None,None,None,,,,,,,,,,,1345.8841135999828,1345.8841135999828,None,,1346.933329099993,1346.933329099993,1348.9646414000017,n,1345.8841135999828,1345.8841135999828,0.6782888000016101,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
G,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,274,274,274,,,,,,,,,,,,,1348.9646414000017,1350.0119301999803,,,,,,,1352.035640599992,1352.035640599992,1352.035640599992,1352.035640599992,1352.035640599992,1352.035640599992,1352.035640599992,1352.035640599992,None,None,None,,,,,,,,,,,1348.9646414000017,1348.9646414000017,None,,1350.0119301999803,1350.0119301999803,1352.035640599992,c,1348.9646414000017,1348.9646414000017,0.848914700007299,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
N,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,275,275,275,,,,,,,,,,,,,1352.035640599992,1353.086327099998,,,,,,,1355.1138937999785,1355.1138937999785,1355.1138937999785,1355.1138937999785,1355.1138937999785,1355.1138937999785,1355.1138937999785,1355.1138937999785,None,None,None,,,,,,,,,,,1352.035640599992,1352.035640599992,None,,1353.086327099998,1353.086327099998,1355.1138937999785,n,1352.035640599992,1352.035640599992,0.453403099993011,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,276,276,276,,,,,,,,,,,,,1355.1138937999785,1356.1664663999982,,,,,,,1358.193614799995,1358.193614799995,1358.193614799995,1358.193614799995,1358.193614799995,1358.193614799995,1358.193614799995,1358.193614799995,None,None,None,,,,,,,,,,,1355.1138937999785,1355.1138937999785,None,,1356.1664663999982,1356.1664663999982,1358.193614799995,n,1355.1138937999785,1355.1138937999785,0.7581195999810006,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
W,True,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,277,277,277,,,,,,,,,,,,,1358.193614799995,1359.2567089999793,,,,,,,1361.2672588999849,1361.2672588999849,1361.2672588999849,1361.2672588999849,1361.2672588999849,1361.2672588999849,1361.2672588999849,1361.2672588999849,None,None,None,,,,,,,,,,,1358.193614799995,1358.193614799995,None,,1359.2567089999793,1359.2567089999793,1361.2672588999849,c,1358.193614799995,1358.193614799995,0.7561153999704402,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
F,False,1,letter,1,False,False,robot_stimuli\\filler.mp4,0,,,,,,,,,0,278,278,278,,,,,,,,,,,,,1361.2672588999849,1362.3173918999964,,,,,,,1364.340725099988,1364.340725099988,1364.340725099988,1364.340725099988,1364.340725099988,1364.340725099988,1364.340725099988,1364.340725099988,None,None,None,,,,,,,,,,,1361.2672588999849,1361.2672588999849,None,,1362.3173918999964,1362.3173918999964,1364.340725099988,n,1361.2672588999849,1361.2672588999849,0.9830634999962058,,0,001,2024-05-23_14h00.42.045,robot_nback_sign,2022.2.5,None,
