sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Arm_Z_Back', 'L_Head_Z_Back', 'R_Head_X_Back', 'R_Head_Z_For']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Head_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_Z_Back,1,3,robot,2,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_Back.mp4,18,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,1083.2023904002272,,,1100.1190077997744,1100.1190077997744,1100.1190077997744,2,0.6326866000890732,1100.7703074999154,1100.7703074999154,1100.7703074999154,1100.7703074999154,1100.7703074999154,1100.7703074999154,1100.7703074999154,1100.7703074999154,None,None,None,,,,1085.2898658001795,,,,,,,,1083.2023904002272,1083.2023904002272,None,,,,1083.2023904002272,1083.2023904002272,1096.4785512997769,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_Y_For', 'L_Arm_Z_Back', 'R_Arm_Z_Back', 'L_Head_Z_For']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Z_For,3,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,18,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,1100.7703074999154,,,1117.6535348999314,1117.6535348999314,1117.6535348999314,4,2.267059199512005,1119.9413703000173,1119.9413703000173,1119.9413703000173,1119.9413703000173,1119.9413703000173,1119.9413703000173,1119.9413703000173,1119.9413703000173,None,None,None,,,,1102.857774999924,,,,,,,,1100.7703074999154,1100.7703074999154,None,,,,1100.7703074999154,1100.7703074999154,1114.0130513999611,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_Z_Back', 'R_Torso_X_Back', 'L_Torso_X_For', 'L_Head_X_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Torso_Z_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_X_Back,1,3,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,18,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,1119.9413703000173,,,1136.707668799907,1136.707668799907,1136.707668799907,2,3.4035700000822544,1140.1310991002247,1140.1310991002247,1140.1310991002247,1140.1310991002247,1140.1310991002247,1140.1310991002247,1140.1310991002247,1140.1310991002247,None,None,None,,,,1122.0288215000182,,,,,,,,1119.9413703000173,1119.9413703000173,None,,,,1119.9413703000173,1119.9413703000173,1133.0505297998898,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Arm_X_Back', 'L_Arm_Z_For', 'R_Arm_Z_For', 'R_Head_Z_Back']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Arm_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_Z_Back,3,3,robot,2,False,True,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,18,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,1140.1310991002247,,,1157.031059099827,1157.031059099827,1157.031059099827,3,4.47996909962967,1161.5733129000291,1165.5310987001285,1161.5733129000291,1165.5310987001285,1161.5733129000291,1165.5310987001285,1161.5733129000291,1165.5310987001285,63.41269841269842,3.6331792999990284,space,,,,1142.2185666998848,3.8751443000510335,,,,,,,1140.1310991002247,1140.1310991002247,None,,,,1140.1310991002247,1140.1310991002247,1153.3905461998656,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Z_For', 'R_Base_Y_For', 'L_Base_Z_Back', 'R_Arm_Z_For']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Arm_Z_For', 'movement': 'R_Base_Y_For'}",laterality,['laterality'],L_Base_Z_Back,2,1,robot,2,True,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,18,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,1166.9004603000358,,,1183.7836711998098,1183.7836711998098,1183.7836711998098,3,0.35984040005132556,1184.1678001000546,1184.1678001000546,1184.1678001000546,1184.1678001000546,1184.1678001000546,1184.1678001000546,1184.1678001000546,1184.1678001000546,None,None,None,,,,,,,,,,,,1165.5310987001285,1165.5310987001285,space,1.34060679981485,,,,,1180.143217400182,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_Z_Back', 'R_Torso_Z_For', 'L_Torso_X_For', 'L_Arm_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_X_For'}",localisation,['localisation'],L_Arm_Z_For,3,1,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,18,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,1184.1678001000546,,,1200.9341128999367,1200.9341128999367,1200.9341128999367,4,0.2896389001980424,1201.251399199944,1201.251399199944,1201.251399199944,1201.251399199944,1201.251399199944,1201.251399199944,1201.251399199944,1201.251399199944,None,None,None,,,,1186.2553230999038,,,,,,,,1184.1678001000546,1184.1678001000546,None,,,,1184.1678001000546,1184.1678001000546,1197.2769324998371,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Base_X_Back', 'L_Base_Z_Back', 'R_Base_Z_For', 'L_Arm_Z_Back']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Base_X_Back'}",laterality,['laterality'],R_Base_Z_For,2,1,robot,2,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Base_Z_For.mp4,18,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,1201.251399199944,,,1218.1012304001488,1218.1012304001488,1218.1012304001488,4,5.7064176998101175,1223.829160099849,1223.829160099849,1223.829160099849,1223.829160099849,1223.829160099849,1223.829160099849,1223.829160099849,1223.829160099849,None,None,None,,,,1203.338862599805,,,,,,,,1201.251399199944,1201.251399199944,None,,,,1201.251399199944,1201.251399199944,1214.4607873000205,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Z_Back', 'L_Torso_Z_Back', 'R_Torso_X_Back', 'R_Torso_Z_For']","{'laterality': 'L_Torso_Z_Back', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Torso_X_Back'}",movement,['movement'],R_Torso_X_Back,2,1,robot,2,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,18,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,1223.829160099849,,,1240.4952897001058,1240.4952897001058,1240.4952897001058,3,0.2880746000446379,1240.812598099932,1240.812598099932,1240.812598099932,1240.812598099932,1240.812598099932,1240.812598099932,1240.812598099932,1240.812598099932,None,None,None,,,,1225.9166760002263,,,,,,,,1223.829160099849,1223.829160099849,None,,,,1223.829160099849,1223.829160099849,1236.854834199883,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Y_For', 'R_Base_X_For', 'L_Base_X_Back', 'R_Arm_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Base_Y_For'}",laterality,['laterality'],L_Base_X_Back,2,1,robot,2,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,18,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,1240.812598099932,,,1257.5789458001964,1257.5789458001964,1257.5789458001964,3,0.2925326996482909,1257.8962198002264,1257.8962198002264,1257.8962198002264,1257.8962198002264,1257.8962198002264,1257.8962198002264,1257.8962198002264,1257.8962198002264,None,None,None,,,,1242.9000793001615,,,,,,,,1240.812598099932,1240.812598099932,None,,,,1240.812598099932,1240.812598099932,1253.9217492998578,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Base_Y_Back', 'R_Base_Z_For', 'R_Torso_Y_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Base_Z_For'}",localisation,['localisation'],R_Torso_Y_For,2,1,robot,2,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,18,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,1257.8962198002264,,,1274.7293437002227,1274.7293437002227,1274.7293437002227,3,0.24565939977765083,1274.9965650998056,1274.9965650998056,1274.9965650998056,1274.9965650998056,1274.9965650998056,1274.9965650998056,1274.9965650998056,1274.9965650998056,None,None,None,,,,1259.9836841998622,,,,,,,,1257.8962198002264,1257.8962198002264,None,,,,1257.8962198002264,1257.8962198002264,1271.0721656000242,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Arm_Z_Back', 'R_Head_X_Back', 'R_Arm_X_Back', 'L_Arm_X_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Z_Back'}",movement,['movement'],R_Arm_Z_Back,0,1,robot,2,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,18,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,1274.9965650998056,,,1291.896462299861,1291.896462299861,1291.896462299861,1,0.5107848001644015,1292.430874099955,1292.430874099955,1292.430874099955,1292.430874099955,1292.430874099955,1292.430874099955,1292.430874099955,1292.430874099955,None,None,None,,,,1277.0840018000454,,,,,,,,1274.9965650998056,1274.9965650998056,None,,,,1274.9965650998056,1274.9965650998056,1288.2392961001024,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_X_For', 'R_Torso_X_For', 'R_Torso_Z_For', 'R_Arm_X_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Torso_Z_For'}",localisation,['localisation'],R_Arm_X_For,3,1,robot,2,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,18,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,1292.430874099955,,,1309.3308120002039,1309.3308120002039,1309.3308120002039,4,0.3168275998905301,1309.664750199765,1309.664750199765,1309.664750199765,1309.664750199765,1309.664750199765,1309.664750199765,1309.664750199765,1309.664750199765,None,None,None,,,,1294.518341800198,,,,,,,,1292.430874099955,1292.430874099955,None,,,,1292.430874099955,1292.430874099955,1305.6903162999079,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Z_Back', 'R_Arm_Z_Back', 'L_Base_Z_For', 'R_Base_X_Back']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Arm_Z_Back', 'movement': 'R_Base_X_Back'}",movement,['movement'],R_Base_X_Back,3,1,robot,2,False,True,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,18,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,1309.664750199765,,,1326.4812261001207,1326.4812261001207,1326.4812261001207,4,0.27858310006558895,1326.8152115000412,1329.6708129998296,1326.8152115000412,1329.6708129998296,1326.8152115000412,1329.6708129998296,1326.8152115000412,1329.6708129998296,43.88888888888889,2.4978251000866294,space,,,,1311.7522690999322,2.7762867999263108,,,,,,,1309.664750199765,1309.664750199765,None,,,,1309.664750199765,1309.664750199765,1322.8240447998978,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Torso_X_For', 'L_Torso_X_For', 'R_Base_X_For', 'R_Torso_Y_For']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Base_X_For', 'movement': 'R_Torso_Y_For'}",movement,"['localisation', 'movement']",R_Torso_Y_For,3,2,robot,2,True,False,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,18,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,1330.7396141001955,,,1347.5560090998188,1347.5560090998188,1347.5560090998188,3,2.8035020995885134,1350.3782820999622,1350.3782820999622,1350.3782820999622,1350.3782820999622,1350.3782820999622,1350.3782820999622,1350.3782820999622,1350.3782820999622,None,None,None,,,,,,,,,,,,1329.6708129998296,1329.6708129998296,space,1.049697999842465,,,,,1343.8988243998028,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_Z_Back', 'R_Arm_Z_For', 'L_Arm_Y_For', 'L_Head_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_Y_For'}",localisation,"['laterality', 'localisation']",L_Head_Z_For,3,2,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,18,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,1350.3782820999622,,,1367.2781902998686,1367.2781902998686,1367.2781902998686,4,1.1298984996974468,1368.430449699983,1368.430449699983,1368.430449699983,1368.430449699983,1368.430449699983,1368.430449699983,1368.430449699983,1368.430449699983,None,None,None,,,,1352.4657025998458,,,,,,,,1350.3782820999622,1350.3782820999622,None,,,,1350.3782820999622,1350.3782820999622,1363.6210105000064,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_Z_For', 'L_Arm_Z_For', 'L_Torso_X_For', 'R_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_X_For'}",movement,"['localisation', 'movement']",L_Torso_X_For,2,2,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,18,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,1368.430449699983,,,1385.3470610999502,1385.3470610999502,1385.3470610999502,2,5.300182600039989,1390.6743042999879,1390.6743042999879,1390.6743042999879,1390.6743042999879,1390.6743042999879,1390.6743042999879,1390.6743042999879,1390.6743042999879,None,None,None,,,,1370.534647199791,,,,,,,,1368.430449699983,1368.430449699983,None,,,,1368.430449699983,1368.430449699983,1381.6898847999983,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Torso_X_For', 'R_Head_X_For', 'L_Head_X_Back', 'L_Head_Z_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Head_Z_For'}",laterality,"['laterality', 'movement']",R_Head_X_For,1,2,robot,2,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Head_X_For.mp4,18,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,1390.6743042999879,,,1407.5741758001968,1407.5741758001968,1407.5741758001968,2,1.5285912998951972,1409.1272251000628,1409.1272251000628,1409.1272251000628,1409.1272251000628,1409.1272251000628,1409.1272251000628,1409.1272251000628,1409.1272251000628,None,None,None,,,,1392.7616812000051,,,,,,,,1390.6743042999879,1390.6743042999879,None,,,,1390.6743042999879,1390.6743042999879,1403.9169870000333,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Z_For', 'L_Arm_Z_Back', 'R_Arm_Y_Back', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_Y_Back'}",laterality,"['laterality', 'localisation']",L_Arm_Z_Back,1,2,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,18,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,1409.1272251000628,,,1426.010427000001,1426.010427000001,1426.010427000001,2,2.188707699533552,1428.2314939000644,1428.2314939000644,1428.2314939000644,1428.2314939000644,1428.2314939000644,1428.2314939000644,1428.2314939000644,1428.2314939000644,None,None,None,,,,1411.2146864999086,,,,,,,,1409.1272251000628,1409.1272251000628,None,,,,1409.1272251000628,1409.1272251000628,1422.3700426002033,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Head_X_Back', 'L_Base_X_Back', 'L_Head_X_For', 'L_Head_Z_For']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Z_For'}",localisation,"['localisation', 'movement']",L_Base_X_Back,1,2,robot,2,False,False,"['robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\L_Base_X_Back.mp4,18,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,1428.2314939000644,,,1445.0312279998325,1445.0312279998325,1445.0312279998325,4,5.872635700274259,1450.926149699837,1450.926149699837,1450.926149699837,1450.926149699837,1450.926149699837,1450.926149699837,1450.926149699837,1450.926149699837,None,None,None,,,,1430.318934999872,,,,,,,,1428.2314939000644,1428.2314939000644,None,,,,1428.2314939000644,1428.2314939000644,1441.3907400998287,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['R_Base_Y_Back', 'L_Base_Y_Back', 'R_Base_Z_For', 'R_Head_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'localisation']",L_Base_Y_Back,1,2,robot,2,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,18,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,1450.926149699837,,,1467.7592854998074,1467.7592854998074,1467.7592854998074,4,7.415595899801701,1475.2072796998546,1475.2072796998546,1475.2072796998546,1475.2072796998546,1475.2072796998546,1475.2072796998546,1475.2072796998546,1475.2072796998546,None,None,None,,,,1453.0136274998076,,,,,,,,1450.926149699837,1450.926149699837,None,,,,1450.926149699837,1450.926149699837,1464.1188257997856,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Head_X_For', 'L_Arm_Z_For', 'L_Arm_X_For', 'R_Arm_X_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Arm_Z_For'}",movement,"['laterality', 'movement']",L_Arm_Z_For,1,2,robot,2,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,18,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,1475.2072796998546,,,1492.0403976999223,1492.0403976999223,1492.0403976999223,2,4.262622700072825,1496.3322213999927,1496.3322213999927,1496.3322213999927,1496.3322213999927,1496.3322213999927,1496.3322213999927,1496.3322213999927,1496.3322213999927,None,None,None,,,,1477.2947868001647,,,,,,,,1475.2072796998546,1475.2072796998546,None,,,,1475.2072796998546,1475.2072796998546,1488.3999759000726,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['L_Arm_Y_Back', 'L_Arm_Z_For', 'R_Arm_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_Z_For'}",localisation,"['laterality', 'localisation']",L_Torso_Y_For,3,2,robot,2,False,True,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,18,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,1496.3322213999927,,,1513.0818095998839,1513.0818095998839,1513.0818095998839,4,2.9823121996596456,1516.12113900017,1519.628047300037,1516.12113900017,1519.628047300037,1516.12113900017,1519.628047300037,1516.12113900017,1519.628047300037,55.47619047619048,2.6812724000774324,space,,,,1498.4196546999738,3.4545974996872246,,,,,,,1496.3322213999927,1496.3322213999927,None,,,,1496.3322213999927,1496.3322213999927,1509.4413251997903,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['blue_right_K_45', 'red_right_V_0', 'red_left_L_45', 'red_right_K_45']","{'color': 'blue_right_K_45', 'position': 'red_left_L_45', 'orientation': 'red_right_V_0'}",color,['color'],blue_right_K_45,0,1,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,1520.3628512998112,,,1530.71657329984,1530.71657329984,1530.71657329984,1,0.42678190022706985,1531.1674135001376,1531.1674135001376,1531.1674135001376,1531.1674135001376,1531.1674135001376,1531.1674135001376,1531.1674135001376,1531.1674135001376,None,None,None,,,,,,,,,,,,1519.628047300037,1519.628047300037,space,0.7077015996910632,1528.695970799774,1530.71657329984,,,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
"['red_top_V_45', 'blue_right_F_45', 'blue_top_F_45', 'blue_top_M_0']","{'color': 'red_top_V_45', 'position': 'blue_right_F_45', 'orientation': 'blue_top_M_0'}",color,['color'],red_top_V_45,0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,18,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,1531.1674135001376,,,1541.7048264998011,1541.7048264998011,1541.7048264998011,1,0.24650169955566525,1541.9720379998907,1541.9720379998907,1541.9720379998907,1541.9720379998907,1541.9720379998907,1541.9720379998907,1541.9720379998907,1541.9720379998907,None,None,None,,,,1533.2382451999001,,,,,,,,1531.1674135001376,1531.1674135001376,None,,1539.6844305000268,1541.7048264998011,1531.1674135001376,1531.1674135001376,,18,001,2024-09-12_15h18.09.227,robot_cogshifting_sign,2022.2.5,59.86729820962966,
