sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Arm_X_Back', 'R_Arm_X_For', 'L_Base_X_For', 'L_Arm_Z_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_For'}",movement,"['laterality', 'localisation', 'movement']",L_Arm_Z_For,3,3,robot,3,False,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,9,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,1683.8546119,1685.934213,,,1700.6778413,1700.6778413,1700.6778413,4,9.202322799999877,1709.9048116000001,1709.9048116000001,1709.9048116000001,1709.9048116000001,1709.9048116000001,1709.9048116000001,1709.9048116000001,1709.9048116000001,None,None,None,,,,,,,,,,1683.8546119,1683.8546119,None,,1697.0433538,1683.8546119,1683.8546119,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Z_For', 'L_Torso_Z_Back', 'R_Arm_Z_For', 'L_Arm_X_Back']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Arm_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_Z_Back,1,3,robot,3,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,9,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,1709.9048116000001,1711.9782642,,,1726.6485645,1726.6485645,1726.6485645,3,10.93609429999998,1737.6045715,1737.6045715,1737.6045715,1737.6045715,1737.6045715,1737.6045715,1737.6045715,1737.6045715,None,None,None,,,,,,,,,,1709.9048116000001,1709.9048116000001,None,,1723.0138024,1709.9048116000001,1709.9048116000001,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Y_For', 'R_Torso_Y_Back', 'R_Base_X_For', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Base_Y_For,3,3,robot,3,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,9,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,1737.6045715,1739.6810638,,,1754.2904198,1754.2904198,1754.2904198,4,2.0299327999999264,1756.3382623,1756.3382623,1756.3382623,1756.3382623,1756.3382623,1756.3382623,1756.3382623,1756.3382623,None,None,None,,,,,,,,,,1737.6045715,1737.6045715,None,,1750.7639712,1737.6045715,1737.6045715,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_Y_Back', 'R_Head_Z_Back', 'L_Head_Z_For', 'R_Base_Z_Back']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Head_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,0,3,robot,3,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,1756.3382623,1758.410398,,,1773.1135455,1773.1135455,1773.1135455,1,3.0464691999998763,1776.1880127,1776.1880127,1776.1880127,1776.1880127,1776.1880127,1776.1880127,1776.1880127,1776.1880127,None,None,None,,,,,,,,,,1756.3382623,1756.3382623,None,,1769.5784332,1756.3382623,1756.3382623,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Z_Back', 'R_Arm_X_Back', 'L_Arm_X_Back', 'L_Head_X_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Head_X_Back', 'movement': 'L_Arm_Z_Back'}",movement,"['laterality', 'localisation', 'movement']",L_Arm_Z_Back,0,3,robot,3,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,9,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,1776.1880127,1778.258532,,,1793.0634259,1793.0634259,1793.0634259,3,9.984724499999913,1803.0712448,1803.0712448,1803.0712448,1803.0712448,1803.0712448,1803.0712448,1803.0712448,1803.0712448,None,None,None,,,,,,,,,,1776.1880127,1776.1880127,None,,1789.4315835,1776.1880127,1776.1880127,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Head_Y_Back', 'L_Head_X_Back', 'L_Base_Y_For', 'L_Head_Y_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Head_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_Y_Back,0,3,robot,3,False,True,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_Back.mp4,9,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,1803.0712448,1805.1469424,,,1819.8493748,1819.8493748,1819.8493748,2,7.750676299999952,1827.6468531,1831.1521773,1827.6468531,1831.1521773,1827.6468531,1831.1521773,1827.6468531,1831.1521773,50.21604938271606,2.6252620000000206,space,,,3.4489514999998505,,,,,,,1803.0712448,1803.0712448,None,,1816.2132103000001,1803.0712448,1803.0712448,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_X_For', 'L_Arm_X_For', 'R_Arm_X_Back', 'L_Arm_Z_For']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_For'}",movement,"['laterality', 'movement']",L_Arm_Z_For,3,2,robot,3,True,False,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,9,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,1832.8712307,1834.9464748,,,1849.6598664,1849.6598664,1849.6598664,4,1.7324834999997734,1851.4213118,1851.4213118,1851.4213118,1851.4213118,1851.4213118,1851.4213118,1851.4213118,1851.4213118,None,None,None,,,,,,,,,,1831.1521773,1831.1521773,space,1.6881594999998129,1846.0246088000001,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Y_For', 'R_Torso_X_Back', 'R_Base_Y_For', 'R_Torso_Y_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Torso_X_Back'}",laterality,"['laterality', 'movement']",L_Torso_Y_For,0,2,robot,3,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,9,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,1851.4213118,1853.4957177,,,1868.2991570000002,1868.2991570000002,1868.2991570000002,1,1.5815674000000968,1869.9046529999998,1869.9046529999998,1869.9046529999998,1869.9046529999998,1869.9046529999998,1869.9046529999998,1869.9046529999998,1869.9046529999998,None,None,None,,,,,,,,,,1851.4213118,1851.4213118,None,,1864.6632674999998,1851.4213118,1851.4213118,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_X_For', 'R_Torso_Z_Back', 'L_Arm_Z_For', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'movement']",R_Torso_Z_Back,1,2,robot,3,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,9,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,1869.9046529999998,1871.9752460000002,,,1886.6579423,1886.6579423,1886.6579423,2,5.854082100000198,1892.5383006,1892.5383006,1892.5383006,1892.5383006,1892.5383006,1892.5383006,1892.5383006,1892.5383006,None,None,None,,,,,,,,,,1869.9046529999998,1869.9046529999998,None,,1883.1486685000002,1869.9046529999998,1869.9046529999998,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Base_Y_Back', 'R_Base_Z_For', 'L_Base_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Base_Y_Back'}",localisation,"['localisation', 'movement']",L_Torso_Z_Back,3,2,robot,3,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,9,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,1892.5383006,1894.6125936,,,1909.2449777,1909.2449777,1909.2449777,1,1.1789576000001603,1910.4545335,1910.4545335,1910.4545335,1910.4545335,1910.4545335,1910.4545335,1910.4545335,1910.4545335,None,None,None,,,,,,,,,,1892.5383006,1892.5383006,None,,1905.7321513,1892.5383006,1892.5383006,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Y_For', 'R_Arm_Y_For', 'R_Base_Y_Back', 'R_Arm_Z_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Base_Y_Back', 'movement': 'R_Arm_Z_For'}",movement,"['localisation', 'movement']",R_Arm_Z_For,3,2,robot,3,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,9,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,1910.4545335,1912.5310447,,,1927.1966527000002,1927.1966527000002,1927.1966527000002,4,1.0040266000001452,1928.2213993000003,1928.2213993000003,1928.2213993000003,1928.2213993000003,1928.2213993000003,1928.2213993000003,1928.2213993000003,1928.2213993000003,None,None,None,,,,,,,,,,1910.4545335,1910.4545335,None,,1923.5614793000002,1910.4545335,1910.4545335,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_Y_Back', 'R_Arm_X_For', 'L_Arm_X_For', 'L_Head_X_For']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Head_X_For', 'movement': 'L_Arm_Y_Back'}",laterality,"['laterality', 'localisation']",R_Arm_X_For,1,2,robot,3,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,9,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,1928.2213993000003,1930.2946387,,,1945.0472046000002,1945.0472046000002,1945.0472046000002,2,0.7771305000001689,1945.8548610999999,1945.8548610999999,1945.8548610999999,1945.8548610999999,1945.8548610999999,1945.8548610999999,1945.8548610999999,1945.8548610999999,None,None,None,,,,,,,,,,1928.2213993000003,1928.2213993000003,None,,1941.4783162,1928.2213993000003,1928.2213993000003,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Arm_X_For', 'L_Arm_X_Back', 'R_Head_X_Back', 'R_Arm_Y_For']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Y_For'}",localisation,"['localisation', 'movement']",R_Head_X_Back,2,2,robot,3,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,9,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,1945.8548610999999,1947.9283275999999,,,1962.5933966999999,1962.5933966999999,1962.5933966999999,3,1.1107152999998675,1963.7213316999998,1963.7213316999998,1963.7213316999998,1963.7213316999998,1963.7213316999998,1963.7213316999998,1963.7213316999998,1963.7213316999998,None,None,None,,,,,,,,,,1945.8548610999999,1945.8548610999999,None,,1959.0916504,1945.8548610999999,1945.8548610999999,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Y_Back', 'R_Head_Y_Back', 'R_Arm_Y_Back', 'R_Head_Z_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_Z_Back'}",localisation,"['localisation', 'movement']",R_Arm_Y_Back,2,2,robot,3,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,9,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,1963.7213316999998,1965.7941895000001,,,1980.5999791000002,1980.5999791000002,1980.5999791000002,3,1.7451975999998126,1982.3714853,1982.3714853,1982.3714853,1982.3714853,1982.3714853,1982.3714853,1982.3714853,1982.3714853,None,None,None,,,,,,,,,,1963.7213316999998,1963.7213316999998,None,,1976.960801,1963.7213316999998,1963.7213316999998,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Z_Back', 'R_Arm_Z_Back', 'R_Arm_Y_For', 'L_Arm_Z_For']","{'laterality': 'L_Arm_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Arm_Y_For'}",movement,"['laterality', 'movement']",R_Arm_Y_For,2,2,robot,3,False,True,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,9,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,1982.3714853,1984.4597191999999,,,1999.0308350000003,1999.0308350000003,1999.0308350000003,3,0.6577518999998233,1999.7293953,2003.6968117,1999.7293953,2003.6968117,1999.7293953,2003.6968117,1999.7293953,2003.6968117,30.46296296296296,3.1815850000002683,space,,,3.9105258000000163,,,,,,,1982.3714853,1982.3714853,None,,1995.3951545000002,1982.3714853,1982.3714853,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Y_Back', 'L_Head_Z_For', 'R_Head_Y_Back', 'L_Head_Y_For']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Head_Z_For'}",localisation,['localisation'],L_Torso_Y_Back,0,1,robot,3,True,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,9,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,2008.6883523,2010.7617212000002,,,2025.4296283,2025.4296283,2025.4296283,1,1.5229085999999938,2026.9714987,2026.9714987,2026.9714987,2026.9714987,2026.9714987,2026.9714987,2026.9714987,2026.9714987,None,None,None,,,,,,,,,,2003.6968117,2003.6968117,space,4.9680254000000446,2021.7949936000002,,,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Z_Back', 'R_Base_X_Back', 'R_Head_Z_Back', 'L_Base_Z_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_X_Back'}",movement,['movement'],R_Base_X_Back,1,1,robot,3,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4']",robot_stimuli\R_Base_X_Back.mp4,9,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,2026.9714987,2029.0444421999998,,,2043.7446283000002,2043.7446283000002,2043.7446283000002,2,0.3527429000001234,2044.1213292,2044.1213292,2044.1213292,2044.1213292,2044.1213292,2044.1213292,2044.1213292,2044.1213292,None,None,None,,,,,,,,,,2026.9714987,2026.9714987,None,,2040.0993425,2026.9714987,2026.9714987,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_Z_Back', 'L_Arm_Z_For', 'L_Arm_X_Back', 'R_Arm_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Arm_X_Back'}",movement,['movement'],L_Arm_X_Back,2,1,robot,3,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4']",robot_stimuli\L_Arm_X_Back.mp4,9,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,2044.1213292,2046.1966845,,,2060.8735069,2060.8735069,2060.8735069,3,0.4556207000003383,2061.3546603,2061.3546603,2061.3546603,2061.3546603,2061.3546603,2061.3546603,2061.3546603,2061.3546603,None,None,None,,,,,,,,,,2044.1213292,2044.1213292,None,,2057.2450836999997,2044.1213292,2044.1213292,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Torso_X_For', 'R_Arm_X_For', 'R_Torso_X_Back', 'R_Torso_Z_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_For', 'movement': 'R_Torso_Z_Back'}",laterality,['laterality'],L_Torso_X_For,0,1,robot,3,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4']",robot_stimuli\L_Torso_X_For.mp4,9,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,2061.3546603,2063.4447868999996,,,2078.2299098,2078.2299098,2078.2299098,1,0.394249400000092,2078.6548258,2078.6548258,2078.6548258,2078.6548258,2078.6548258,2078.6548258,2078.6548258,2078.6548258,None,None,None,,,,,,,,,,2061.3546603,2061.3546603,None,,2074.5933725,2061.3546603,2061.3546603,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Head_Z_For', 'L_Base_Z_For', 'R_Base_Z_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Head_Z_For', 'movement': 'L_Base_Y_For'}",laterality,['laterality'],R_Base_Z_Back,2,1,robot,3,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Base_Z_Back.mp4,9,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,2078.6548258,2080.7276319999996,,,2095.3254586999997,2095.3254586999997,2095.3254586999997,3,0.29791230000029145,2095.6548135,2095.6548135,2095.6548135,2095.6548135,2095.6548135,2095.6548135,2095.6548135,2095.6548135,None,None,None,,,,,,,,,,2078.6548258,2078.6548258,None,,2091.7826132,2078.6548258,2078.6548258,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Torso_X_Back', 'R_Arm_Y_Back', 'R_Arm_X_For', 'L_Arm_X_For']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Arm_Y_Back'}",localisation,['localisation'],R_Torso_X_Back,0,1,robot,3,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\R_Torso_X_Back.mp4,9,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,2095.6548135,2097.7276125,,,2112.5322816999997,2112.5322816999997,2112.5322816999997,1,0.31513660000001664,2112.8716213,2112.8716213,2112.8716213,2112.8716213,2112.8716213,2112.8716213,2112.8716213,2112.8716213,None,None,None,,,,,,,,,,2095.6548135,2095.6548135,None,,2108.8838483,2095.6548135,2095.6548135,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Base_Y_Back', 'R_Base_X_Back', 'L_Base_Y_For', 'R_Head_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_X_Back'}",localisation,['localisation'],R_Head_Y_For,3,1,robot,3,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,9,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,2112.8716213,2114.9455282999998,,,2129.6432066999996,2129.6432066999996,2129.6432066999996,4,0.28434659999976475,2129.9545153,2129.9545153,2129.9545153,2129.9545153,2129.9545153,2129.9545153,2129.9545153,2129.9545153,None,None,None,,,,,,,,,,2112.8716213,2112.8716213,None,,2126.0082371,2112.8716213,2112.8716213,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['R_Torso_X_Back', 'R_Base_X_Back', 'L_Base_X_For', 'R_Base_Y_Back']","{'laterality': 'L_Base_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_Back'}",laterality,['laterality'],L_Base_X_For,2,1,robot,3,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Base_X_For.mp4,9,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,2129.9545153,2132.0253992,,,2146.7838002999997,2146.7838002999997,2146.7838002999997,3,0.26535200000017767,2147.0716685999996,2147.0716685999996,2147.0716685999996,2147.0716685999996,2147.0716685999996,2147.0716685999996,2147.0716685999996,2147.0716685999996,None,None,None,,,,,,,,,,2129.9545153,2129.9545153,None,,2143.1308083999998,2129.9545153,2129.9545153,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
"['L_Arm_X_For', 'R_Arm_Y_For', 'L_Base_Y_For', 'L_Arm_Y_Back']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_X_For'}",movement,['movement'],L_Arm_X_For,0,1,robot,3,False,True,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_X_For.mp4,9,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,2147.0716685999996,2149.1595963,,,2163.7275651,2163.7275651,2163.7275651,3,1.4171514000002503,2165.1965182,2169.2781741999997,2165.1965182,2169.2781741999997,2165.1965182,2169.2781741999997,2165.1965182,2169.2781741999997,25.524691358024683,3.8434777000002214,space,,,4.034671700000047,,,,,,,2147.0716685999996,2147.0716685999996,None,,2160.0834646999997,2147.0716685999996,2147.0716685999996,,,9,001,2024-07-25_10h33.03.948,robot_cogshifting_sign,2022.2.5,59.99761209504396,
