sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['K', 'M', 'G', 'Z']",True,M,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,1572.4964191,1573.5530698999992,,,,,,,,,1574.3817770999995,1574.3817770999995,1574.3817770999995,1574.3817770999995,1574.3817770999995,1574.3817770999995,1574.3817770999995,1574.3817770999995,None,None,None,,,,,,,,,,,1562.9419861000006,1562.9419861000006,None,,1570.4716229000005,1572.4964191,1573.5530698999992,1573.5530698999992,1573.5530698999992,1573.5530698999992,c,0.7019057999987126,1562.9419861000006,1562.9419861000006,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['X', 'K', 'R', 'H']",False,G,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,1584.5010901000005,1575.4367282999992,,,,,,,,,1586.1970478000003,1586.1970478000003,1586.1970478000003,1586.1970478000003,1586.1970478000003,1586.1970478000003,1586.1970478000003,1586.1970478000003,None,None,None,,,,,,,,,,,1574.3817770999995,1574.3817770999995,None,,1582.2856178000002,1584.5010901000005,1585.5726861000003,1585.5726861000003,1585.5726861000003,1585.5726861000003,n,0.5628973000002588,1574.3817770999995,1574.3817770999995,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['W', 'K', 'F', 'L']",True,W,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,1596.3230939000005,1597.3868311999995,,,,,,,,,1598.0141896000005,1598.0141896000005,1598.0141896000005,1598.0141896000005,1598.0141896000005,1598.0141896000005,1598.0141896000005,1598.0141896000005,None,None,None,,,,,,,,,,,1586.1970478000003,1586.1970478000003,None,,1594.1076553000003,1596.3230939000005,1597.3868311999995,1597.3868311999995,1597.3868311999995,1597.3868311999995,c,0.5161029000009876,1586.1970478000003,1586.1970478000003,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['B', 'H', 'R', 'C']",True,H,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,1607.7468196999998,1608.8020834,,,,,,,,,1609.6340048000002,1609.6340048000002,1609.6340048000002,1609.6340048000002,1609.6340048000002,1609.6340048000002,1609.6340048000002,1609.6340048000002,None,None,None,,,,,,,,,,,1598.0141896000005,1598.0141896000005,None,,1605.5392759000006,1607.7468196999998,1608.8020834,1608.8020834,1608.8020834,1608.8020834,c,0.605522399999245,1598.0141896000005,1598.0141896000005,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['W', 'X', 'Z', 'C']",False,Q,4,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,1619.1791395,1620.2492272,,,,,,,,,1621.1016789999994,1625.3957706,1621.1016789999994,1625.3957706,1621.1016789999994,1625.3957706,1621.1016789999994,1625.3957706,31.543209876543205,3.4460555000005115,space,,,4.23348950000036,,,,,,,,1609.6340048000002,1609.6340048000002,None,,1617.1668728000004,1619.1791395,1620.2492272,1620.2492272,1620.2492272,1620.2492272,n,0.6465496000000712,1609.6340048000002,1609.6340048000002,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['B', 'Q']",False,L,2,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,1632.9420243000004,1634.0147488000002,,,,,,,,,1635.0371004999997,1635.0371004999997,1635.0371004999997,1635.0371004999997,1635.0371004999997,1635.0371004999997,1635.0371004999997,1635.0371004999997,None,None,None,,,,,,,,,,,1625.3957706,1625.3957706,space,2.155316099999254,1630.9264189999994,1632.9420243000004,1634.0147488000002,1634.0147488000002,1634.0147488000002,1634.0147488000002,n,0.8092223000003287,,,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['B', 'Q']",True,Q,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,1640.4073551000001,1641.4704077000006,,,,,,,,,1642.2992794000002,1642.2992794000002,1642.2992794000002,1642.2992794000002,1642.2992794000002,1642.2992794000002,1642.2992794000002,1642.2992794000002,None,None,None,,,,,,,,,,,1635.0371004999997,1635.0371004999997,None,,1638.3933173000005,1640.4073551000001,1641.4704077000006,1641.4704077000006,1641.4704077000006,1641.4704077000006,c,0.7134355999987747,1635.0371004999997,1635.0371004999997,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R', 'M']",False,X,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,1647.8605363999995,1648.9202731000005,,,,,,,,,1650.5437970000003,1650.5437970000003,1650.5437970000003,1650.5437970000003,1650.5437970000003,1650.5437970000003,1650.5437970000003,1650.5437970000003,None,None,None,,,,,,,,,,,1642.2992794000002,1642.2992794000002,None,,1645.6379318,1647.8605363999995,1648.9202731000005,1648.9202731000005,1648.9202731000005,1648.9202731000005,n,1.5765547000009974,1642.2992794000002,1642.2992794000002,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['P', 'X']",False,G,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,1655.9074154999998,1656.9706492000005,,,,,,,,,1657.5998094999995,1657.5998094999995,1657.5998094999995,1657.5998094999995,1657.5998094999995,1657.5998094999995,1657.5998094999995,1657.5998094999995,None,None,None,,,,,,,,,,,1650.5437970000003,1650.5437970000003,None,,1653.6881840000005,1655.9074154999998,1656.9706492000005,1656.9706492000005,1656.9706492000005,1656.9706492000005,n,0.4779971000007208,1650.5437970000003,1650.5437970000003,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['M', 'G']",False,H,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,1662.9590091999999,1664.0216027000006,,,,,,,,,1664.6487679000002,1664.6487679000002,1664.6487679000002,1664.6487679000002,1664.6487679000002,1664.6487679000002,1664.6487679000002,1664.6487679000002,None,None,None,,,,,,,,,,,1657.5998094999995,1657.5998094999995,None,,1660.9383581000002,1662.9590091999999,1664.0216027000006,1664.0216027000006,1664.0216027000006,1664.0216027000006,n,0.5073277999999846,1657.5998094999995,1657.5998094999995,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['X', 'V']",False,N,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,1670.003297199999,1671.0701565,,,,,,,,,1671.6989505000001,1671.6989505000001,1671.6989505000001,1671.6989505000001,1671.6989505000001,1671.6989505000001,1671.6989505000001,1671.6989505000001,None,None,None,,,,,,,,,,,1664.6487679000002,1664.6487679000002,None,,1667.9895376000004,1670.003297199999,1671.0701565,1671.0701565,1671.0701565,1671.0701565,n,0.4816055999999662,1664.6487679000002,1664.6487679000002,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['Q', 'W']",True,W,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,1676.8582647999992,1677.9203390000002,,,,,,,,,1678.744702,1678.744702,1678.744702,1678.744702,1678.744702,1678.744702,1678.744702,1678.744702,None,None,None,,,,,,,,,,,1671.6989505000001,1671.6989505000001,None,,1674.8393023999997,1676.8582647999992,1677.9203390000002,1677.9203390000002,1677.9203390000002,1677.9203390000002,c,0.712391299999581,1671.6989505000001,1671.6989505000001,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['W', 'C']",True,W,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,1684.1134323000006,1685.1675188999998,,,,,,,,,1685.787763799999,1685.787763799999,1685.787763799999,1685.787763799999,1685.787763799999,1685.787763799999,1685.787763799999,1685.787763799999,None,None,None,,,,,,,,,,,1678.744702,1678.744702,None,,1682.0898529999995,1684.1134323000006,1685.1675188999998,1685.1675188999998,1685.1675188999998,1685.1675188999998,c,0.5213850000000093,1678.744702,1678.744702,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['G', 'B']",True,B,2,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,1691.1643538999997,1692.220078799999,,,,,,,,,1693.0498589999988,1693.0498589999988,1693.0498589999988,1693.0498589999988,1693.0498589999988,1693.0498589999988,1693.0498589999988,1693.0498589999988,None,None,None,,,,,,,,,,,1685.787763799999,1685.787763799999,None,,1689.1479483000003,1691.1643538999997,1692.220078799999,1692.220078799999,1692.220078799999,1692.220078799999,c,0.7555222000009962,1685.787763799999,1685.787763799999,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['C', 'Q']",True,C,2,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,1698.6188227000002,1694.1042742999998,,,,,,,,,1700.338776999999,1704.2900470999994,1700.338776999999,1704.2900470999994,1700.338776999999,1704.2900470999994,1700.338776999999,1704.2900470999994,22.283950617283946,3.392956100000447,space,,,3.885406100000182,,,,,,,,1693.0498589999988,1693.0498589999988,None,,1696.403448699999,1698.6188227000002,1699.6876568999996,1699.6876568999996,1699.6876568999996,1699.6876568999996,c,0.44043669999882695,1693.0498589999988,1693.0498589999988,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['W', 'P', 'L', 'F', 'C', 'Z']",False,S,6,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,1719.4147295999992,1720.4708909,,,,,,,,,1721.2990948999995,1721.2990948999995,1721.2990948999995,1721.2990948999995,1721.2990948999995,1721.2990948999995,1721.2990948999995,1721.2990948999995,None,None,None,,,,,,,,,,,1704.2900470999994,1704.2900470999994,space,1.2063235999994504,1717.3966357999998,1719.4147295999992,1720.4708909,1720.4708909,1720.4708909,1720.4708909,n,0.7380778000006103,,,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['D', 'F', 'G', 'B', 'L', 'K']",True,F,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,1735.2127333999997,1736.272605799999,,,,,,,,,1737.1036688999993,1737.1036688999993,1737.1036688999993,1737.1036688999993,1737.1036688999993,1737.1036688999993,1737.1036688999993,1737.1036688999993,None,None,None,,,,,,,,,,,1721.2990948999995,1721.2990948999995,None,,1733.1963854999995,1735.2127333999997,1736.272605799999,1736.272605799999,1736.272605799999,1736.272605799999,c,0.5986197000001994,1721.2990948999995,1721.2990948999995,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['P', 'J', 'L', 'F', 'K', 'G']",True,K,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,1751.2376893,1752.3038531999991,,,,,,,,,1752.923891999999,1752.923891999999,1752.923891999999,1752.923891999999,1752.923891999999,1752.923891999999,1752.923891999999,1752.923891999999,None,None,None,,,,,,,,,,,1737.1036688999993,1737.1036688999993,None,,1749.0244110000003,1751.2376893,1752.3038531999991,1752.3038531999991,1752.3038531999991,1752.3038531999991,c,0.5444023000000016,1737.1036688999993,1737.1036688999993,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['M', 'D', 'C', 'S', 'N', 'R']",False,H,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,1767.6244783000002,1768.6872872999993,,,,,,,,,1769.5149708999998,1769.5149708999998,1769.5149708999998,1769.5149708999998,1769.5149708999998,1769.5149708999998,1769.5149708999998,1769.5149708999998,None,None,None,,,,,,,,,,,1752.923891999999,1752.923891999999,None,,1765.408747899999,1767.6244783000002,1768.6872872999993,1768.6872872999993,1768.6872872999993,1768.6872872999993,n,0.6809272999998939,1752.923891999999,1752.923891999999,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['F', 'Q', 'B', 'X', 'P', 'T']",False,M,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,1784.0144072000003,1785.0702612999994,,,,,,,,,1785.8987713000006,1785.8987713000006,1785.8987713000006,1785.8987713000006,1785.8987713000006,1785.8987713000006,1785.8987713000006,1785.8987713000006,None,None,None,,,,,,,,,,,1769.5149708999998,1769.5149708999998,None,,1781.8053664999989,1784.0144072000003,1785.0702612999994,1785.0702612999994,1785.0702612999994,1785.0702612999994,n,0.6254511999995884,1769.5149708999998,1769.5149708999998,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['J', 'S', 'C', 'Q', 'L', 'Z']",False,M,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,1799.804263,1800.8698112999991,,,,,,,,,1801.6988929,1801.6988929,1801.6988929,1801.6988929,1801.6988929,1801.6988929,1801.6988929,1801.6988929,None,None,None,,,,,,,,,,,1785.8987713000006,1785.8987713000006,None,,1797.588237599999,1799.804263,1800.8698112999991,1800.8698112999991,1800.8698112999991,1800.8698112999991,n,0.7139463999992586,1785.8987713000006,1785.8987713000006,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['S', 'C', 'G', 'N', 'D', 'M']",False,H,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,1815.6111187999995,1816.6737443000002,,,,,,,,,1817.4926861999993,1817.4926861999993,1817.4926861999993,1817.4926861999993,1817.4926861999993,1817.4926861999993,1817.4926861999993,1817.4926861999993,None,None,None,,,,,,,,,,,1801.6988929,1801.6988929,None,,1813.3879586000003,1815.6111187999995,1816.6737443000002,1816.6737443000002,1816.6737443000002,1816.6737443000002,n,0.5826292000001558,1801.6988929,1801.6988929,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['W', 'C', 'M', 'R', 'Q', 'D']",True,W,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,87,87,87,,,,,,,,,,,,,,,,,1831.8042444999992,1832.8699655,,,,,,,,,1833.4890804999995,1833.4890804999995,1833.4890804999995,1833.4890804999995,1833.4890804999995,1833.4890804999995,1833.4890804999995,1833.4890804999995,None,None,None,,,,,,,,,,,1817.4926861999993,1817.4926861999993,None,,1829.5939572999996,1831.8042444999992,1832.8699655,1832.8699655,1832.8699655,1832.8699655,c,0.47381660000064585,1817.4926861999993,1817.4926861999993,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['H', 'M', 'K', 'B', 'F', 'N']",True,M,6,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,88,88,88,,,,,,,,,,,,,,,,,1847.6068286999998,1848.6717881000004,,,,,,,,,1849.4938664000001,1849.4938664000001,1849.4938664000001,1849.4938664000001,1849.4938664000001,1849.4938664000001,1849.4938664000001,1849.4938664000001,None,None,None,,,,,,,,,,,1833.4890804999995,1833.4890804999995,None,,1845.5839008000003,1847.6068286999998,1848.6717881000004,1848.6717881000004,1848.6717881000004,1848.6717881000004,c,0.584550899999158,1833.4890804999995,1833.4890804999995,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['D', 'W', 'M', 'Z', 'S', 'B']",True,Z,6,letter,3,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,8,,,,,,,,,,,,,0,89,89,89,,,,,,,,,,,,,,,,,1863.8230232000005,1864.8871607,,,,,,,,,1865.5462497999997,1869.1147674999993,1865.5462497999997,1869.1147674999993,1865.5462497999997,1869.1147674999993,1865.5462497999997,1869.1147674999993,35.55555555555556,2.8036205000007612,space,,,3.517515800000183,,,,,,,,1849.4938664000001,1849.4938664000001,None,,1861.6040377999998,1863.8230232000005,1864.8871607,1864.8871607,1864.8871607,1864.8871607,c,0.5285966000010376,1849.4938664000001,1849.4938664000001,,,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Torso_X_Back', 'L_Torso_X_For']",False,R_Base_Y_Back,2,robot,4,True,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_X_For.mp4']",robot_stimuli\R_Base_Y_Back.mp4,8,,,,,,,,,,,,,0,90,90,90,,,,,,,,,,,,,,,,,1882.0184200999993,1874.6489748000004,,,,,,,,,1886.7498928999994,1886.7498928999994,1886.7498928999994,1886.7498928999994,1886.7498928999994,1886.7498928999994,1886.7498928999994,1886.7498928999994,None,None,None,,,,,,,,,,,1869.1147674999993,1869.1147674999993,space,4.4210065999996,,,,1883.1110929999995,1883.1110929999995,1883.1110929999995,n,1.4090372000009665,,,1878.379982299999,1883.1110929999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Z_Back', 'L_Arm_Y_For']",False,L_Head_X_For,2,robot,4,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Head_X_For.mp4,8,,,,,,,,,,,,,0,91,91,91,,,,,,,,,,,,,,,,,1895.0431415000003,1896.1268113999995,,,,,,,,,1899.6994753999988,1899.6994753999988,1899.6994753999988,1899.6994753999988,1899.6994753999988,1899.6994753999988,1899.6994753999988,1899.6994753999988,None,None,None,,,,,,,,,,,1886.7498928999994,1886.7498928999994,None,,,,,1896.1268113999995,1896.1268113999995,1896.1268113999995,n,1.5367248999991716,1886.7498928999994,1886.7498928999994,1891.4075037999992,1896.1268113999995,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Torso_Y_For', 'R_Base_Y_Back']",False,R_Arm_Y_For,2,robot,4,False,False,"['robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\R_Arm_Y_For.mp4,8,,,,,,,,,,,,,0,92,92,92,,,,,,,,,,,,,,,,,1908.139519799999,1909.2402846999994,,,,,,,,,1912.7499052000003,1912.7499052000003,1912.7499052000003,1912.7499052000003,1912.7499052000003,1912.7499052000003,1912.7499052000003,1912.7499052000003,None,None,None,,,,,,,,,,,1899.6994753999988,1899.6994753999988,None,,,,,1909.2402846999994,1909.2402846999994,1909.2402846999994,n,1.2796956000001956,1899.6994753999988,1899.6994753999988,1904.4978054000003,1909.2402846999994,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['R_Arm_Y_For', 'R_Torso_X_For']",True,R_Arm_Y_For,2,robot,4,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,8,,,,,,,,,,,,,0,93,93,93,,,,,,,,,,,,,,,,,1921.071723699999,1922.1640508,,,,,,,,,1925.6783321999992,1925.6783321999992,1925.6783321999992,1925.6783321999992,1925.6783321999992,1925.6783321999992,1925.6783321999992,1925.6783321999992,None,None,None,,,,,,,,,,,1912.7499052000003,1912.7499052000003,None,,,,,1922.1640508,1922.1640508,1922.1640508,c,2.435750200000257,1912.7499052000003,1912.7499052000003,1917.4267089000004,1922.1640508,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
"['L_Head_Z_For', 'L_Head_Z_Back']",True,L_Head_Z_Back,2,robot,4,False,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,8,,,,,,,,,,,,,0,94,94,94,,,,,,,,,,,,,,,,,1934.1198636999998,1926.7588636,,,,,,,,,1938.8603129999992,1938.8603129999992,1938.8603129999992,1938.8603129999992,1938.8603129999992,1938.8603129999992,1938.8603129999992,1938.8603129999992,None,None,None,,,,,,,,,,,1925.6783321999992,1925.6783321999992,None,,,,,1935.2131267999994,1935.2131267999994,1935.2131267999994,c,2.9310767999995733,1925.6783321999992,1925.6783321999992,1930.4783472,1935.2131267999994,8,001,2024-06-28_15h55.54.757,robot_sternberg_sign,2022.2.5,60.023361092271934,
