sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['L_Base_Y_For', 'R_Arm_Y_For', 'L_Arm_Y_For', 'L_Arm_Z_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_Z_For'}",['laterality'],0,laterality,R_Arm_Y_For,1,robot,3,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,1,,,,,,,,,,,,,0,100,100,100,,,,,,,,,,,,,,,,,,,2142.8917678,,,2159.556904199999,2159.556904199999,2159.556904199999,2,0.4125073000031989,2159.9865006000036,2159.9865006000036,2159.9865006000036,2159.9865006000036,2159.9865006000036,2159.9865006000036,2159.9865006000036,2159.9865006000036,None,None,None,,,2144.9782645000087,,,,,,,,2142.8917678,2142.8917678,None,,2155.920079500007,2142.8917678,2142.8917678,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Y_For', 'R_Base_Z_For', 'R_Head_Z_For', 'L_Head_Z_Back']","{'laterality': 'L_Head_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Head_Y_For'}",['laterality'],0,laterality,L_Head_Z_Back,1,robot,3,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,1,,,,,,,,,,,,,0,101,101,101,,,,,,,,,,,,,,,,,,,2159.9865006000036,,,2176.8681256000127,2176.8681256000127,2176.8681256000127,4,1.360868699994171,2178.245185500011,2178.245185500011,2178.245185500011,2178.245185500011,2178.245185500011,2178.245185500011,2178.245185500011,2178.245185500011,None,None,None,,,2162.0898247000005,,,,,,,,2159.9865006000036,2159.9865006000036,None,,2173.246003600012,2159.9865006000036,2159.9865006000036,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Torso_Z_For', 'L_Head_X_For', 'R_Head_Z_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Head_X_For'}",['laterality'],0,laterality,R_Head_Z_Back,1,robot,3,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,1,,,,,,,,,,,,,0,102,102,102,,,,,,,,,,,,,,,,,,,2178.245185500011,,,2195.060870599991,2195.060870599991,2195.060870599991,3,0.38125310000032187,2195.458140700008,2195.458140700008,2195.458140700008,2195.458140700008,2195.458140700008,2195.458140700008,2195.458140700008,2195.458140700008,None,None,None,,,2180.3370473000105,,,,,,,,2178.245185500011,2178.245185500011,None,,2191.428677899996,2178.245185500011,2178.245185500011,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_Z_For', 'L_Arm_Z_Back', 'L_Torso_Y_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Torso_Y_Back'}",['localisation'],0,localisation,L_Arm_Z_Back,1,robot,3,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,1,,,,,,,,,,,,,0,103,103,103,,,,,,,,,,,,,,,,,,,2195.458140700008,,,2212.064539200015,2212.064539200015,2212.064539200015,2,0.3662342999887187,2212.445985700004,2212.445985700004,2212.445985700004,2212.445985700004,2212.445985700004,2212.445985700004,2212.445985700004,2212.445985700004,None,None,None,,,2197.539716200001,,,,,,,,2195.458140700008,2195.458140700008,None,,2208.560895600007,2195.458140700008,2195.458140700008,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Y_For', 'R_Arm_X_For', 'R_Arm_Y_For', 'R_Head_Y_Back']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Arm_X_For'}",['laterality'],0,laterality,L_Arm_Y_For,1,robot,3,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Arm_Y_For.mp4,1,,,,,,,,,,,,,0,104,104,104,,,,,,,,,,,,,,,,,,,2212.445985700004,,,2229.1934298000124,2229.1934298000124,2229.1934298000124,4,0.4455848000070546,2229.656073799997,2229.656073799997,2229.656073799997,2229.656073799997,2229.656073799997,2229.656073799997,2229.656073799997,2229.656073799997,None,None,None,,,2214.5313329999917,,,,,,,,2212.445985700004,2212.445985700004,None,,2225.564474899991,2212.445985700004,2212.445985700004,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Head_Y_For', 'R_Arm_Y_For', 'L_Arm_Z_Back', 'L_Arm_Y_Back']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_Back'}",['movement'],0,movement,L_Arm_Z_Back,1,robot,3,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,1,,,,,,,,,,,,,0,105,105,105,,,,,,,,,,,,,,,,,,,2229.656073799997,,,2246.403400400013,2246.403400400013,2246.403400400013,3,1.593527199991513,2248.012774600007,2248.012774600007,2248.012774600007,2248.012774600007,2248.012774600007,2248.012774600007,2248.012774600007,2248.012774600007,None,None,None,,,2231.7386604000058,,,,,,,,2229.656073799997,2229.656073799997,None,,2242.772669800004,2229.656073799997,2229.656073799997,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Arm_Y_Back', 'L_Arm_Y_Back', 'R_Torso_Y_For', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_Z_Back'}",['movement'],0,movement,R_Arm_Z_Back,1,robot,3,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,1,,,,,,,,,,,,,0,106,106,106,,,,,,,,,,,,,,,,,,,2248.012774600007,,,2264.892617000005,2264.892617000005,2264.892617000005,4,11.563578100001905,2276.471139800007,2276.471139800007,2276.471139800007,2276.471139800007,2276.471139800007,2276.471139800007,2276.471139800007,2276.471139800007,None,None,None,,,2250.1067876000016,,,,,,,,2248.012774600007,2248.012774600007,None,,2261.261095199996,2248.012774600007,2248.012774600007,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_X_Back', 'L_Arm_X_For', 'L_Base_Y_For', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Arm_X_For', 'movement': 'L_Base_Y_For'}",['localisation'],0,localisation,L_Arm_X_For,1,robot,3,False,True,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,1,,,,,,,,,,,,,0,107,107,107,,,,,,,,,,,,,,,,,,,2276.471139800007,,,2293.1224392000004,2293.1224392000004,2293.1224392000004,2,0.3945246000075713,2293.541840299993,2296.5609231000126,2293.541840299993,2296.5609231000126,2293.541840299993,2296.5609231000126,2293.541840299993,2296.5609231000126,17.808641975308635,2.729771099984646,space,,,2278.55425060002,2.9953355000179727,,,,,,,2276.471139800007,2276.471139800007,None,,2289.5884001000086,2276.471139800007,2276.471139800007,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_top_R_0', 'blue_top_V_0', 'red_bottom_P_0', 'red_top_H_45']","{'color': 'blue_top_V_0', 'position': 'red_bottom_P_0', 'orientation': 'red_top_H_45'}","['color', 'position', 'orientation']",2,orientation,red_top_H_45,3,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,108,108,108,,,,,,,,,,,,,,,,,,,2303.1904732999974,,,2314.016281499993,2314.016281499993,2314.016281499993,4,2.2284607000183314,2316.264577099995,2316.264577099995,2316.264577099995,2316.264577099995,2316.264577099995,2316.264577099995,2316.264577099995,2316.264577099995,None,None,None,,,,,,,,,,,2296.5609231000126,2296.5609231000126,space,6.621440099988831,,,,2311.985294700018,2314.016281499993,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_bottom_M_0', 'blue_bottom_C_45', 'blue_left_P_45', 'red_bottom_G_45']","{'color': 'red_bottom_G_45', 'position': 'blue_left_P_45', 'orientation': 'blue_bottom_M_0'}","['color', 'position', 'orientation']",2,orientation,blue_bottom_M_0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,109,109,109,,,,,,,,,,,,,,,,,,,2316.264577099995,,,2326.648061200016,2326.648061200016,2326.648061200016,1,2.342881899996428,2329.0017942000122,2329.0017942000122,2329.0017942000122,2329.0017942000122,2329.0017942000122,2329.0017942000122,2329.0017942000122,2329.0017942000122,None,None,None,,,,,,,,,,,2316.264577099995,2316.264577099995,None,,,2316.264577099995,2316.264577099995,2324.6168666000012,2326.648061200016,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_right_B_45', 'blue_right_B_0', 'red_right_D_0', 'blue_top_K_0']","{'color': 'red_right_D_0', 'position': 'blue_top_K_0', 'orientation': 'blue_right_B_45'}","['color', 'position', 'orientation']",2,orientation,blue_right_B_45,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,110,110,110,,,,,,,,,,,,,,,,,,,2329.0017942000122,,,2339.798319099995,2339.798319099995,2339.798319099995,1,4.03486939999857,2343.846866900014,2343.846866900014,2343.846866900014,2343.846866900014,2343.846866900014,2343.846866900014,2343.846866900014,2343.846866900014,None,None,None,,,2331.072102300008,,,,,,,,2329.0017942000122,2329.0017942000122,None,,,2329.0017942000122,2329.0017942000122,2337.5814841999963,2339.798319099995,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_top_J_45', 'red_top_F_0', 'red_bottom_Q_45', 'blue_top_S_45']","{'color': 'blue_top_S_45', 'position': 'red_bottom_Q_45', 'orientation': 'red_top_F_0'}","['color', 'position', 'orientation']",0,color,blue_top_S_45,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,111,111,111,,,,,,,,,,,,,,,,,,,2343.846866900014,,,2354.4317254000052,2354.4317254000052,2354.4317254000052,4,1.4242415000044275,2355.871729700011,2355.871729700011,2355.871729700011,2355.871729700011,2355.871729700011,2355.871729700011,2355.871729700011,2355.871729700011,None,None,None,,,2345.915373900003,,,,,,,,2343.846866900014,2343.846866900014,None,,,2343.846866900014,2343.846866900014,2352.4101924000133,2354.4317254000052,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_bottom_J_0', 'blue_bottom_H_0', 'red_bottom_P_45', 'red_right_F_0']","{'color': 'blue_bottom_H_0', 'position': 'red_right_F_0', 'orientation': 'red_bottom_P_45'}","['color', 'position', 'orientation']",0,color,blue_bottom_H_0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,112,112,112,,,,,,,,,,,,,,,,,,,2355.871729700011,,,2366.6623178000154,2366.6623178000154,2366.6623178000154,2,1.1699894999910612,2367.844913000008,2367.844913000008,2367.844913000008,2367.844913000008,2367.844913000008,2367.844913000008,2367.844913000008,2367.844913000008,None,None,None,,,2357.9437265000015,,,,,,,,2355.871729700011,2355.871729700011,None,,,2355.871729700011,2355.871729700011,2364.445068400004,2366.6623178000154,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_top_L_45', 'blue_left_R_0', 'red_top_J_0', 'blue_top_M_0']","{'color': 'red_top_J_0', 'position': 'blue_left_R_0', 'orientation': 'blue_top_L_45'}","['color', 'position', 'orientation']",0,color,red_top_J_0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,113,113,113,,,,,,,,,,,,,,,,,,,2367.844913000008,,,2378.4291093999927,2378.4291093999927,2378.4291093999927,4,3.712937400006922,2382.1534893999924,2382.1534893999924,2382.1534893999924,2382.1534893999924,2382.1534893999924,2382.1534893999924,2382.1534893999924,2382.1534893999924,None,None,None,,,2369.916868500004,,,,,,,,2367.844913000008,2367.844913000008,None,,,2367.844913000008,2367.844913000008,2376.193625999993,2378.4291093999927,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_right_M_0', 'red_bottom_R_45', 'red_bottom_N_0', 'blue_bottom_R_0']","{'color': 'blue_bottom_R_0', 'position': 'red_right_M_0', 'orientation': 'red_bottom_R_45'}","['color', 'position', 'orientation']",1,position,red_right_M_0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,114,114,114,,,,,,,,,,,,,,,,,,,2382.1534893999924,,,2393.1601168999914,2393.1601168999914,2393.1601168999914,1,5.514535799971782,2398.6841421000136,2398.6841421000136,2398.6841421000136,2398.6841421000136,2398.6841421000136,2398.6841421000136,2398.6841421000136,2398.6841421000136,None,None,None,,,2384.2307221000083,,,,,,,,2382.1534893999924,2382.1534893999924,None,,,2382.1534893999924,2382.1534893999924,2391.1343687000044,2393.1601168999914,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_bottom_B_45', 'red_top_P_45', 'blue_top_Z_0', 'blue_top_N_45']","{'color': 'red_top_P_45', 'position': 'blue_bottom_B_45', 'orientation': 'blue_top_Z_0'}","['color', 'position', 'orientation']",0,color,red_top_P_45,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,115,115,115,,,,,,,,,,,,,,,,,,,2398.6841421000136,,,2409.286773800006,2409.286773800006,2409.286773800006,2,1.3517340999969747,2410.6489179999917,2410.6489179999917,2410.6489179999917,2410.6489179999917,2410.6489179999917,2410.6489179999917,2410.6489179999917,2410.6489179999917,None,None,None,,,2400.7593397000164,,,,,,,,2398.6841421000136,2398.6841421000136,None,,,2398.6841421000136,2398.6841421000136,2407.254303199996,2409.286773800006,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_right_K_0', 'red_left_J_0', 'red_right_H_0', 'red_right_G_45']","{'color': 'blue_right_K_0', 'position': 'red_left_J_0', 'orientation': 'red_right_G_45'}","['color', 'position', 'orientation']",2,orientation,red_right_G_45,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,116,116,116,,,,,,,,,,,,,,,,,,,2410.6489179999917,,,2421.442250299995,2421.442250299995,2421.442250299995,3,1.8611612000095192,2423.322028800001,2423.322028800001,2423.322028800001,2423.322028800001,2423.322028800001,2423.322028800001,2423.322028800001,2423.322028800001,None,None,None,,,2412.7183611000073,,,,,,,,2410.6489179999917,2410.6489179999917,None,,,2410.6489179999917,2410.6489179999917,2419.4079276999983,2421.442250299995,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_left_N_45', 'red_left_C_45', 'red_top_W_45', 'red_left_Z_0']","{'color': 'blue_left_N_45', 'position': 'red_top_W_45', 'orientation': 'red_left_Z_0'}","['color', 'position', 'orientation']",1,position,red_top_W_45,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,117,117,117,,,,,,,,,,,,,,,,,,,2423.322028800001,,,2434.1288163000136,2434.1288163000136,2434.1288163000136,3,1.499051499995403,2435.6402065000148,2435.6402065000148,2435.6402065000148,2435.6402065000148,2435.6402065000148,2435.6402065000148,2435.6402065000148,2435.6402065000148,None,None,None,,,2425.398171800014,,,,,,,,2423.322028800001,2423.322028800001,None,,,2423.322028800001,2423.322028800001,2432.0920374999987,2434.1288163000136,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_left_D_0', 'blue_top_J_0', 'blue_left_L_45', 'blue_left_V_0']","{'color': 'red_left_D_0', 'position': 'blue_top_J_0', 'orientation': 'blue_left_L_45'}","['color', 'position', 'orientation']",1,position,blue_top_J_0,3,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,118,118,118,,,,,,,,,,,,,,,,,,,2435.6402065000148,,,2446.4391746000038,2446.4391746000038,2446.4391746000038,2,2.0270227000000887,2448.477987099992,2448.477987099992,2448.477987099992,2448.477987099992,2448.477987099992,2448.477987099992,2448.477987099992,2448.477987099992,None,None,None,,,2437.707780800003,,,,,,,,2435.6402065000148,2435.6402065000148,None,,,2435.6402065000148,2435.6402065000148,2444.4128458000196,2446.4391746000038,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_right_K_45', 'blue_right_Q_0', 'red_left_F_0', 'red_right_Q_0']","{'color': 'blue_right_Q_0', 'position': 'red_left_F_0', 'orientation': 'red_right_K_45'}","['color', 'position', 'orientation']",1,position,red_left_F_0,3,letter,4,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,119,119,119,,,,,,,,,,,,,,,,,,,2448.477987099992,,,2459.2507748999924,2459.2507748999924,2459.2507748999924,3,1032.0873340000107,3491.369129800005,3503.250899100007,3491.369129800005,3503.250899100007,3491.369129800005,3503.250899100007,3491.369129800005,3503.250899100007,37.71604938271605,11.587282499996945,space,,,2450.5465968000062,11.845297299994854,,,,,,,2448.477987099992,2448.477987099992,None,,,2448.477987099992,2448.477987099992,2457.032552699995,2459.2507748999924,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_bottom_J_45', 'blue_right_S_0', 'blue_right_W_45', 'red_right_Q_45']","{'color': 'red_right_Q_45', 'position': 'blue_bottom_J_45', 'orientation': 'blue_right_S_0'}","['color', 'position']",0,color,red_right_Q_45,2,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,120,120,120,,,,,,,,,,,,,,,,,,,3512.0206171000027,,,3522.630626099999,3522.630626099999,3522.630626099999,4,1.3044513000058942,3523.9504833999963,3523.9504833999963,3523.9504833999963,3523.9504833999963,3523.9504833999963,3523.9504833999963,3523.9504833999963,3523.9504833999963,None,None,None,,,,,,,,,,,3503.250899100007,3503.250899100007,space,8.758556399989175,,,,3520.6008838000125,3522.630626099999,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_bottom_T_0', 'red_right_F_0', 'blue_right_W_0', 'red_right_K_45']","{'color': 'blue_right_W_0', 'position': 'red_bottom_T_0', 'orientation': 'red_right_K_45'}","['position', 'orientation']",0,position,red_bottom_T_0,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,121,121,121,,,,,,,,,,,,,,,,,,,3523.9504833999963,,,3534.5410257000185,3534.5410257000185,3534.5410257000185,1,1.143014100001892,3535.6998583000095,3535.6998583000095,3535.6998583000095,3535.6998583000095,3535.6998583000095,3535.6998583000095,3535.6998583000095,3535.6998583000095,None,None,None,,,,,,,,,,,3523.9504833999963,3523.9504833999963,None,,,3523.9504833999963,3523.9504833999963,3532.5145090000005,3534.5410257000185,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_right_G_45', 'blue_left_F_45', 'red_left_T_45', 'red_left_M_0']","{'color': 'blue_left_F_45', 'position': 'red_right_G_45', 'orientation': 'red_left_M_0'}","['color', 'orientation']",0,color,blue_left_F_45,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,122,122,122,,,,,,,,,,,,,,,,,,,3535.6998583000095,,,3546.484969400015,3546.484969400015,3546.484969400015,2,1.6411036000063177,3548.138094599999,3548.138094599999,3548.138094599999,3548.138094599999,3548.138094599999,3548.138094599999,3548.138094599999,3548.138094599999,None,None,None,,,3537.769222600007,,,,,,,,3535.6998583000095,3535.6998583000095,None,,,3535.6998583000095,3535.6998583000095,3544.2525133000163,3546.484969400015,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_top_C_0', 'red_top_G_45', 'blue_right_P_45', 'blue_top_F_45']","{'color': 'red_top_G_45', 'position': 'blue_right_P_45', 'orientation': 'blue_top_C_0'}","['color', 'position']",0,color,red_top_G_45,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,123,123,123,,,,,,,,,,,,,,,,,,,3548.138094599999,,,3558.5117675999936,3558.5117675999936,3558.5117675999936,2,1.296743900020374,3559.8249892000167,3559.8249892000167,3559.8249892000167,3559.8249892000167,3559.8249892000167,3559.8249892000167,3559.8249892000167,3559.8249892000167,None,None,None,,,3550.2030619000143,,,,,,,,3548.138094599999,3548.138094599999,None,,,3548.138094599999,3548.138094599999,3556.488920200005,3558.5117675999936,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_left_V_45', 'blue_right_C_45', 'red_right_F_0', 'red_right_R_45']","{'color': 'blue_right_C_45', 'position': 'red_left_V_45', 'orientation': 'red_right_F_0'}","['position', 'orientation']",0,position,red_left_V_45,2,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,,,,,,,,,,,,,0,124,124,124,,,,,,,,,,,,,,,,,,,3559.8249892000167,,,3570.222206800012,3570.222206800012,3570.222206800012,1,1.2835551999742165,3571.523769099993,3571.523769099993,3571.523769099993,3571.523769099993,3571.523769099993,3571.523769099993,3571.523769099993,3571.523769099993,None,None,None,,,3561.891227200016,,,,,,,,3559.8249892000167,3559.8249892000167,None,,,3559.8249892000167,3559.8249892000167,3568.1840905999998,3570.222206800012,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
