sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.077095600019675,11.077095600019675,f,0.36449659999925643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.463584200013429,11.463584200013429,space,0.9225486999785062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_top_B_0', 'red_left_B_45', 'red_top_P_45', 'blue_top_C_45']","{'color': 'blue_top_C_45', 'position': 'red_left_B_45', 'orientation': 'red_top_B_0'}",['color'],0,color,blue_top_C_45,1,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,12.433509399998002,12.433509399998002,space,1.7893069999990985,14.231861200009007,15.235825700015994,15.235825700015994,24.515058299992234,26.54919119999977,26.54919119999977,26.54919119999977,26.54919119999977,4,0.45379279999178834,27.05152390000876,27.05152390000876,27.05152390000876,27.05152390000876,27.05152390000876,27.05152390000876,27.05152390000876,27.05152390000876,None,None,None,,,,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_left_Q_45', 'blue_left_P_0', 'blue_left_S_45', 'blue_right_K_45']","{'color': 'red_left_Q_45', 'position': 'blue_right_K_45', 'orientation': 'blue_left_P_0'}",['orientation'],0,orientation,blue_left_P_0,1,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,27.05152390000876,27.05152390000876,None,,27.05152390000876,,28.056285099999513,36.6630945999932,38.691411000007065,38.691411000007065,38.691411000007065,38.691411000007065,1,0.5679311999992933,39.272720200009644,39.272720200009644,39.272720200009644,39.272720200009644,39.272720200009644,39.272720200009644,39.272720200009644,39.272720200009644,None,None,None,27.05152390000876,27.05152390000876,,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_right_J_45', 'red_left_F_45', 'red_right_L_0', 'blue_right_K_45']","{'color': 'blue_right_K_45', 'position': 'red_left_F_45', 'orientation': 'red_right_L_0'}",['position'],0,position,red_left_F_45,1,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,39.272720200009644,39.272720200009644,None,,39.272720200009644,40.2763637000171,40.2763637000171,49.06626590000815,51.10691460000817,51.10691460000817,51.10691460000817,51.10691460000817,2,0.4302318000118248,51.575897200003965,54.22649620001903,51.575897200003965,54.22649620001903,51.575897200003965,54.22649620001903,51.575897200003965,54.22649620001903,7.006172839506167,2.435645999998087,space,39.272720200009644,39.272720200009644,42.35743249999359,2.624025099998107,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_top_H_45', 'red_top_K_45', 'blue_right_J_45', 'blue_top_N_0']","{'color': 'red_top_K_45', 'position': 'blue_right_J_45', 'orientation': 'blue_top_N_0'}","['position', 'orientation']",0,position,blue_right_J_45,2,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,54.22649620001903,54.22649620001903,space,2.5269651999988127,56.76020970000536,57.76030510000419,57.76030510000419,66.36340410000412,68.39214979999815,68.39214979999815,68.39214979999815,68.39214979999815,3,2.5052909000078216,70.91225130000385,70.91225130000385,70.91225130000385,70.91225130000385,70.91225130000385,70.91225130000385,70.91225130000385,70.91225130000385,None,None,None,,,59.84202010001172,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_right_C_45', 'red_right_H_0', 'red_left_C_45', 'red_right_P_45']","{'color': 'blue_right_C_45', 'position': 'red_left_C_45', 'orientation': 'red_right_H_0'}","['color', 'orientation']",0,color,blue_right_C_45,2,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,70.91225130000385,70.91225130000385,None,,70.91225130000385,,71.92394390000845,80.53313779999735,82.76744310001959,82.76744310001959,82.76744310001959,82.76744310001959,2,2.0572548000200186,84.83653770000092,84.83653770000092,84.83653770000092,84.83653770000092,84.83653770000092,84.83653770000092,84.83653770000092,84.83653770000092,None,None,None,70.91225130000385,70.91225130000385,,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_right_D_45', 'red_top_X_0', 'red_top_S_45', 'blue_top_C_45']","{'color': 'blue_top_C_45', 'position': 'red_right_D_45', 'orientation': 'red_top_X_0'}","['color', 'position']",0,color,blue_top_C_45,2,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,84.83653770000092,84.83653770000092,None,,84.83653770000092,85.83955460001016,85.83955460001016,94.83898600001703,97.07510710001225,97.07510710001225,97.07510710001225,97.07510710001225,4,1.6111261999758426,98.71695080000791,100.63400489999913,98.71695080000791,100.63400489999913,98.71695080000791,100.63400489999913,98.71695080000791,100.63400489999913,7.469135802469132,1.4519736999936868,space,84.83653770000092,84.83653770000092,87.91923130000941,1.8912727999850176,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['red_top_D_45', 'blue_top_W_45', 'blue_bottom_Q_45', 'blue_top_B_0']","{'color': 'red_top_D_45', 'position': 'blue_bottom_Q_45', 'orientation': 'blue_top_B_0'}","['color', 'position', 'orientation']",2,orientation,blue_top_B_0,3,letter,2,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,100.63400489999913,100.63400489999913,space,2.4902630999858957,103.13511820000713,104.13492640000186,104.13492640000186,112.92137530000764,115.16041380001116,115.16041380001116,115.16041380001116,115.16041380001116,4,2.24758340002154,117.42442930000834,117.42442930000834,117.42442930000834,117.42442930000834,117.42442930000834,117.42442930000834,117.42442930000834,117.42442930000834,None,None,None,,,106.21237829999882,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_bottom_D_45', 'red_top_K_45', 'red_bottom_R_0', 'red_bottom_J_45']","{'color': 'blue_bottom_D_45', 'position': 'red_top_K_45', 'orientation': 'red_bottom_R_0'}","['color', 'position', 'orientation']",1,position,red_top_K_45,3,letter,2,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,117.42442930000834,117.42442930000834,None,,117.42442930000834,118.42472290000296,118.42472290000296,126.79605599999195,128.82979930000147,128.82979930000147,128.82979930000147,128.82979930000147,2,2.598785400012275,131.43964309999137,131.43964309999137,131.43964309999137,131.43964309999137,131.43964309999137,131.43964309999137,131.43964309999137,131.43964309999137,None,None,None,117.42442930000834,117.42442930000834,120.4924672000052,,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['blue_left_R_45', 'blue_top_L_0', 'blue_top_T_45', 'red_top_N_45']","{'color': 'red_top_N_45', 'position': 'blue_left_R_45', 'orientation': 'blue_top_L_0'}","['color', 'position', 'orientation']",0,color,red_top_N_45,3,letter,2,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,1,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,131.43964309999137,131.43964309999137,None,,131.43964309999137,132.4434761000157,132.4434761000157,141.03463219999685,143.26607710000826,143.26607710000826,143.26607710000826,143.26607710000826,4,4.933429400000023,148.22780369999236,151.43338440000662,148.22780369999236,151.43338440000662,148.22780369999236,151.43338440000662,148.22780369999236,151.43338440000662,63.95061728395062,2.4871746000135317,space,131.43964309999137,131.43964309999137,134.52035020000767,3.176726100005908,,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Base_Z_Back', 'R_Head_Y_For', 'R_Base_Y_Back', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Head_Y_For', 'movement': 'R_Base_Z_Back'}",['localisation'],0,localisation,R_Head_Y_For,1,robot,1,True,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,1,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,151.43338440000662,151.43338440000662,space,1.0289075000036974,152.47532280001906,153.4751830000023,153.4751830000023,,,170.22683620001771,170.22683620001771,170.22683620001771,2,0.9207226999860723,171.16500179999275,171.16500179999275,171.16500179999275,171.16500179999275,171.16500179999275,171.16500179999275,171.16500179999275,171.16500179999275,None,None,None,,,155.59284920000937,,166.68749939999543,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Y_For', 'R_Torso_Y_For', 'L_Torso_X_Back', 'L_Torso_Y_Back']","{'laterality': 'R_Torso_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Torso_X_Back'}",['movement'],0,movement,L_Torso_X_Back,1,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,1,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,171.16500179999275,171.16500179999275,None,,171.16500179999275,172.16739400001825,172.16739400001825,,,188.96934360000887,188.96934360000887,188.96934360000887,3,0.4204578999779187,189.4079175000079,189.4079175000079,189.4079175000079,189.4079175000079,189.4079175000079,189.4079175000079,189.4079175000079,189.4079175000079,None,None,None,171.16500179999275,171.16500179999275,174.2656210999994,,185.46025070000906,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_X_For', 'L_Torso_X_For', 'L_Arm_X_Back', 'L_Torso_Z_For']","{'laterality': 'R_Torso_X_For', 'localisation': 'L_Arm_X_Back', 'movement': 'L_Torso_Z_For'}",['laterality'],0,laterality,R_Torso_X_For,1,robot,1,False,True,"['robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\R_Torso_X_For.mp4,1,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,189.4079175000079,189.4079175000079,None,,189.4079175000079,190.40792840000358,190.40792840000358,,,207.3434905000031,207.3434905000031,207.3434905000031,1,0.3541265999956522,207.7264131999982,210.72045690001687,207.7264131999982,210.72045690001687,207.7264131999982,210.72045690001687,207.7264131999982,210.72045690001687,5.771604938271604,2.2802457000070717,space,189.4079175000079,189.4079175000079,192.50664619999588,2.9639515000162646,203.70335699999123,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Torso_Z_Back', 'L_Torso_Z_Back', 'L_Torso_X_Back', 'L_Head_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_X_Back'}","['localisation', 'movement']",0,localisation,L_Head_Z_Back,2,robot,1,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,1,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,210.72045690001687,210.72045690001687,space,1.2731127000006381,212.00121610000497,213.0023138000106,213.0023138000106,,,229.78928389999783,229.78928389999783,229.78928389999783,1,2.654176700016251,232.46086469999864,232.46086469999864,232.46086469999864,232.46086469999864,232.46086469999864,232.46086469999864,232.46086469999864,232.46086469999864,None,None,None,,,,,226.15178350001224,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Base_Z_For', 'L_Base_Z_Back', 'L_Head_Z_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Base_Y_For'}","['laterality', 'localisation']",0,laterality,R_Base_Z_For,2,robot,1,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,1,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,232.46086469999864,232.46086469999864,None,,232.46086469999864,233.46415569999954,233.46415569999954,,,250.29235259999405,250.29235259999405,250.29235259999405,1,1.1366849000041839,251.4429027000151,251.4429027000151,251.4429027000151,251.4429027000151,251.4429027000151,251.4429027000151,251.4429027000151,251.4429027000151,None,None,None,232.46086469999864,232.46086469999864,235.55333140000585,,246.7562040000048,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Base_X_Back', 'R_Base_Y_Back', 'R_Base_X_For', 'R_Torso_X_Back']","{'laterality': 'L_Base_X_Back', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Base_Y_Back'}","['laterality', 'movement']",0,laterality,L_Base_X_Back,2,robot,1,False,True,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Base_X_Back.mp4,1,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,251.4429027000151,251.4429027000151,None,,251.4429027000151,252.44675319999806,252.44675319999806,,,269.25661209999816,269.25661209999816,269.25661209999816,1,1.4706713999912608,270.75319950000267,273.53904120001243,270.75319950000267,273.53904120001243,270.75319950000267,273.53904120001243,270.75319950000267,273.53904120001243,32.77777777777778,2.3113291000190657,space,251.4429027000151,251.4429027000151,254.54345510000712,2.7539292000001296,265.61802930000704,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Arm_X_Back', 'R_Torso_X_Back', 'L_Arm_X_For', 'R_Arm_Z_Back']","{'laterality': 'L_Arm_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Arm_Z_Back'}","['laterality', 'localisation', 'movement']",1,localisation,R_Torso_X_Back,3,robot,1,True,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,1,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,273.53904120001243,273.53904120001243,space,0.9956735000014305,274.54777470001136,275.547369900014,275.547369900014,,,292.4566124000121,292.4566124000121,292.4566124000121,3,1.8490874999843072,294.3216916999954,294.3216916999954,294.3216916999954,294.3216916999954,294.3216916999954,294.3216916999954,294.3216916999954,294.3216916999954,None,None,None,,,277.6462931999995,,288.81929020001553,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Y_Back', 'L_Head_Y_For', 'L_Head_Z_Back', 'L_Base_Y_Back']","{'laterality': 'R_Head_Y_Back', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Head_Z_Back'}","['laterality', 'localisation', 'movement']",2,movement,L_Head_Z_Back,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Head_Z_Back.mp4,1,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,294.3216916999954,294.3216916999954,None,,294.3216916999954,295.3224307000055,295.3224307000055,,,312.19249430001946,312.19249430001946,312.19249430001946,3,3.989595899998676,316.1971531000163,316.1971531000163,316.1971531000163,316.1971531000163,316.1971531000163,316.1971531000163,316.1971531000163,316.1971531000163,None,None,None,294.3216916999954,294.3216916999954,297.4288303999929,,308.62139919999754,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Z_For', 'L_Torso_Z_Back', 'L_Head_X_For', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_For', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Head_X_For'}","['laterality', 'localisation', 'movement']",0,laterality,R_Head_Z_For,3,robot,1,False,True,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_For.mp4,1,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,316.1971531000163,316.1971531000163,None,,316.1971531000163,317.20124419999775,317.20124419999775,,,333.88435959999333,333.88435959999333,333.88435959999333,1,1.7688655000238214,335.68035330000566,337.5141790000198,335.68035330000566,337.5141790000198,335.68035330000566,337.5141790000198,335.68035330000566,337.5141790000198,32.77777777777778,1.446391900011804,space,316.1971531000163,316.1971531000163,319.29513929999666,1.8022434999875259,330.2578308999946,,,,,,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.5141790000198,337.5141790000198,337.5141790000198,c,1.655912200018065,,,,,,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Z_Back', 'L_Head_Y_For', 'R_Head_Z_Back', 'L_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_Back', 'movement': 'L_Head_Y_For'}","['laterality', 'localisation', 'movement']",2,movement,L_Head_Y_For,3,robot,1,True,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\L_Head_Y_For.mp4,1,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,343.3918226000096,,,360.31279220001306,360.31279220001306,360.31279220001306,2,3.4588669999793638,363.7889087999938,363.7889087999938,363.7889087999938,363.7889087999938,363.7889087999938,363.7889087999938,363.7889087999938,363.7889087999938,None,None,None,,,345.48271899999236,,,,,,,,339.19582210000954,339.19582210000954,space,4.185673400002997,356.67512369999895,,,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Base_Y_For', 'L_Base_Z_Back', 'L_Arm_Y_For', 'L_Base_Y_Back']","{'laterality': 'R_Base_Y_For', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Base_Z_Back'}","['laterality', 'localisation', 'movement']",1,localisation,L_Arm_Y_For,3,robot,1,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Arm_Y_For.mp4,1,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,363.7889087999938,,,380.60790190001717,380.60790190001717,380.60790190001717,1,2.2420297999924514,382.86262830000487,382.86262830000487,382.86262830000487,382.86262830000487,382.86262830000487,382.86262830000487,382.86262830000487,382.86262830000487,None,None,None,,,365.87178519999725,,,,,,,,363.7889087999938,363.7889087999938,None,,377.03729290000047,363.7889087999938,363.7889087999938,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Z_For', 'L_Head_Z_Back', 'L_Head_Y_For', 'R_Head_Z_Back']","{'laterality': 'R_Head_Z_Back', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Head_Y_For'}","['laterality', 'localisation', 'movement']",0,laterality,R_Head_Z_Back,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,1,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,382.86262830000487,,,399.7394165000005,399.7394165000005,399.7394165000005,4,2.0323148000170477,401.7840073000116,401.7840073000116,401.7840073000116,401.7840073000116,401.7840073000116,401.7840073000116,401.7840073000116,401.7840073000116,None,None,None,,,384.95183330000145,,,,,,,,382.86262830000487,382.86262830000487,None,,396.0982672999962,382.86262830000487,382.86262830000487,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['L_Arm_Y_For', 'R_Arm_Y_Back', 'L_Arm_Z_For', 'L_Head_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_For'}","['laterality', 'localisation', 'movement']",1,localisation,L_Head_Y_For,3,robot,1,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,1,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,401.7840073000116,,,418.66057649999857,418.66057649999857,418.66057649999857,4,2.583950800006278,421.26172720000613,421.26172720000613,421.26172720000613,421.26172720000613,421.26172720000613,421.26172720000613,421.26172720000613,421.26172720000613,None,None,None,,,403.87229930001195,,,,,,,,401.7840073000116,401.7840073000116,None,,415.02402620000066,401.7840073000116,401.7840073000116,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
"['R_Head_Y_For', 'L_Head_X_For', 'L_Arm_Y_Back', 'L_Head_Y_Back']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Arm_Y_Back', 'movement': 'L_Head_X_For'}","['laterality', 'localisation', 'movement']",0,laterality,R_Head_Y_For,3,robot,1,False,False,"['robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_Y_For.mp4,1,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,421.26172720000613,,,438.1044416000077,438.1044416000077,438.1044416000077,1,4.875744699995266,442.99466050000046,442.99466050000046,442.99466050000046,442.99466050000046,442.99466050000046,442.99466050000046,442.99466050000046,442.99466050000046,None,None,None,,,423.35118749999674,,,,,,,,421.26172720000613,421.26172720000613,None,,434.4695362999919,421.26172720000613,421.26172720000613,,,1,001,2024-06-24_14h36.28.142,robot_cogshifting_sign,2022.2.5,143.76388221614772,
