sequence,odd_ones,choices,choice_n,parameter,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Base_Y_For', 'L_Torso_Y_Back', 'R_Torso_Y_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Torso_X_Back'}","['laterality', 'localisation', 'movement']",0,laterality,L_Torso_Y_Back,3,robot,2,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,0,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,1236.0327216000005,1238.116303000017,,,1252.764753400028,1252.764753400028,1252.764753400028,2,3.6451043999986723,1256.4325148000207,1256.4325148000207,1256.4325148000207,1256.4325148000207,1256.4325148000207,1256.4325148000207,1256.4325148000207,1256.4325148000207,None,None,None,,,,,,,,,,1236.0327216000005,1236.0327216000005,None,,,,1236.0327216000005,1236.0327216000005,1249.1330303000286,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_Y_Back', 'L_Arm_Z_For', 'R_Arm_Z_For', 'L_Head_Z_For']","{'laterality': 'R_Arm_Z_For', 'localisation': 'L_Head_Z_For', 'movement': 'L_Arm_Y_Back'}","['laterality', 'localisation', 'movement']",0,laterality,R_Arm_Z_For,3,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Arm_Z_For.mp4,0,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,1256.4325148000207,1258.5161632000236,,,1273.2978419000283,1273.2978419000283,1273.2978419000283,3,3.047194999991916,1276.3659008000104,1276.3659008000104,1276.3659008000104,1276.3659008000104,1276.3659008000104,1276.3659008000104,1276.3659008000104,1276.3659008000104,None,None,None,,,,,,,,,,1256.4325148000207,1256.4325148000207,None,,,,1256.4325148000207,1256.4325148000207,1269.6659810000274,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Base_Y_For', 'R_Arm_Y_Back', 'L_Arm_X_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_X_For'}","['laterality', 'localisation', 'movement']",2,movement,L_Arm_X_For,3,robot,2,False,True,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_X_For.mp4,0,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,1276.3659008000104,1278.4495007000223,,,1293.1312070000276,1293.1312070000276,1293.1312070000276,2,5.374896399967838,1298.548139200022,1301.799673100002,1298.548139200022,1301.799673100002,1298.548139200022,1301.799673100002,1298.548139200022,1301.799673100002,60.092592592592595,3.0050890000129584,space,,,3.1898425999679603,,,,,,,1276.3659008000104,1276.3659008000104,None,,,,1276.3659008000104,1276.3659008000104,1289.4995179000252,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_For', 'R_Arm_Z_Back', 'L_Arm_Y_For', 'R_Torso_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Arm_Z_Back'}","['localisation', 'movement']",0,localisation,R_Torso_Y_For,2,robot,2,True,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Y_For.mp4,0,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,1303.0328965000226,1305.1161334000062,,,1319.7646083,1319.7646083,1319.7646083,4,1.7490733999584336,1321.5325550000125,1321.5325550000125,1321.5325550000125,1321.5325550000125,1321.5325550000125,1321.5325550000125,1321.5325550000125,1321.5325550000125,None,None,None,,,,,,,,,,1301.799673100002,1301.799673100002,space,1.2009452999627683,,,,,1316.1163078000245,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_X_For', 'L_Head_Y_For', 'R_Head_Y_Back', 'R_Torso_Y_For']","{'laterality': 'L_Head_Y_For', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_X_For'}","['laterality', 'localisation']",0,laterality,L_Head_Y_For,2,robot,2,False,False,"['robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\L_Head_Y_For.mp4,0,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,1321.5325550000125,1323.6161200000206,,,1338.41451100001,1338.41451100001,1338.41451100001,2,1.6579464999958873,1340.0995832000044,1340.0995832000044,1340.0995832000044,1340.0995832000044,1340.0995832000044,1340.0995832000044,1340.0995832000044,1340.0995832000044,None,None,None,,,,,,,,,,1321.5325550000125,1321.5325550000125,None,,,,1321.5325550000125,1321.5325550000125,1334.7828743000282,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_For', 'L_Base_X_Back', 'L_Head_Y_For', 'R_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Base_X_Back', 'movement': 'L_Head_Y_For'}","['laterality', 'localisation']",0,laterality,R_Head_X_For,2,robot,2,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,0,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,1340.0995832000044,1342.18289310002,,,1356.8811595000152,1356.8811595000152,1356.8811595000152,4,3.399233899981482,1360.2996468000056,1360.2996468000056,1360.2996468000056,1360.2996468000056,1360.2996468000056,1360.2996468000056,1360.2996468000056,1360.2996468000056,None,None,None,,,,,,,,,,1340.0995832000044,1340.0995832000044,None,,,,1340.0995832000044,1340.0995832000044,1353.2328985000204,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_For', 'L_Base_Z_For', 'R_Base_Y_For', 'R_Torso_Z_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Base_Y_For'}","['laterality', 'movement']",1,movement,R_Base_Y_For,2,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,0,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,1360.2996468000056,1362.3826903000008,,,1377.1811880000168,1377.1811880000168,1377.1811880000168,3,0.7474089999741409,1377.9491697000049,1377.9491697000049,1377.9491697000049,1377.9491697000049,1377.9491697000049,1377.9491697000049,1377.9491697000049,1377.9491697000049,None,None,None,,,,,,,,,,1360.2996468000056,1360.2996468000056,None,,,,1360.2996468000056,1360.2996468000056,1373.5327577000135,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_Y_Back', 'R_Head_Z_For', 'R_Head_Y_For', 'R_Base_Y_For']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Base_Y_For', 'movement': 'R_Head_Z_For'}","['laterality', 'localisation']",1,localisation,R_Base_Y_For,2,robot,2,False,False,"['robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Base_Y_For.mp4,0,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,1377.9491697000049,1380.032896800025,,,1394.8312940000033,1394.8312940000033,1394.8312940000033,4,1.1453341999731492,1395.9991328000033,1395.9991328000033,1395.9991328000033,1395.9991328000033,1395.9991328000033,1395.9991328000033,1395.9991328000033,1395.9991328000033,None,None,None,,,,,,,,,,1377.9491697000049,1377.9491697000049,None,,,,1377.9491697000049,1377.9491697000049,1391.1828233000124,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_For', 'L_Head_Y_Back', 'L_Base_X_For', 'R_Head_X_Back']","{'laterality': 'R_Head_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Head_Y_Back'}","['laterality', 'movement']",1,movement,L_Head_Y_Back,2,robot,2,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4']",robot_stimuli\L_Head_Y_Back.mp4,0,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,1395.9991328000033,1398.0825751000084,,,1412.7478470000206,1412.7478470000206,1412.7478470000206,2,2.349376999947708,1415.1157258000167,1415.1157258000167,1415.1157258000167,1415.1157258000167,1415.1157258000167,1415.1157258000167,1415.1157258000167,1415.1157258000167,None,None,None,,,,,,,,,,1395.9991328000033,1395.9991328000033,None,,,,1395.9991328000033,1395.9991328000033,1409.0993904000206,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Head_Z_Back', 'R_Arm_Y_Back', 'R_Arm_Z_Back', 'L_Arm_Z_Back']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Arm_Y_Back'}","['laterality', 'movement']",0,laterality,L_Arm_Z_Back,2,robot,2,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,0,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,1415.1157258000167,1417.199428700027,,,1431.9979047000234,1431.9979047000234,1431.9979047000234,4,1.4823241999547463,1433.4988904000202,1433.4988904000202,1433.4988904000202,1433.4988904000202,1433.4988904000202,1433.4988904000202,1433.4988904000202,1433.4988904000202,None,None,None,,,,,,,,,,1415.1157258000167,1415.1157258000167,None,,,,1415.1157258000167,1415.1157258000167,1428.3660529000044,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Arm_X_For', 'R_Arm_Y_For', 'L_Torso_Y_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Arm_X_For'}","['localisation', 'movement']",0,localisation,L_Torso_Y_For,2,robot,2,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,0,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,1433.4988904000202,1435.582684700028,,,1450.2310192000004,1450.2310192000004,1450.2310192000004,3,1.7467801999591757,1451.9990398000227,1451.9990398000227,1451.9990398000227,1451.9990398000227,1451.9990398000227,1451.9990398000227,1451.9990398000227,1451.9990398000227,None,None,None,,,,,,,,,,1433.4988904000202,1433.4988904000202,None,,,,1433.4988904000202,1433.4988904000202,1446.5826618000283,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['L_Head_X_For', 'R_Head_X_Back', 'R_Head_Z_Back', 'R_Torso_X_Back']","{'laterality': 'L_Head_X_For', 'localisation': 'R_Torso_X_Back', 'movement': 'R_Head_Z_Back'}","['laterality', 'localisation']",1,localisation,R_Torso_X_Back,2,robot,2,False,False,"['robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,0,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,1451.9990398000227,1454.0827367000165,,,1468.7975398000272,1468.7975398000272,1468.7975398000272,1,1.4519894999684766,1470.2827080000134,1470.2827080000134,1470.2827080000134,1470.2827080000134,1470.2827080000134,1470.2827080000134,1470.2827080000134,1470.2827080000134,None,None,None,,,,,,,,,,1451.9990398000227,1451.9990398000227,None,,,,1451.9990398000227,1451.9990398000227,1465.1659583,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Base_Z_For', 'L_Base_Y_For', 'R_Arm_Y_Back', 'R_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}","['localisation', 'movement']",1,movement,R_Base_Z_For,2,robot,2,False,False,"['robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,0,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,1470.2827080000134,1472.3660646000062,,,1487.0475909000088,1487.0475909000088,1487.0475909000088,2,2.737540699978126,1489.8156490000256,1489.8156490000256,1489.8156490000256,1489.8156490000256,1489.8156490000256,1489.8156490000256,1489.8156490000256,1489.8156490000256,None,None,None,,,,,,,,,,1470.2827080000134,1470.2827080000134,None,,,,1470.2827080000134,1470.2827080000134,1483.4160227000248,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Arm_Y_For', 'L_Arm_Y_For', 'R_Arm_X_For', 'R_Base_Y_For']","{'laterality': 'L_Arm_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Arm_X_For'}","['localisation', 'movement']",1,movement,R_Arm_X_For,2,robot,2,False,False,"['robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,0,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,1489.8156490000256,1491.8992961000185,,,1506.564219700027,1506.564219700027,1506.564219700027,3,1.587852299970109,1508.1827557000215,1508.1827557000215,1508.1827557000215,1508.1827557000215,1508.1827557000215,1508.1827557000215,1508.1827557000215,1508.1827557000215,None,None,None,,,,,,,,,,1489.8156490000256,1489.8156490000256,None,,,,1489.8156490000256,1489.8156490000256,1502.9161999000062,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['R_Torso_X_Back', 'R_Torso_Y_For', 'R_Base_Y_For', 'L_Torso_Y_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Base_Y_For', 'movement': 'R_Torso_X_Back'}","['laterality', 'movement']",0,laterality,L_Torso_Y_For,2,robot,2,False,True,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,0,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,1508.1827557000215,1510.2659468000056,,,1525.0642405000108,1525.0642405000108,1525.0642405000108,4,1.5355989999952726,1526.6479510000208,1559.2991473000147,1526.6479510000208,1559.2991473000147,1526.6479510000208,1559.2991473000147,1526.6479510000208,1559.2991473000147,39.25925925925926,32.274010099994484,space,,,32.5932345999754,,,,,,,1508.1827557000215,1508.1827557000215,None,,,,1508.1827557000215,1508.1827557000215,1521.415910700016,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_R_45', 'red_left_N_45', 'red_bottom_N_0', 'blue_bottom_H_45']","{'color': 'blue_bottom_H_45', 'position': 'red_left_N_45', 'orientation': 'red_bottom_N_0'}",['position'],0,position,red_left_N_45,1,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,1561.8658580000047,1563.9308923000062,,,1572.580969600007,1572.580969600007,1572.580969600007,2,0.37241459998767823,1572.9835803000024,1572.9835803000024,1572.9835803000024,1572.9835803000024,1572.9835803000024,1572.9835803000024,1572.9835803000024,1572.9835803000024,None,None,None,,,,,,,,,,1559.2991473000147,1559.2991473000147,space,2.5337603999942075,1570.5647251000046,1572.580969600007,,,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_bottom_J_0', 'blue_right_S_0', 'red_right_V_0', 'red_right_S_45']","{'color': 'blue_right_S_0', 'position': 'red_bottom_J_0', 'orientation': 'red_right_S_45'}",['position'],0,position,red_bottom_J_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,1572.9835803000024,,,,1583.480744200002,1583.480744200002,1583.480744200002,2,1.7443483999813907,1585.2488016000134,1585.2488016000134,1585.2488016000134,1585.2488016000134,1585.2488016000134,1585.2488016000134,1585.2488016000134,1585.2488016000134,None,None,None,,,,,,,,,,1572.9835803000024,1572.9835803000024,None,,1581.4646883000096,1583.480744200002,1572.9835803000024,1572.9835803000024,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_left_V_45', 'blue_top_V_0', 'blue_top_L_45', 'red_top_N_45']","{'color': 'red_top_N_45', 'position': 'blue_left_V_45', 'orientation': 'blue_top_V_0'}",['color'],0,color,red_top_N_45,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,1585.2488016000134,1587.3139641000016,,,1595.9473981000192,1595.9473981000192,1595.9473981000192,4,0.2686476999660954,1596.24868650001,1596.24868650001,1596.24868650001,1596.24868650001,1596.24868650001,1596.24868650001,1596.24868650001,1596.24868650001,None,None,None,,,,,,,,,,1585.2488016000134,1585.2488016000134,None,,1593.9309817000176,1595.9473981000192,1585.2488016000134,1585.2488016000134,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_left_V_0', 'red_left_M_45', 'blue_left_Q_45', 'red_right_S_45']","{'color': 'blue_left_Q_45', 'position': 'red_right_S_45', 'orientation': 'red_left_V_0'}",['color'],0,color,blue_left_Q_45,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,1596.24868650001,1598.3140781000257,,,1607.1641806000262,1607.1641806000262,1607.1641806000262,3,0.30067309996229596,1607.482450600015,1607.482450600015,1607.482450600015,1607.482450600015,1607.482450600015,1607.482450600015,1607.482450600015,1607.482450600015,None,None,None,,,,,,,,,,1596.24868650001,1596.24868650001,None,,1604.9474731000082,1607.1641806000262,1596.24868650001,1596.24868650001,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_top_M_45', 'blue_left_W_45', 'red_left_T_0', 'red_left_W_45']","{'color': 'blue_left_W_45', 'position': 'red_top_M_45', 'orientation': 'red_left_T_0'}",['orientation'],0,orientation,red_left_T_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,,1607.482450600015,1609.5315333000035,,,1617.7807063000218,1617.7807063000218,1617.7807063000218,3,0.41900369996437803,1618.2324786000245,1618.2324786000245,1618.2324786000245,1618.2324786000245,1618.2324786000245,1618.2324786000245,1618.2324786000245,1618.2324786000245,None,None,None,,,,,,,,,,1607.482450600015,1607.482450600015,None,,1615.7644953000126,1617.7807063000218,1607.482450600015,1607.482450600015,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_B_0', 'blue_right_H_45', 'red_right_C_45', 'red_left_M_45']","{'color': 'blue_right_H_45', 'position': 'red_left_M_45', 'orientation': 'red_right_B_0'}",['orientation'],0,orientation,red_right_B_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,,1618.2324786000245,1620.2814327000233,,,1628.947663400002,1628.947663400002,1628.947663400002,1,0.45235039995168336,1629.432589700009,1629.432589700009,1629.432589700009,1629.432589700009,1629.432589700009,1629.432589700009,1629.432589700009,1629.432589700009,None,None,None,,,,,,,,,,1618.2324786000245,1618.2324786000245,None,,1626.7307887000206,1628.947663400002,1618.2324786000245,1618.2324786000245,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_right_K_0', 'red_right_F_0', 'red_right_W_45', 'red_bottom_L_0']","{'color': 'blue_right_K_0', 'position': 'red_bottom_L_0', 'orientation': 'red_right_W_45'}",['position'],0,position,red_bottom_L_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,,1629.432589700009,1631.497263200028,,,1640.3640580000065,1640.3640580000065,1640.3640580000065,4,0.42911389996879734,1640.8158326000266,1640.8158326000266,1640.8158326000266,1640.8158326000266,1640.8158326000266,1640.8158326000266,1640.8158326000266,1640.8158326000266,None,None,None,,,,,,,,,,1629.432589700009,1629.432589700009,None,,1638.1476835000212,1640.3640580000065,1629.432589700009,1629.432589700009,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['red_right_P_0', 'blue_right_N_0', 'red_right_Z_45', 'red_left_Z_0']","{'color': 'blue_right_N_0', 'position': 'red_left_Z_0', 'orientation': 'red_right_Z_45'}",['color'],0,color,blue_right_N_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,,1640.8158326000266,1642.8812625000137,,,1651.5139073000173,1651.5139073000173,1651.5139073000173,2,0.43074650000198744,1651.9657951000263,1651.9657951000263,1651.9657951000263,1651.9657951000263,1651.9657951000263,1651.9657951000263,1651.9657951000263,1651.9657951000263,None,None,None,,,,,,,,,,1640.8158326000266,1640.8158326000266,None,,1649.2975737000233,1651.5139073000173,1640.8158326000266,1640.8158326000266,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
"['blue_right_H_0', 'blue_right_H_45', 'red_right_R_45', 'blue_bottom_W_45']","{'color': 'red_right_R_45', 'position': 'blue_bottom_W_45', 'orientation': 'blue_right_H_0'}",['orientation'],0,orientation,blue_right_H_0,1,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,0,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,,1651.9657951000263,1654.0306725000264,,,1662.464032900025,1662.464032900025,1662.464032900025,1,0.34536719997413456,1662.8320368000132,1662.8320368000132,1662.8320368000132,1662.8320368000132,1662.8320368000132,1662.8320368000132,1662.8320368000132,1662.8320368000132,None,None,None,,,,,,,,,,1651.9657951000263,1651.9657951000263,None,,1660.4481530000048,1662.464032900025,1651.9657951000263,1651.9657951000263,,0,001,2024-06-24_14h07.51.500,robot_cogshifting_sign,2022.2.5,60.131278616567165,
