sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,cue_before_text.started,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,polygon.stopped,cue_before_text.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_movie.started,block_intro_text.stopped,block_intro_key.stopped,presentation_letter.started,presentation_letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Arm_Y_Back', 'L_Arm_X_Back', 'L_Head_Y_Back', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Head_Y_Back', 'movement': 'L_Arm_X_Back'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_Y_Back,2,3,robot,3,True,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Head_Y_Back.mp4,17,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,1454.1880600997247,,,1471.071270399727,1471.071270399727,1471.071270399727,3,2.2347348001785576,1473.3257355000824,1473.3257355000824,1473.3257355000824,1473.3257355000824,1473.3257355000824,1473.3257355000824,1473.3257355000824,1473.3257355000824,None,None,None,,,,,,,,,,,,1452.3510879999958,1452.3510879999958,space,1.8114459002390504,1467.4307631999254,,,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Z_Back', 'L_Head_Z_For', 'R_Torso_Z_For', 'R_Head_X_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_For', 'movement': 'R_Head_X_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Head_Z_For,1,3,robot,3,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,17,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,1473.3257355000824,,,1490.2256335997954,1490.2256335997954,1490.2256335997954,2,0.7048169001936913,1490.9604647997767,1490.9604647997767,1490.9604647997767,1490.9604647997767,1490.9604647997767,1490.9604647997767,1490.9604647997767,1490.9604647997767,None,None,None,,,,1475.4131312998943,,,,,,,,1473.3257355000824,1473.3257355000824,None,,1486.5852028997615,1473.3257355000824,1473.3257355000824,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_X_For', 'L_Head_Z_Back', 'R_Torso_Z_Back', 'L_Torso_Z_Back']","{'laterality': 'R_Torso_Z_Back', 'localisation': 'L_Head_Z_Back', 'movement': 'L_Torso_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Torso_Z_Back,2,3,robot,3,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,17,,,,,,,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,1490.9604647997767,,,1507.7100839000195,1507.7100839000195,1507.7100839000195,3,2.4521520999260247,1510.1816008999012,1510.1816008999012,1510.1816008999012,1510.1816008999012,1510.1816008999012,1510.1816008999012,1510.1816008999012,1510.1816008999012,None,None,None,,,,1493.047928699758,,,,,,,,1490.9604647997767,1490.9604647997767,None,,1504.2032324997708,1490.9604647997767,1490.9604647997767,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Torso_Y_Back', 'R_Torso_Z_For', 'R_Head_Z_Back', 'L_Torso_Z_For']","{'laterality': 'L_Torso_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Torso_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_Back,0,3,robot,3,False,False,"['robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,17,,,,,,,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,1510.1816008999012,,,1527.0318148997612,1527.0318148997612,1527.0318148997612,1,3.729911000467837,1530.7888034000061,1530.7888034000061,1530.7888034000061,1530.7888034000061,1530.7888034000061,1530.7888034000061,1530.7888034000061,1530.7888034000061,None,None,None,,,,1512.2690628999844,,,,,,,,1510.1816008999012,1510.1816008999012,None,,1523.4076279997826,1510.1816008999012,1510.1816008999012,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_X_Back', 'L_Arm_Z_For', 'R_Arm_X_For', 'L_Arm_X_Back']","{'laterality': 'R_Arm_X_For', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Arm_Z_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,0,3,robot,3,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,17,,,,,,,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,1530.7888034000061,,,1547.688762200065,1547.688762200065,1547.688762200065,1,2.2965526999905705,1550.0099839996547,1550.0099839996547,1550.0099839996547,1550.0099839996547,1550.0099839996547,1550.0099839996547,1550.0099839996547,1550.0099839996547,None,None,None,,,,1532.8762491997331,,,,,,,,1530.7888034000061,1530.7888034000061,None,,1544.0316611998715,1530.7888034000061,1530.7888034000061,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_X_For', 'L_Torso_Y_For', 'L_Head_X_For', 'R_Torso_X_Back']","{'laterality': 'R_Torso_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Torso_Y_For'}",localisation,"['laterality', 'localisation', 'movement']",L_Head_X_For,2,3,robot,3,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,17,,,,,,,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,1550.0099839996547,,,1566.8265082999133,1566.8265082999133,1566.8265082999133,3,2.1351422001607716,1568.98069559969,1568.98069559969,1568.98069559969,1568.98069559969,1568.98069559969,1568.98069559969,1568.98069559969,1568.98069559969,None,None,None,,,,1552.097415199969,,,,,,,,1550.0099839996547,1550.0099839996547,None,,1563.1859673000872,1550.0099839996547,1550.0099839996547,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Base_Z_Back', 'R_Head_Z_Back', 'R_Head_X_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Base_Z_Back', 'movement': 'R_Head_X_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Head_X_Back,2,3,robot,3,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Head_X_Back.mp4,17,,,,,,,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,1568.98069559969,,,1585.797088699881,1585.797088699881,1585.797088699881,3,2.644470500294119,1588.4690475999378,1588.4690475999378,1588.4690475999378,1588.4690475999378,1588.4690475999378,1588.4690475999378,1588.4690475999378,1588.4690475999378,None,None,None,,,,1571.0681058000773,,,,,,,,1568.98069559969,1568.98069559969,None,,1582.156624400057,1568.98069559969,1568.98069559969,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Torso_X_Back', 'R_Head_X_Back', 'R_Torso_Z_For', 'R_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Torso_Z_For'}",laterality,"['laterality', 'localisation', 'movement']",L_Torso_X_Back,0,3,robot,3,False,False,"['robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_Back.mp4']",robot_stimuli\L_Torso_X_Back.mp4,17,,,,,,,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,1588.4690475999378,,,1605.3856826997362,1605.3856826997362,1605.3856826997362,2,1.808037300594151,1607.2226041997783,1607.2226041997783,1607.2226041997783,1607.2226041997783,1607.2226041997783,1607.2226041997783,1607.2226041997783,1607.2226041997783,None,None,None,,,,1590.5731735997833,,,,,,,,1588.4690475999378,1588.4690475999378,None,,1601.7284858999774,1588.4690475999378,1588.4690475999378,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Arm_X_Back', 'R_Torso_Y_Back', 'R_Torso_X_For', 'L_Torso_X_Back']","{'laterality': 'L_Torso_X_Back', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Y_Back'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Y_Back,1,3,robot,3,False,True,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,17,,,,,,,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,1607.2226041997783,,,1624.122584699653,1624.122584699653,1624.122584699653,2,2.8401738004758954,1627.0282616997138,1631.6707556997426,1627.0282616997138,1631.6707556997426,1627.0282616997138,1631.6707556997426,1627.0282616997138,1631.6707556997426,37.6984126984127,4.385771399829537,space,,,,1609.3100858000107,4.582176200579852,,,,,,,1607.2226041997783,1607.2226041997783,None,,1620.4820938999765,1607.2226041997783,1607.2226041997783,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Head_Y_For', 'L_Arm_Z_For', 'R_Arm_Y_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Head_Y_For', 'movement': 'L_Arm_Z_For'}",movement,"['laterality', 'movement']",L_Arm_Z_For,1,2,robot,3,True,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\L_Arm_Z_For.mp4,17,,,,,,,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,1632.7394652999938,,,1649.5058510997333,1649.5058510997333,1649.5058510997333,1,0.42443260038271546,1649.956742899958,1649.956742899958,1649.956742899958,1649.956742899958,1649.956742899958,1649.956742899958,1649.956742899958,1649.956742899958,None,None,None,,,,,,,,,,,,1631.6707556997426,1631.6707556997426,space,1.0436368002556264,1645.8653365997598,,,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Z_For', 'R_Arm_Y_Back', 'L_Base_Y_For', 'L_Arm_Y_For']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Arm_Z_For'}",laterality,"['laterality', 'localisation']",R_Arm_Y_Back,1,2,robot,3,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4']",robot_stimuli\R_Arm_Y_Back.mp4,17,,,,,,,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,1649.956742899958,,,1666.7732555000111,1666.7732555000111,1666.7732555000111,2,1.2216103002429008,1668.0256195999682,1668.0256195999682,1668.0256195999682,1668.0256195999682,1668.0256195999682,1668.0256195999682,1668.0256195999682,1668.0256195999682,None,None,None,,,,1652.0441536996514,,,,,,,,1649.956742899958,1649.956742899958,None,,1663.1159767000936,1649.956742899958,1649.956742899958,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Arm_Z_Back', 'L_Arm_Z_Back', 'R_Arm_Y_Back', 'R_Base_Z_For']","{'laterality': 'L_Arm_Z_Back', 'localisation': 'R_Base_Z_For', 'movement': 'R_Arm_Y_Back'}",laterality,"['laterality', 'movement']",L_Arm_Z_Back,1,2,robot,3,False,False,"['robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,17,,,,,,,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,1668.0256195999682,,,1684.9255939996801,1684.9255939996801,1684.9255939996801,2,1.6764522003941238,1686.628900599666,1686.628900599666,1686.628900599666,1686.628900599666,1686.628900599666,1686.628900599666,1686.628900599666,1686.628900599666,None,None,None,,,,1670.1131094996817,,,,,,,,1668.0256195999682,1668.0256195999682,None,,1681.2850583996624,1668.0256195999682,1668.0256195999682,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Arm_X_Back', 'L_Arm_X_Back', 'L_Torso_X_Back', 'L_Arm_Z_Back']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Torso_X_Back', 'movement': 'L_Arm_Z_Back'}",movement,"['localisation', 'movement']",L_Arm_Z_Back,3,2,robot,3,False,False,"['robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\L_Arm_Z_Back.mp4,17,,,,,,,,,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,1686.628900599666,,,1703.5288513000123,1703.5288513000123,1703.5288513000123,4,0.9136409005150199,1704.4640561998822,1704.4640561998822,1704.4640561998822,1704.4640561998822,1704.4640561998822,1704.4640561998822,1704.4640561998822,1704.4640561998822,None,None,None,,,,1688.7163467998616,,,,,,,,1686.628900599666,1686.628900599666,None,,1699.8883760999888,1686.628900599666,1686.628900599666,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Z_Back', 'R_Head_Z_Back', 'R_Base_Z_Back', 'R_Base_Y_Back']","{'laterality': 'L_Base_Z_Back', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_Y_Back'}",laterality,"['laterality', 'localisation']",L_Base_Z_Back,0,2,robot,3,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,17,,,,,,,,,,,,,0,76,76,76,,,,,,,,,,,,,,,,,,1704.4640561998822,,,1721.24707939988,1721.24707939988,1721.24707939988,2,0.3701985003426671,1721.6478452999145,1721.6478452999145,1721.6478452999145,1721.6478452999145,1721.6478452999145,1721.6478452999145,1721.6478452999145,1721.6478452999145,None,None,None,,,,1706.551547399722,,,,,,,,1704.4640561998822,1704.4640561998822,None,,1717.606596000027,1704.4640561998822,1704.4640561998822,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Y_Back', 'L_Base_X_Back', 'L_Head_X_For', 'R_Base_X_For']","{'laterality': 'R_Base_X_For', 'localisation': 'L_Head_X_For', 'movement': 'L_Base_Y_Back'}",movement,"['laterality', 'movement']",L_Base_Y_Back,0,2,robot,3,False,False,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,17,,,,,,,,,,,,,0,77,77,77,,,,,,,,,,,,,,,,,,1721.6478452999145,,,1738.264248299878,1738.264248299878,1738.264248299878,1,2.953770000487566,1741.2364213997498,1741.2364213997498,1741.2364213997498,1741.2364213997498,1741.2364213997498,1741.2364213997498,1741.2364213997498,1741.2364213997498,None,None,None,,,,1723.7353407996707,,,,,,,,1721.6478452999145,1721.6478452999145,None,,1734.7236138996668,1721.6478452999145,1721.6478452999145,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['R_Head_Y_Back', 'R_Head_Z_Back', 'R_Torso_Z_Back', 'L_Head_Z_For']","{'laterality': 'L_Head_Z_For', 'localisation': 'R_Torso_Z_Back', 'movement': 'R_Head_Y_Back'}",localisation,"['localisation', 'movement']",R_Torso_Z_Back,2,2,robot,3,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_For.mp4']",robot_stimuli\R_Torso_Z_Back.mp4,17,,,,,,,,,,,,,0,78,78,78,,,,,,,,,,,,,,,,,,1741.2364213997498,,,1758.1363556999713,1758.1363556999713,1758.1363556999713,3,0.7136489003896713,1758.871143099852,1758.871143099852,1758.871143099852,1758.871143099852,1758.871143099852,1758.871143099852,1758.871143099852,1758.871143099852,None,None,None,,,,1743.323864699807,,,,,,,,1741.2364213997498,1741.2364213997498,None,,1754.4791672998108,1741.2364213997498,1741.2364213997498,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Arm_Y_For', 'R_Arm_Y_For', 'L_Torso_Y_Back', 'L_Arm_Z_For']","{'laterality': 'R_Arm_Y_For', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_Z_For'}",localisation,"['laterality', 'localisation']",L_Torso_Y_Back,2,2,robot,3,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,17,,,,,,,,,,,,,0,79,79,79,,,,,,,,,,,,,,,,,,1758.871143099852,,,1775.470470499713,1775.470470499713,1775.470470499713,4,3.099022100213915,1778.5932852998376,1778.5932852998376,1778.5932852998376,1778.5932852998376,1778.5932852998376,1778.5932852998376,1778.5932852998376,1778.5932852998376,None,None,None,,,,1760.9421564000659,,,,,,,,1758.871143099852,1758.871143099852,None,,1771.846684699878,1758.871143099852,1758.871143099852,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['L_Base_Y_For', 'R_Torso_Y_Back', 'L_Torso_Z_Back', 'L_Torso_Y_For']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Base_Y_For', 'movement': 'L_Torso_Z_Back'}",localisation,"['localisation', 'movement']",L_Base_Y_For,0,2,robot,3,False,True,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,17,,,,,,,,,,,,,0,80,80,80,,,,,,,,,,,,,,,,,,1778.5932852998376,,,1795.2427052999847,1795.2427052999847,1795.2427052999847,1,1.8150025005452335,1797.1130857998505,1800.6533927000128,1797.1130857998505,1800.6533927000128,1797.1130857998505,1800.6533927000128,1797.1130857998505,1800.6533927000128,35.95238095238095,2.648447100073099,space,,,,1780.6807444998994,3.472232900559902,,,,,,,1778.5932852998376,1778.5932852998376,None,,1791.6189147997648,1778.5932852998376,1778.5932852998376,,,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_right_T_45', 'blue_right_Z_0', 'blue_bottom_D_45', 'blue_right_X_45']","{'color': 'red_right_T_45', 'position': 'blue_bottom_D_45', 'orientation': 'blue_right_Z_0'}",position,['position'],blue_bottom_D_45,2,1,letter,4,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,81,81,81,,,,,,,,,,,,,,,,,,1801.3380748000927,,,1812.0591311999597,1812.0591311999597,1812.0591311999597,3,0.3186344006098807,1812.4098736997694,1812.4098736997694,1812.4098736997694,1812.4098736997694,1812.4098736997694,1812.4098736997694,1812.4098736997694,1812.4098736997694,None,None,None,,,,,,,,,,,,1800.6533927000128,1800.6533927000128,space,0.6609593005850911,,,,1810.039161699824,1812.0591311999597,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_R_45', 'blue_top_L_0', 'blue_left_S_0', 'red_left_Q_0']","{'color': 'red_left_Q_0', 'position': 'blue_top_L_0', 'orientation': 'blue_left_R_45'}",orientation,['orientation'],blue_left_R_45,0,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,82,82,82,,,,,,,,,,,,,,,,,,1812.4098736997694,,,1823.3480611997657,1823.3480611997657,1823.3480611997657,1,0.7332004006020725,1824.099529599771,1824.099529599771,1824.099529599771,1824.099529599771,1824.099529599771,1824.099529599771,1824.099529599771,1824.099529599771,None,None,None,,,,1814.480675299652,,,,,,,,1812.4098736997694,1812.4098736997694,None,,,1812.4098736997694,1812.4098736997694,1821.1270845998079,1823.3480611997657,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_bottom_K_45', 'red_bottom_D_0', 'blue_bottom_X_45', 'red_right_T_45']","{'color': 'blue_bottom_X_45', 'position': 'red_right_T_45', 'orientation': 'red_bottom_D_0'}",position,['position'],red_right_T_45,3,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,83,83,83,,,,,,,,,,,,,,,,,,1824.099529599771,,,1834.8540544998832,1834.8540544998832,1834.8540544998832,4,0.3714411002583802,1835.2548465998843,1835.2548465998843,1835.2548465998843,1835.2548465998843,1835.2548465998843,1835.2548465998843,1835.2548465998843,1835.2548465998843,None,None,None,,,,1826.1703967996873,,,,,,,,1824.099529599771,1824.099529599771,None,,,1824.099529599771,1824.099529599771,1832.8334554000758,1834.8540544998832,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_N_45', 'blue_top_W_45', 'red_right_L_45', 'red_top_L_0']","{'color': 'blue_top_W_45', 'position': 'red_right_L_45', 'orientation': 'red_top_L_0'}",position,['position'],red_right_L_45,2,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,84,84,84,,,,,,,,,,,,,,,,,,1835.2548465998843,,,1845.9926037997939,1845.9926037997939,1845.9926037997939,3,0.3144046007655561,1846.326603599824,1846.326603599824,1846.326603599824,1846.326603599824,1846.326603599824,1846.326603599824,1846.326603599824,1846.326603599824,None,None,None,,,,1837.3256143997423,,,,,,,,1835.2548465998843,1835.2548465998843,None,,,1835.2548465998843,1835.2548465998843,1843.7716022999957,1845.9926037997939,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['blue_left_X_0', 'blue_left_C_45', 'blue_right_G_45', 'red_left_J_45']","{'color': 'red_left_J_45', 'position': 'blue_right_G_45', 'orientation': 'blue_left_X_0'}",orientation,['orientation'],blue_left_X_0,0,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,85,85,85,,,,,,,,,,,,,,,,,,1846.326603599824,,,1857.2648152997717,1857.2648152997717,1857.2648152997717,1,0.609056000597775,1857.899403499905,1857.899403499905,1857.899403499905,1857.899403499905,1857.899403499905,1857.899403499905,1857.899403499905,1857.899403499905,None,None,None,,,,1848.3973538996652,,,,,,,,1846.326603599824,1846.326603599824,None,,,1846.326603599824,1846.326603599824,1855.0437793000601,1857.2648152997717,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
"['red_top_V_0', 'red_right_J_0', 'blue_right_X_0', 'red_right_G_45']","{'color': 'blue_right_X_0', 'position': 'red_top_V_0', 'orientation': 'red_right_G_45'}",orientation,['orientation'],red_right_G_45,3,1,letter,4,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,17,,,,,,,,,,,,,0,86,86,86,,,,,,,,,,,,,,,,,,1857.899403499905,,,1868.4201263999566,1868.4201263999566,1868.4201263999566,3,0.3011200004257262,1868.75407239981,1868.75407239981,1868.75407239981,1868.75407239981,1868.75407239981,1868.75407239981,1868.75407239981,1868.75407239981,None,None,None,,,,1859.953512699809,,,,,,,,1857.899403499905,1857.899403499905,None,,,1857.899403499905,1857.899403499905,1866.2158038998023,1868.4201263999566,17,001,2024-09-10_13h07.16.541,robot_cogshifting_sign,2022.2.5,59.90186875058361,
