sequence,is_true,target,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,training_presentation_letter.started,training_presentation_letter.stopped,training_recall_letter.started,training_recall_key.started,training_recall_question.started,training_recall_answer.started,training_recall_key.keys,training_recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,training_recall_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,recall_letter.started,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,recall_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['R_Head_Y_Back', 'R_Head_Z_For', 'L_Arm_Y_For', 'R_Arm_X_For', 'R_Arm_Z_For', 'L_Torso_Z_Back']",False,R_Torso_X_Back,6,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4']",robot_stimuli\R_Torso_X_Back.mp4,22,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,1168.2970702000002,1169.3886964000012,,,,,,,,,1173.2274857000011,1173.2274857000011,1173.2274857000011,1173.2274857000011,1173.2274857000011,1173.2274857000011,1173.2274857000011,1173.2274857000011,None,None,None,,,,,,,,,,,1145.088818600001,1145.088818600001,None,,,,,1169.3886964000012,1169.3886964000012,1169.3886964000012,n,3.7928935999989335,1145.088818600001,1145.088818600001,1164.7885826000002,1169.3886964000012,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Head_Y_Back', 'L_Head_Y_For', 'R_Head_Y_For', 'R_Arm_Z_For', 'L_Torso_Y_Back', 'L_Torso_Y_For']",True,R_Head_Y_For,6,robot,2,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,22,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,1196.3986033,1197.4894238000015,,,,,,,,,1201.1372938000004,1201.1372938000004,1201.1372938000004,1201.1372938000004,1201.1372938000004,1201.1372938000004,1201.1372938000004,1201.1372938000004,None,None,None,,,,,,,,,,,1173.2274857000011,1173.2274857000011,None,,,,,1197.4894238000015,1197.4894238000015,1197.4894238000015,c,3.0595045999998547,1173.2274857000011,1173.2274857000011,1192.7560837,1197.4894238000015,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Head_Z_Back', 'R_Head_Z_For', 'L_Arm_Y_Back', 'L_Arm_Z_For', 'L_Base_X_For', 'L_Base_Y_Back']",False,L_Head_X_Back,6,robot,2,False,True,"['robot_stimuli\\L_Head_Z_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,22,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,1224.3099273000007,1225.3872825000017,,,,,,,,,1229.0627874000002,1236.0104333,1229.0627874000002,1236.0104333,1229.0627874000002,1236.0104333,1229.0627874000002,1236.0104333,95.12345679012346,5.69129840000096,space,,,6.8862065999983315,,,,,,,,1201.1372938000004,1201.1372938000004,None,,,,,1225.3872825000017,1225.3872825000017,1225.3872825000017,n,3.2670405999979266,1201.1372938000004,1201.1372938000004,1220.7539597000014,1225.3872825000017,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Torso_Z_Back', 'L_Base_Y_For', 'L_Head_X_Back', 'R_Torso_Z_For']",True,L_Base_Y_For,4,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,22,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,1254.1169954000015,1255.2058355000008,,,,,,,,,1259.9929494000007,1259.9929494000007,1259.9929494000007,1259.9929494000007,1259.9929494000007,1259.9929494000007,1259.9929494000007,1259.9929494000007,None,None,None,,,,,,,,,,,1236.0104333,1236.0104333,space,2.314989999998943,,,,1255.2058355000008,1255.2058355000008,1255.2058355000008,n,4.752104599998347,,,1250.4836178000005,1255.2058355000008,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Base_Y_For', 'R_Base_X_Back', 'R_Head_Z_For', 'R_Arm_Y_Back']",False,L_Head_X_For,4,robot,2,False,False,"['robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,22,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,1275.7673965000013,1276.8559678000001,,,,,,,,,1280.4394562000016,1280.4394562000016,1280.4394562000016,1280.4394562000016,1280.4394562000016,1280.4394562000016,1280.4394562000016,1280.4394562000016,None,None,None,,,,,,,,,,,1259.9929494000007,1259.9929494000007,None,,,,,1276.8559678000001,1276.8559678000001,1276.8559678000001,n,3.1094266999989486,1259.9929494000007,1259.9929494000007,1272.1235476000002,1276.8559678000001,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Torso_Z_Back', 'L_Base_X_For', 'R_Arm_X_Back', 'L_Head_Y_For']",False,R_Arm_X_For,4,robot,2,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4']",robot_stimuli\R_Arm_X_For.mp4,22,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,1296.261431500001,1281.5174257000017,,,,,,,,,1301.0086937000015,1301.0086937000015,1301.0086937000015,1301.0086937000015,1301.0086937000015,1301.0086937000015,1301.0086937000015,1301.0086937000015,None,None,None,,,,,,,,,,,1280.4394562000016,1280.4394562000016,None,,,,,1297.3580035000014,1297.3580035000014,1297.3580035000014,c,3.0549456999979157,1280.4394562000016,1280.4394562000016,1292.6298573000004,1297.3580035000014,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Torso_Z_For', 'L_Head_X_For', 'R_Arm_Y_For', 'L_Base_Z_Back']",True,L_Head_X_For,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,22,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,1316.7170640000004,1317.8202740000015,,,,,,,,,1321.3926096000014,1321.3926096000014,1321.3926096000014,1321.3926096000014,1321.3926096000014,1321.3926096000014,1321.3926096000014,1321.3926096000014,None,None,None,,,,,,,,,,,1301.0086937000015,1301.0086937000015,None,,,,,1317.8202740000015,1317.8202740000015,1317.8202740000015,c,2.5865012999984174,1301.0086937000015,1301.0086937000015,1313.0709094000013,1317.8202740000015,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Torso_X_Back', 'L_Base_X_For', 'L_Torso_Z_For', 'R_Head_Y_Back']",True,L_Torso_Z_For,4,robot,2,False,False,"['robot_stimuli\\R_Torso_X_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4']",robot_stimuli\L_Torso_Z_For.mp4,22,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,1337.1987319,1338.2894835000006,,,,,,,,,1342.7862941000003,1342.7862941000003,1342.7862941000003,1342.7862941000003,1342.7862941000003,1342.7862941000003,1342.7862941000003,1342.7862941000003,None,None,None,,,,,,,,,,,1321.3926096000014,1321.3926096000014,None,,,,,1338.2894835000006,1338.2894835000006,1338.2894835000006,c,4.468187299999045,1321.3926096000014,1321.3926096000014,1333.572549800001,1338.2894835000006,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Torso_Z_Back', 'R_Torso_Z_Back', 'R_Torso_X_For', 'R_Torso_Y_Back']",True,R_Torso_X_For,4,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Torso_X_For.mp4,22,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,1358.5266787,1359.6065506000014,,,,,,,,,1363.5063901000012,1363.5063901000012,1363.5063901000012,1363.5063901000012,1363.5063901000012,1363.5063901000012,1363.5063901000012,1363.5063901000012,None,None,None,,,,,,,,,,,1342.7862941000003,1342.7862941000003,None,,,,,1359.6065506000014,1359.6065506000014,1359.6065506000014,c,3.8708625999970536,1342.7862941000003,1342.7862941000003,1354.9039590000011,1359.6065506000014,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Arm_X_For', 'L_Arm_Y_Back', 'R_Arm_Z_Back', 'R_Torso_Y_For']",True,R_Arm_Z_Back,4,robot,2,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\L_Arm_Y_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4']",robot_stimuli\R_Arm_Z_Back.mp4,22,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,1379.3933683000014,1380.4726973000015,,,,,,,,,1384.3531594000015,1384.3531594000015,1384.3531594000015,1384.3531594000015,1384.3531594000015,1384.3531594000015,1384.3531594000015,1384.3531594000015,None,None,None,,,,,,,,,,,1363.5063901000012,1363.5063901000012,None,,,,,1380.4726973000015,1380.4726973000015,1380.4726973000015,c,3.845798999998806,1363.5063901000012,1363.5063901000012,1375.7689832000015,1380.4726973000015,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Head_Z_For', 'R_Torso_Y_For', 'L_Arm_X_Back', 'L_Arm_Z_Back']",False,R_Head_Y_Back,4,robot,2,False,False,"['robot_stimuli\\R_Head_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_Z_Back.mp4']",robot_stimuli\R_Head_Y_Back.mp4,22,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,1400.2176026000016,1401.306374400001,,,,,,,,,1405.9603181000002,1405.9603181000002,1405.9603181000002,1405.9603181000002,1405.9603181000002,1405.9603181000002,1405.9603181000002,1405.9603181000002,None,None,None,,,,,,,,,,,1384.3531594000015,1384.3531594000015,None,,,,,1401.306374400001,1401.306374400001,1401.306374400001,n,4.61879769999905,1384.3531594000015,1384.3531594000015,1396.5856786000004,1401.306374400001,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Base_X_For', 'R_Base_Y_Back', 'L_Torso_Z_For', 'R_Arm_Y_For']",False,L_Base_Z_Back,4,robot,2,False,False,"['robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4']",robot_stimuli\L_Base_Z_Back.mp4,22,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,1421.6123517000015,1407.0410888000006,,,,,,,,,1426.8199637000016,1426.8199637000016,1426.8199637000016,1426.8199637000016,1426.8199637000016,1426.8199637000016,1426.8199637000016,1426.8199637000016,None,None,None,,,,,,,,,,,1405.9603181000002,1405.9603181000002,None,,,,,1422.7144079000009,1422.7144079000009,1422.7144079000009,n,4.075714299997344,1405.9603181000002,1405.9603181000002,1418.1125973000017,1422.7144079000009,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Arm_Z_For', 'L_Base_X_For', 'L_Torso_X_Back', 'L_Arm_X_Back']",False,L_Head_X_For,4,robot,2,False,True,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\L_Head_X_For.mp4,22,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,1442.6603465000007,1443.7441553000008,,,,,,,,,1447.359838800001,1453.9047209,1447.359838800001,1453.9047209,1447.359838800001,1453.9047209,1447.359838800001,1453.9047209,98.51851851851852,4.705935999998474,space,,,6.476909499997419,,,,,,,,1426.8199637000016,1426.8199637000016,None,,,,,1443.7441553000008,1443.7441553000008,1443.7441553000008,n,2.758335199998328,1426.8199637000016,1426.8199637000016,1439.0387389000007,1443.7441553000008,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Torso_Z_For', 'L_Head_X_Back']",False,R_Head_Z_Back,2,robot,2,True,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\R_Head_Z_Back.mp4,22,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,1466.1342033,1467.2236042000004,,,,,,,,,1470.9251816000015,1470.9251816000015,1470.9251816000015,1470.9251816000015,1470.9251816000015,1470.9251816000015,1470.9251816000015,1470.9251816000015,None,None,None,,,,,,,,,,,1453.9047209,1453.9047209,space,3.764746099997865,,,,1467.2236042000004,1467.2236042000004,1467.2236042000004,n,3.662299699997675,,,1462.4924179000009,1467.2236042000004,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Arm_X_For', 'R_Base_Z_Back']",True,R_Base_Z_Back,2,robot,2,False,False,"['robot_stimuli\\L_Arm_X_For.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4']",robot_stimuli\R_Base_Z_Back.mp4,22,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,1479.2651411000006,1480.3546760000008,,,,,,,,,1483.8943454,1483.8943454,1483.8943454,1483.8943454,1483.8943454,1483.8943454,1483.8943454,1483.8943454,None,None,None,,,,,,,,,,,1470.9251816000015,1470.9251816000015,None,,,,,1480.3546760000008,1480.3546760000008,1480.3546760000008,c,2.6585725999993883,1470.9251816000015,1470.9251816000015,1475.7253870000004,1480.3546760000008,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Arm_Y_For', 'L_Torso_Z_For']",True,L_Arm_Y_For,2,robot,2,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4']",robot_stimuli\L_Arm_Y_For.mp4,22,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,1492.3507407000016,1493.4386706000005,,,,,,,,,1497.0695258000014,1497.0695258000014,1497.0695258000014,1497.0695258000014,1497.0695258000014,1497.0695258000014,1497.0695258000014,1497.0695258000014,None,None,None,,,,,,,,,,,1483.8943454,1483.8943454,None,,,,,1493.4386706000005,1493.4386706000005,1493.4386706000005,c,3.0709280999999464,1483.8943454,1483.8943454,1488.711018,1493.4386706000005,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Base_Z_Back', 'L_Head_X_For']",False,L_Head_Z_For,2,robot,2,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Head_Z_For.mp4,22,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,1505.427168100001,1506.5052668000008,,,,,,,,,1510.1441526000017,1510.1441526000017,1510.1441526000017,1510.1441526000017,1510.1441526000017,1510.1441526000017,1510.1441526000017,1510.1441526000017,None,None,None,,,,,,,,,,,1497.0695258000014,1497.0695258000014,None,,,,,1506.5052668000008,1506.5052668000008,1506.5052668000008,n,2.876262099998712,1497.0695258000014,1497.0695258000014,1501.8745604000014,1506.5052668000008,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Torso_Z_Back', 'R_Torso_Y_Back']",False,R_Arm_Z_For,2,robot,2,False,False,"['robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4']",robot_stimuli\R_Arm_Z_For.mp4,22,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,1518.4605397000014,1519.5375663000013,,,,,,,,,1523.4738399000016,1523.4738399000016,1523.4738399000016,1523.4738399000016,1523.4738399000016,1523.4738399000016,1523.4738399000016,1523.4738399000016,None,None,None,,,,,,,,,,,1510.1441526000017,1510.1441526000017,None,,,,,1519.5375663000013,1519.5375663000013,1519.5375663000013,n,3.9081774999976915,1510.1441526000017,1510.1441526000017,1514.8279687000013,1519.5375663000013,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Arm_Z_For', 'L_Head_X_Back']",True,L_Head_X_Back,2,robot,2,False,False,"['robot_stimuli\\R_Arm_Z_For.mp4', 'robot_stimuli\\L_Head_X_Back.mp4']",robot_stimuli\L_Head_X_Back.mp4,22,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,1531.9484458000006,1533.0394696000003,,,,,,,,,1536.6704308000008,1536.6704308000008,1536.6704308000008,1536.6704308000008,1536.6704308000008,1536.6704308000008,1536.6704308000008,1536.6704308000008,None,None,None,,,,,,,,,,,1523.4738399000016,1523.4738399000016,None,,,,,1533.0394696000003,1533.0394696000003,1533.0394696000003,c,2.2941736999982822,1523.4738399000016,1523.4738399000016,1528.3083227000006,1533.0394696000003,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Base_Z_Back', 'L_Head_Z_Back']",False,R_Torso_Y_Back,2,robot,2,False,False,"['robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Head_Z_Back.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,22,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,1545.0015655000007,1546.0890019000017,,,,,,,,,1549.7193525000002,1549.7193525000002,1549.7193525000002,1549.7193525000002,1549.7193525000002,1549.7193525000002,1549.7193525000002,1549.7193525000002,None,None,None,,,,,,,,,,,1536.6704308000008,1536.6704308000008,None,,,,,1546.0890019000017,1546.0890019000017,1546.0890019000017,n,2.501442099997803,1536.6704308000008,1536.6704308000008,1541.3732390000005,1546.0890019000017,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['R_Torso_Z_Back', 'L_Torso_Y_Back']",False,L_Head_Z_For,2,robot,2,False,False,"['robot_stimuli\\R_Torso_Z_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Head_Z_For.mp4,22,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,1558.031762300001,1559.1221693000007,,,,,,,,,1563.2908050000005,1563.2908050000005,1563.2908050000005,1563.2908050000005,1563.2908050000005,1563.2908050000005,1563.2908050000005,1563.2908050000005,None,None,None,,,,,,,,,,,1549.7193525000002,1549.7193525000002,None,,,,,1559.1221693000007,1559.1221693000007,1559.1221693000007,n,4.140060799998537,1549.7193525000002,1549.7193525000002,1554.5251262000002,1559.1221693000007,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Arm_Z_For', 'L_Base_Y_Back']",True,L_Arm_Z_For,2,robot,2,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Arm_Z_For.mp4,22,,,,,,,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,1571.6507852000013,1572.7395980000001,,,,,,,,,1576.3889320000017,1576.3889320000017,1576.3889320000017,1576.3889320000017,1576.3889320000017,1576.3889320000017,1576.3889320000017,1576.3889320000017,None,None,None,,,,,,,,,,,1563.2908050000005,1563.2908050000005,None,,,,,1572.7395980000001,1572.7395980000001,1572.7395980000001,c,3.3063798999992287,1563.2908050000005,1563.2908050000005,1568.0891472000003,1572.7395980000001,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['L_Base_X_For', 'R_Base_X_Back']",True,R_Base_X_Back,2,robot,2,False,True,"['robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_X_Back.mp4']",robot_stimuli\R_Base_X_Back.mp4,22,,,,,,,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,1584.7453974,1577.471635400001,,,,,,,,,1589.5208748000005,1593.8021099000016,1589.5208748000005,1593.8021099000016,1589.5208748000005,1593.8021099000016,1589.5208748000005,1593.8021099000016,69.96913580246914,3.0568272000000434,space,,,4.221055999998498,,,,,,,,1576.3889320000017,1576.3889320000017,None,,,,,1585.8402277000005,1585.8402277000005,1585.8402277000005,c,3.500847999997859,1576.3889320000017,1576.3889320000017,1581.1163261000002,1585.8402277000005,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['F', 'K', 'T', 'L']",True,L,4,letter,3,True,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,1607.5148186000006,1608.5815307000012,,,,,,,,,1610.0040221,1610.0040221,1610.0040221,1610.0040221,1610.0040221,1610.0040221,1610.0040221,1610.0040221,None,None,None,,,,,,,,,,,1593.8021099000016,1593.8021099000016,space,3.7476982999978645,1605.4992265,1607.5148186000006,1608.5815307000012,1608.5815307000012,1608.5815307000012,1608.5815307000012,c,1.26364779999858,,,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['N', 'Q', 'T', 'C']",True,Q,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,1619.738390800001,1620.8026372000004,,,,,,,,,1622.0255566000014,1622.0255566000014,1622.0255566000014,1622.0255566000014,1622.0255566000014,1622.0255566000014,1622.0255566000014,1622.0255566000014,None,None,None,,,,,,,,,,,1610.0040221,1610.0040221,None,,1617.5300744000015,1619.738390800001,1620.8026372000004,1620.8026372000004,1620.8026372000004,1620.8026372000004,c,0.995127299998785,1610.0040221,1610.0040221,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['G', 'C', 'M', 'L']",False,N,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,1631.9694756000008,1633.0342367000012,,,,,,,,,1635.4581846,1635.4581846,1635.4581846,1635.4581846,1635.4581846,1635.4581846,1635.4581846,1635.4581846,None,None,None,,,,,,,,,,,1622.0255566000014,1622.0255566000014,None,,1629.7492649000014,1631.9694756000008,1633.0342367000012,1633.0342367000012,1633.0342367000012,1633.0342367000012,n,2.204364999997779,1622.0255566000014,1622.0255566000014,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['H', 'N', 'X', 'S']",False,K,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,1645.4036676000014,1646.4651062000012,,,,,,,,,1650.4971814,1650.4971814,1650.4971814,1650.4971814,1650.4971814,1650.4971814,1650.4971814,1650.4971814,None,None,None,,,,,,,,,,,1635.4581846,1635.4581846,None,,1643.3853955000013,1645.4036676000014,1646.4651062000012,1646.4651062000012,1646.4651062000012,1646.4651062000012,n,3.9098580999998376,1635.4581846,1635.4581846,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
"['B', 'X', 'H', 'S']",False,F,4,letter,3,False,False,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,22,,,,,,,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,1660.2531291000014,1661.3147593000012,,,,,,,,,1664.3491584000003,1664.3491584000003,1664.3491584000003,1664.3491584000003,1664.3491584000003,1664.3491584000003,1664.3491584000003,1664.3491584000003,None,None,None,,,,,,,,,,,1650.4971814,1650.4971814,None,,1658.2385124000011,1660.2531291000014,1661.3147593000012,1661.3147593000012,1661.3147593000012,1661.3147593000012,n,2.819311999997808,1650.4971814,1650.4971814,,,22,001,2024-08-01_13h11.24.718,robot_sternberg_sign,2022.2.5,60.05439727346326,
