subject,stimuli,condition,correct,f1,rt,rsme
0,letter,1,0.9629629629629629,0.9803921568627452,0.9301737333333145,3.6111111111111067
0,letter,2,0.9629629629629629,0.9628482972136223,2.6224790037035954,3.919753086419753
0,letter,3,0.9629629629629629,0.9628482972136223,2.312127703703612,5.514403292181069
0,robot,1,0.8148148148148149,0.8164201353055841,1.842058851851772,5.771604938271601
0,robot,2,0.7777777777777777,0.8229847494553377,5.737390155555431,8.806584362139915
0,robot,3,0.7777777777777778,0.7930283224400871,9.794978188888813,11.790123456790122
1,letter,1,1.0,1.0,1.0417757740740925,24.855967078189295
1,letter,2,1.0,1.0,1.6710909000000242,29.074074074074066
1,letter,3,0.8518518518518517,0.868664717348928,3.2796372999999965,33.34362139917695
1,robot,1,1.0,1.0,1.1458035407407305,26.19341563786008
1,robot,2,0.8888888888888888,0.887962962962963,4.218621033333376,33.90946502057613
1,robot,3,0.7777777777777777,0.8223684210526315,4.354374559259325,38.95061728395061
2,letter,1,0.9259259259259259,0.9258112601765852,0.5824818296296664,28.14814814814814
2,letter,2,0.7407407407407408,0.7372549019607844,5.9614557740741185,52.37654320987655
2,letter,3,0.8518518518518517,0.8671023965141612,1.523117533333306,58.806584362139915
2,robot,1,0.7407407407407408,0.7513227513227513,0.673367548148144,43.888888888888886
2,robot,2,0.6666666666666666,0.6922015182884748,1.8120782555555452,53.91975308641975
2,robot,3,0.25925925925925924,0.3017740429505135,8.44673509259263,91.41975308641975
3,letter,1,0.9629629629629629,0.9628482972136223,0.6301838481481502,5.205761316872423
3,letter,2,0.8148148148148148,0.8436647173489279,3.2254609592592205,36.84156378600824
3,letter,3,0.7777777777777777,0.7774337805297558,4.7732377222222615,41.934156378600825
3,robot,1,0.9259259259259259,0.9259259259259259,1.1130109592592323,11.275720164609053
3,robot,2,0.8888888888888888,0.8882352941176471,6.06848641111111,35.81275720164609
3,robot,3,0.5555555555555555,0.5444444444444444,7.992023148148129,45.89506172839507
5,letter,1,1.0,1.0,0.6261205555556438,26.810699588477366
5,letter,2,0.9629629629629629,0.9628482972136223,1.7537793037037632,43.42592592592593
5,letter,3,0.9629629629629629,0.9628482972136223,2.7760660814815306,47.02674897119342
5,robot,1,0.9629629629629629,0.9803921568627452,1.0685879814815695,27.685185185185187
5,robot,2,0.9629629629629629,0.9628482972136223,2.975676766666706,56.491769547325106
5,robot,3,0.8518518518518517,0.8494397759103641,3.30677582962968,62.51028806584363
6,letter,1,0.9259259259259259,0.9258112601765852,1.0577367000001365,17.65432098765432
6,letter,2,0.7777777777777777,0.7919103313840156,3.027744277777873,28.405349794238685
6,letter,3,0.8518518518518517,0.8661064425770308,2.870894318518603,30.0
6,robot,1,0.6296296296296297,0.6497354497354497,2.352064207407466,36.995884773662546
6,robot,2,0.5555555555555555,0.5750000000000001,4.103763918518674,46.51234567901235
6,robot,3,0.3333333333333333,0.33863089095287235,5.2355189074074895,53.55967078189301
7,letter,1,0.9629629629629629,0.9628482972136223,1.4022960259257902,27.427983539094644
7,letter,2,0.8888888888888888,0.9057017543859649,5.219955229629973,45.84362139917696
7,letter,3,0.7777777777777777,0.7905056759545924,6.568259674074027,51.553497942386834
7,robot,1,0.7777777777777777,0.7876750700280112,3.26760421851887,52.37654320987654
7,robot,2,0.6296296296296297,0.6313131313131314,6.358989529629913,56.543209876543216
7,robot,3,0.4074074074074074,0.4128851540616247,6.784450111111289,58.086419753086425
8,letter,1,0.8148148148148149,0.8472222222222223,1.0215561222221536,21.71810699588477
8,letter,2,0.6666666666666666,0.6775599128540305,2.430245462962923,28.662551440329214
8,letter,3,0.6666666666666666,0.6783625730994153,2.34417955925926,47.79835390946502
8,robot,1,0.7777777777777777,0.7695906432748538,1.2965472185184295,33.29218106995884
8,robot,2,0.5555555555555556,0.5710784313725491,2.896542974074026,48.31275720164609
8,robot,3,0.48148148148148145,0.5171052631578948,4.611725462962829,53.302469135802475
9,letter,1,1.0,1.0,1.003307300000076,16.625514403292176
9,letter,2,0.9259259259259259,0.9250000000000002,2.6377333407408408,32.67489711934156
9,letter,3,0.9259259259259259,0.9432404540763674,2.8559941777778337,43.32304526748971
9,robot,1,0.8888888888888888,0.8857142857142857,1.1615829259260093,33.395061728395056
9,robot,2,0.8518518518518517,0.85,2.7482345222222846,39.15637860082305
9,robot,3,0.6666666666666666,0.7058823529411765,3.73243322962966,44.55761316872428
10,letter,1,0.9259259259259259,0.9607843137254902,1.274506362963048,7.932098765432097
10,letter,2,0.9629629629629629,0.9628482972136223,2.2044785703703247,25.73045267489712
10,letter,3,0.9629629629629629,0.9803921568627452,2.797155718518196,43.63168724279836
10,robot,1,0.9629629629629629,0.9628482972136223,2.2949803259260886,15.082304526748969
10,robot,2,0.9259259259259259,0.9432404540763674,3.1135219185183547,40.44238683127572
10,robot,3,0.7777777777777777,0.7697368421052633,4.256388511111355,59.78395061728395
12,letter,1,0.9259259259259259,0.9432404540763674,1.0566322706915714,15.317460317460316
12,letter,2,0.9629629629629629,0.9803921568627452,1.6785135151714914,30.978835978835974
12,letter,3,0.8888888888888888,0.8882352941176471,3.2226121819026217,42.56613756613757
12,robot,1,0.9629629629629629,0.9628482972136223,1.5966097262894943,26.375661375661377
12,robot,2,0.9629629629629629,0.9803921568627452,1.9311599299760052,30.608465608465607
12,robot,3,0.9259259259259259,0.9607843137254902,3.9399952411099717,43.3068783068783
13,letter,1,0.8888888888888888,0.8881578947368421,0.7167283777768413,19.02116402116402
13,letter,2,0.9259259259259259,0.9432404540763674,1.6050239592376683,30.396825396825403
13,letter,3,0.8518518518518517,0.8720588235294118,2.671157722240659,38.544973544973544
13,robot,1,0.7407407407407408,0.7529239766081872,2.528860748141866,21.772486772486772
13,robot,2,0.7777777777777777,0.7899610136452241,4.7794884777696875,63.67724867724868
13,robot,3,0.5925925925925926,0.6560391363022943,4.75238390373825,71.98412698412699
14,letter,1,1.0,1.0,0.35180059630699734,20.132275132275133
14,letter,2,0.9259259259259259,0.9258112601765852,1.4763604406853792,26.640211640211636
14,letter,3,0.9629629629629629,0.9803921568627452,2.6139846814934304,36.6931216931217
14,robot,1,1.0,1.0,1.087121611116109,38.7037037037037
14,robot,2,0.9259259259259259,0.9432404540763674,2.8996495407212666,46.42857142857142
14,robot,3,0.7777777777777777,0.8208061002178649,4.377758803725657,65.15873015873017
