sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,49.88174219999996,49.88174219999996,f,385.87856020000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
,,,,,,,,,,,,,,,,,,,,,,,,,435.8212388000002,435.8212388000002,space,45.86080769999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,519,519,519,,,,,,,,,,,,,3169.9056226000002,,,,,,,,3173.0092628,3173.0092628,3173.0092628,3173.0092628,3173.0092628,3173.0092628,3173.0092628,3173.0092628,None,None,None,,,,,,,,,,,3169.9056226000002,3169.9056226000002,None,,,3170.9735008999996,n,0.7480537999999797,3169.9056226000002,3169.9056226000002,3170.9735008999996,3173.0092628,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
F,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,520,520,520,,,,,,,,,,,,,3173.0092628,3174.0737538000003,,,,,,,3176.3039103,3176.3039103,3176.3039103,3176.3039103,3176.3039103,3176.3039103,3176.3039103,3176.3039103,None,None,None,,,,,,,,,,,3173.0092628,3173.0092628,None,,,3174.0737538000003,n,0.36740439999903174,3173.0092628,3173.0092628,3174.0737538000003,3176.3039103,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
T,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,521,521,521,,,,,,,,,,,,,3176.3039103,3177.3699158,,,,,,,3179.3978380999997,3179.3978380999997,3179.3978380999997,3179.3978380999997,3179.3978380999997,3179.3978380999997,3179.3978380999997,3179.3978380999997,None,None,None,,,,,,,,,,,3176.3039103,3176.3039103,None,,,3177.3699158,n,0.6555732999995598,3176.3039103,3176.3039103,3177.3699158,3179.3978380999997,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
D,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,522,522,522,,,,,,,,,,,,,3179.3978380999997,3180.4569041000004,,,,,,,3182.6882996000004,3182.6882996000004,3182.6882996000004,3182.6882996000004,3182.6882996000004,3182.6882996000004,3182.6882996000004,3182.6882996000004,None,None,None,,,,,,,,,,,3179.3978380999997,3179.3978380999997,None,,,3180.4569041000004,n,0.8723766999992222,3179.3978380999997,3179.3978380999997,3180.4569041000004,3182.6882996000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
J,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,523,523,523,,,,,,,,,,,,,3182.6882996000004,,,,,,,,3185.7905613000003,3185.7905613000003,3185.7905613000003,3185.7905613000003,3185.7905613000003,3185.7905613000003,3185.7905613000003,3185.7905613000003,None,None,None,,,,,,,,,,,3182.6882996000004,3182.6882996000004,None,,,3183.7578241,n,1.8119217000003118,3182.6882996000004,3182.6882996000004,3183.7578241,3185.7905613000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,524,524,524,,,,,,,,,,,,,3185.7905613000003,3186.8665710000005,,,,,,,3188.8932133999997,3188.8932133999997,3188.8932133999997,3188.8932133999997,3188.8932133999997,3188.8932133999997,3188.8932133999997,3188.8932133999997,None,None,None,,,,,,,,,,,3185.7905613000003,3185.7905613000003,None,,,3186.8665710000005,None,,3185.7905613000003,3185.7905613000003,3186.8665710000005,3188.8932133999997,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,525,525,525,,,,,,,,,,,,,3188.8932133999997,3189.9580793000005,,,,,,,3191.9866770999997,3191.9866770999997,3191.9866770999997,3191.9866770999997,3191.9866770999997,3191.9866770999997,3191.9866770999997,3191.9866770999997,None,None,None,,,,,,,,,,,3188.8932133999997,3188.8932133999997,None,,,3189.9580793000005,n,0.2280055999999604,3188.8932133999997,3188.8932133999997,3189.9580793000005,3191.9866770999997,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
X,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,526,526,526,,,,,,,,,,,,,3191.9866770999997,3193.0405708999997,,,,,,,3195.0708949,3195.0708949,3195.0708949,3195.0708949,3195.0708949,3195.0708949,3195.0708949,3195.0708949,None,None,None,,,,,,,,,,,3191.9866770999997,3191.9866770999997,None,,,3193.0405708999997,n,0.2575459999998202,3191.9866770999997,3191.9866770999997,3193.0405708999997,3195.0708949,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
F,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,527,527,527,,,,,,,,,,,,,3195.0708949,3196.1261108999997,,,,,,,3198.1534135,3198.1534135,3198.1534135,3198.1534135,3198.1534135,3198.1534135,3198.1534135,3198.1534135,None,None,None,,,,,,,,,,,3195.0708949,3195.0708949,None,,,3196.1261108999997,n,0.24385540000002948,3195.0708949,3195.0708949,3196.1261108999997,3198.1534135,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
X,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,528,528,528,,,,,,,,,,,,,3198.1534135,3199.2071968,,,,,,,3201.4320848999996,3201.4320848999996,3201.4320848999996,3201.4320848999996,3201.4320848999996,3201.4320848999996,3201.4320848999996,3201.4320848999996,None,None,None,,,,,,,,,,,3198.1534135,3198.1534135,None,,,3199.2071968,n,0.5627173000002585,3198.1534135,3198.1534135,3199.2071968,3201.4320848999996,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
X,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,529,529,529,,,,,,,,,,,,,3201.4320848999996,3202.4909662,,,,,,,3204.7149455,3204.7149455,3204.7149455,3204.7149455,3204.7149455,3204.7149455,3204.7149455,3204.7149455,None,None,None,,,,,,,,,,,3201.4320848999996,3201.4320848999996,None,,,3202.4909662,n,1.35130719999961,3201.4320848999996,3201.4320848999996,3202.4909662,3204.7149455,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
Q,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,530,530,530,,,,,,,,,,,,,3204.7149455,3205.7743131999996,,,,,,,3207.7988103,3207.7988103,3207.7988103,3207.7988103,3207.7988103,3207.7988103,3207.7988103,3207.7988103,None,None,None,,,,,,,,,,,3204.7149455,3204.7149455,None,,,3205.7743131999996,n,0.5398476000000301,3204.7149455,3204.7149455,3205.7743131999996,3207.7988103,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,531,531,531,,,,,,,,,,,,,3207.7988103,3208.8565009000004,,,,,,,3210.8870828999998,3210.8870828999998,3210.8870828999998,3210.8870828999998,3210.8870828999998,3210.8870828999998,3210.8870828999998,3210.8870828999998,None,None,None,,,,,,,,,,,3207.7988103,3207.7988103,None,,,3208.8565009000004,n,0.5056338999993386,3207.7988103,3207.7988103,3208.8565009000004,3210.8870828999998,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
Q,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,532,532,532,,,,,,,,,,,,,3210.8870828999998,3211.9392838000003,,,,,,,3214.1649316000003,3214.1649316000003,3214.1649316000003,3214.1649316000003,3214.1649316000003,3214.1649316000003,3214.1649316000003,3214.1649316000003,None,None,None,,,,,,,,,,,3210.8870828999998,3210.8870828999998,None,,,3211.9392838000003,n,0.6787037999993117,3210.8870828999998,3210.8870828999998,3211.9392838000003,3214.1649316000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
H,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,533,533,533,,,,,,,,,,,,,3214.1649316000003,3215.2250494,,,,,,,3217.2578798000004,3217.2578798000004,3217.2578798000004,3217.2578798000004,3217.2578798000004,3217.2578798000004,3217.2578798000004,3217.2578798000004,None,None,None,,,,,,,,,,,3214.1649316000003,3214.1649316000003,None,,,3215.2250494,n,0.6167001000003438,3214.1649316000003,3214.1649316000003,3215.2250494,3217.2578798000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
Q,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,534,534,534,,,,,,,,,,,,,3217.2578798000004,3218.3238018,,,,,,,3220.5543843000005,3220.5543843000005,3220.5543843000005,3220.5543843000005,3220.5543843000005,3220.5543843000005,3220.5543843000005,3220.5543843000005,None,None,None,,,,,,,,,,,3217.2578798000004,3217.2578798000004,None,,,3218.3238018,c,0.750947599999563,3217.2578798000004,3217.2578798000004,3218.3238018,3220.5543843000005,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,535,535,535,,,,,,,,,,,,,3220.5543843000005,3221.6091206,,,,,,,3223.6355469,3223.6355469,3223.6355469,3223.6355469,3223.6355469,3223.6355469,3223.6355469,3223.6355469,None,None,None,,,,,,,,,,,3220.5543843000005,3220.5543843000005,None,,,3221.6091206,n,0.5373579999995854,3220.5543843000005,3220.5543843000005,3221.6091206,3223.6355469,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
Q,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,536,536,536,,,,,,,,,,,,,3223.6355469,3224.6908998999997,,,,,,,3226.7179273,3226.7179273,3226.7179273,3226.7179273,3226.7179273,3226.7179273,3226.7179273,3226.7179273,None,None,None,,,,,,,,,,,3223.6355469,3223.6355469,None,,,3224.6908998999997,c,0.6075399000001198,3223.6355469,3223.6355469,3224.6908998999997,3226.7179273,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,537,537,537,,,,,,,,,,,,,3226.7179273,3227.7736654,,,,,,,3229.8055618,3229.8055618,3229.8055618,3229.8055618,3229.8055618,3229.8055618,3229.8055618,3229.8055618,None,None,None,,,,,,,,,,,3226.7179273,3226.7179273,None,,,3227.7736654,n,1.0528718999994453,3226.7179273,3226.7179273,3227.7736654,3229.8055618,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,538,538,538,,,,,,,,,,,,,3229.8055618,,,,,,,,3233.1004647,3233.1004647,3233.1004647,3233.1004647,3233.1004647,3233.1004647,3233.1004647,3233.1004647,None,None,None,,,,,,,,,,,3229.8055618,3229.8055618,None,,,3230.8717489,n,1.674893699999302,3229.8055618,3229.8055618,3230.8717489,3233.1004647,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
N,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,539,539,539,,,,,,,,,,,,,3233.1004647,3234.1562216,,,,,,,3236.1828465,3236.1828465,3236.1828465,3236.1828465,3236.1828465,3236.1828465,3236.1828465,3236.1828465,None,None,None,,,,,,,,,,,3233.1004647,3233.1004647,None,,,3234.1562216,c,1.388961499999823,3233.1004647,3233.1004647,3234.1562216,3236.1828465,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,540,540,540,,,,,,,,,,,,,3236.1828465,3237.240825,,,,,,,3239.2677185000002,3239.2677185000002,3239.2677185000002,3239.2677185000002,3239.2677185000002,3239.2677185000002,3239.2677185000002,3239.2677185000002,None,None,None,,,,,,,,,,,3236.1828465,3236.1828465,None,,,3237.240825,n,1.0974904999993669,3236.1828465,3236.1828465,3237.240825,3239.2677185000002,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,541,541,541,,,,,,,,,,,,,3239.2677185000002,3240.3235428999997,,,,,,,3242.5566971,3242.5566971,3242.5566971,3242.5566971,3242.5566971,3242.5566971,3242.5566971,3242.5566971,None,None,None,,,,,,,,,,,3239.2677185000002,3239.2677185000002,None,,,3240.3235428999997,n,0.48737309999978606,3239.2677185000002,3239.2677185000002,3240.3235428999997,3242.5566971,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
P,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,542,542,542,,,,,,,,,,,,,3242.5566971,,,,,,,,3245.8542923000005,3245.8542923000005,3245.8542923000005,3245.8542923000005,3245.8542923000005,3245.8542923000005,3245.8542923000005,3245.8542923000005,None,None,None,,,,,,,,,,,3242.5566971,3242.5566971,None,,,3243.6231565999997,n,0.3057774999997491,3242.5566971,3242.5566971,3243.6231565999997,3245.8542923000005,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
X,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,543,543,543,,,,,,,,,,,,,3245.8542923000005,3246.9078494000005,,,,,,,3249.1402023,3249.1402023,3249.1402023,3249.1402023,3249.1402023,3249.1402023,3249.1402023,3249.1402023,None,None,None,,,,,,,,,,,3245.8542923000005,3245.8542923000005,None,,,3246.9078494000005,n,0.19801919999918027,3245.8542923000005,3245.8542923000005,3246.9078494000005,3249.1402023,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
W,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,544,544,544,,,,,,,,,,,,,3249.1402023,,,,,,,,3252.4330169000004,3252.4330169000004,3252.4330169000004,3252.4330169000004,3252.4330169000004,3252.4330169000004,3252.4330169000004,3252.4330169000004,None,None,None,,,,,,,,,,,3249.1402023,3249.1402023,None,,,3250.2076439,n,0.22705369999948743,3249.1402023,3249.1402023,3250.2076439,3252.4330169000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
B,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,545,545,545,,,,,,,,,,,,,3252.4330169000004,3253.4912418000004,,,,,,,3255.5206297000004,3255.5206297000004,3255.5206297000004,3255.5206297000004,3255.5206297000004,3255.5206297000004,3255.5206297000004,3255.5206297000004,None,None,None,,,,,,,,,,,3252.4330169000004,3252.4330169000004,None,,,3253.4912418000004,n,0.19892329999947833,3252.4330169000004,3252.4330169000004,3253.4912418000004,3255.5206297000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,546,546,546,,,,,,,,,,,,,3255.5206297000004,3256.5738162999996,,,,,,,3258.8044712,3258.8044712,3258.8044712,3258.8044712,3258.8044712,3258.8044712,3258.8044712,3258.8044712,None,None,None,,,,,,,,,,,3255.5206297000004,3255.5206297000004,None,,,3256.5738162999996,n,0.14827609999883862,3255.5206297000004,3255.5206297000004,3256.5738162999996,3258.8044712,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
T,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,547,547,547,,,,,,,,,,,,,3258.8044712,3259.8601795000004,,,,,,,3261.8824443000003,3261.8824443000003,3261.8824443000003,3261.8824443000003,3261.8824443000003,3261.8824443000003,3261.8824443000003,3261.8824443000003,None,None,None,,,,,,,,,,,3258.8044712,3258.8044712,None,,,3259.8601795000004,n,0.23696469999958936,3258.8044712,3258.8044712,3259.8601795000004,3261.8824443000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
H,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,548,548,548,,,,,,,,,,,,,3261.8824443000003,3262.9412475,,,,,,,3264.9657895,3264.9657895,3264.9657895,3264.9657895,3264.9657895,3264.9657895,3264.9657895,3264.9657895,None,None,None,,,,,,,,,,,3261.8824443000003,3261.8824443000003,None,,,3262.9412475,n,0.22050229999967996,3261.8824443000003,3261.8824443000003,3262.9412475,3264.9657895,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
B,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,549,549,549,,,,,,,,,,,,,3264.9657895,3266.0272391999997,,,,,,,3268.0487000000003,3268.0487000000003,3268.0487000000003,3268.0487000000003,3268.0487000000003,3268.0487000000003,3268.0487000000003,3268.0487000000003,None,None,None,,,,,,,,,,,3264.9657895,3264.9657895,None,,,3266.0272391999997,n,0.3584382999997615,3264.9657895,3264.9657895,3266.0272391999997,3268.0487000000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
H,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,550,550,550,,,,,,,,,,,,,3268.0487000000003,3269.1072004,,,,,,,3271.3343364,3271.3343364,3271.3343364,3271.3343364,3271.3343364,3271.3343364,3271.3343364,3271.3343364,None,None,None,,,,,,,,,,,3268.0487000000003,3268.0487000000003,None,,,3269.1072004,n,0.2477095999993253,3268.0487000000003,3268.0487000000003,3269.1072004,3271.3343364,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
C,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,551,551,551,,,,,,,,,,,,,3271.3343364,3272.3914883999996,,,,,,,3274.4214395,3274.4214395,3274.4214395,3274.4214395,3274.4214395,3274.4214395,3274.4214395,3274.4214395,None,None,None,,,,,,,,,,,3271.3343364,3271.3343364,None,,,3272.3914883999996,n,1.1553682999992816,3271.3343364,3271.3343364,3272.3914883999996,3274.4214395,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,552,552,552,,,,,,,,,,,,,3274.4214395,,,,,,,,3277.5188442,3277.5188442,3277.5188442,3277.5188442,3277.5188442,3277.5188442,3277.5188442,3277.5188442,None,None,None,,,,,,,,,,,3274.4214395,3274.4214395,None,,,3275.4911639,n,0.4636238000002777,3274.4214395,3274.4214395,3275.4911639,3277.5188442,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
N,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,553,553,553,,,,,,,,,,,,,3277.5188442,3278.5748888,,,,,,,3280.8073379999996,3280.8073379999996,3280.8073379999996,3280.8073379999996,3280.8073379999996,3280.8073379999996,3280.8073379999996,3280.8073379999996,None,None,None,,,,,,,,,,,3277.5188442,3277.5188442,None,,,3278.5748888,c,1.2358664000003046,3277.5188442,3277.5188442,3278.5748888,3280.8073379999996,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,554,554,554,,,,,,,,,,,,,3280.8073379999996,3281.8855129000003,,,,,,,3283.9190197,3283.9190197,3283.9190197,3283.9190197,3283.9190197,3283.9190197,3283.9190197,3283.9190197,None,None,None,,,,,,,,,,,3280.8073379999996,3280.8073379999996,None,,,3281.8855129000003,c,0.9651750999992146,3280.8073379999996,3280.8073379999996,3281.8855129000003,3283.9190197,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,555,555,555,,,,,,,,,,,,,3283.9190197,3284.9750688000004,,,,,,,3287.0055715999997,3287.0055715999997,3287.0055715999997,3287.0055715999997,3287.0055715999997,3287.0055715999997,3287.0055715999997,3287.0055715999997,None,None,None,,,,,,,,,,,3283.9190197,3283.9190197,None,,,3284.9750688000004,n,0.7708229999998366,3283.9190197,3283.9190197,3284.9750688000004,3287.0055715999997,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
K,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,556,556,556,,,,,,,,,,,,,3287.0055715999997,,,,,,,,3290.1018805000003,3290.1018805000003,3290.1018805000003,3290.1018805000003,3290.1018805000003,3290.1018805000003,3290.1018805000003,3290.1018805000003,None,None,None,,,,,,,,,,,3287.0055715999997,3287.0055715999997,None,,,3288.0749139,n,0.47023519999947894,3287.0055715999997,3287.0055715999997,3288.0749139,3290.1018805000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,557,557,557,,,,,,,,,,,,,3290.1018805000003,3291.1574903,,,,,,,3293.1868543,3293.1868543,3293.1868543,3293.1868543,3293.1868543,3293.1868543,3293.1868543,3293.1868543,None,None,None,,,,,,,,,,,3290.1018805000003,3290.1018805000003,None,,,3291.1574903,c,0.8451748999996198,3290.1018805000003,3290.1018805000003,3291.1574903,3293.1868543,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,558,558,558,,,,,,,,,,,,,3293.1868543,3294.2411596,,,,,,,3296.2738503,3296.2738503,3296.2738503,3296.2738503,3296.2738503,3296.2738503,3296.2738503,3296.2738503,None,None,None,,,,,,,,,,,3293.1868543,3293.1868543,None,,,3294.2411596,n,1.073308499999257,3293.1868543,3293.1868543,3294.2411596,3296.2738503,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
M,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,559,559,559,,,,,,,,,,,,,3296.2738503,3297.3410363000003,,,,,,,3299.3711358,3299.3711358,3299.3711358,3299.3711358,3299.3711358,3299.3711358,3299.3711358,3299.3711358,None,None,None,,,,,,,,,,,3296.2738503,3296.2738503,None,,,3297.3410363000003,c,1.3968232999995962,3296.2738503,3296.2738503,3297.3410363000003,3299.3711358,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
W,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,560,560,560,,,,,,,,,,,,,3299.3711358,3300.4243151,,,,,,,3302.6520938000003,3302.6520938000003,3302.6520938000003,3302.6520938000003,3302.6520938000003,3302.6520938000003,3302.6520938000003,3302.6520938000003,None,None,None,,,,,,,,,,,3299.3711358,3299.3711358,None,,,3300.4243151,n,0.6809058999997433,3299.3711358,3299.3711358,3300.4243151,3302.6520938000003,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
S,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,561,561,561,,,,,,,,,,,,,3302.6520938000003,3303.7111225,,,,,,,3305.736078,3305.736078,3305.736078,3305.736078,3305.736078,3305.736078,3305.736078,3305.736078,None,None,None,,,,,,,,,,,3302.6520938000003,3302.6520938000003,None,,,3303.7111225,n,0.48305030000028637,3302.6520938000003,3302.6520938000003,3303.7111225,3305.736078,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,562,562,562,,,,,,,,,,,,,3305.736078,3306.7906032,,,,,,,3309.0245383,3309.0245383,3309.0245383,3309.0245383,3309.0245383,3309.0245383,3309.0245383,3309.0245383,None,None,None,,,,,,,,,,,3305.736078,3305.736078,None,,,3306.7906032,n,1.0433302999999796,3305.736078,3305.736078,3306.7906032,3309.0245383,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
S,True,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,563,563,563,,,,,,,,,,,,,3309.0245383,3310.0975502,,,,,,,3312.1252430000004,3312.1252430000004,3312.1252430000004,3312.1252430000004,3312.1252430000004,3312.1252430000004,3312.1252430000004,3312.1252430000004,None,None,None,,,,,,,,,,,3309.0245383,3309.0245383,None,,,3310.0975502,c,0.8239402999997765,3309.0245383,3309.0245383,3310.0975502,3312.1252430000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
B,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,564,564,564,,,,,,,,,,,,,3312.1252430000004,3313.1908282000004,,,,,,,3315.4192902000004,3315.4192902000004,3315.4192902000004,3315.4192902000004,3315.4192902000004,3315.4192902000004,3315.4192902000004,3315.4192902000004,None,None,None,,,,,,,,,,,3312.1252430000004,3312.1252430000004,None,,,3313.1908282000004,n,0.5144742999991649,3312.1252430000004,3312.1252430000004,3313.1908282000004,3315.4192902000004,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
T,False,2,letter,2,False,False,robot_stimuli\\filler.mp4,1,,,,,,,,,0,565,565,565,,,,,,,,,,,,,3315.4192902000004,3316.4745742000005,,,,,,,3318.5058362,3318.5058362,3318.5058362,3318.5058362,3318.5058362,3318.5058362,3318.5058362,3318.5058362,None,None,None,,,,,,,,,,,3315.4192902000004,3315.4192902000004,None,,,3316.4745742000005,n,0.35977639999964595,3315.4192902000004,3315.4192902000004,3316.4745742000005,3318.5058362,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
