sequence,is_target,condition,stimuli,block,is_block_beginning,is_block_ending,fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_robot_intro_text.started,training_robot_intro_key.started,training_robot_intro_key.keys,training_robot_intro_key.rt,cross.started,cross.stopped,training_letter.started,training_robot_key.started,training_robot_question.started,training_robot_keys.started,training_letter.stopped,training_robot_key.keys,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_robot_intro_text.stopped,training_robot_intro_key.stopped,training_robot_key.rt,RSME_key.rt,training_robot_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,movie.started,key.started,key.keys,key.rt,block_intro_text.stopped,block_intro_key.stopped,letter.started,letter.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,49.88174219999996,49.88174219999996,f,385.87856020000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
,,,,,,,,,,,,,,,,,,,,,,,,,435.8212388000002,435.8212388000002,space,45.86080769999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Head_Y_For,True,1,robot,1,False,False,robot_stimuli\R_Head_Y_For.mp4,1,,,,,,,,,0,152,152,152,,,,,,,,,,,,,1485.001678,1486.0755434000002,,,,,,,1489.7153170000001,1489.7153170000001,1489.7153170000001,1489.7153170000001,1489.7153170000001,1489.7153170000001,1489.7153170000001,1489.7153170000001,None,None,None,,,,,,,,,,,1485.001678,1485.001678,None,,1486.0755434000002,1486.0755434000002,n,2.2290723999997226,1485.001678,1485.001678,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_X_Back.mp4,1,,,,,,,,,0,153,153,153,,,,,,,,,,,,,1489.7153170000001,1490.7955760999998,,,,,,,1494.4477677,1494.4477677,1494.4477677,1494.4477677,1494.4477677,1494.4477677,1494.4477677,1494.4477677,None,None,None,,,,,,,,,,,1489.7153170000001,1489.7153170000001,None,,1490.7955760999998,1490.7955760999998,n,0.9026984999998149,1489.7153170000001,1489.7153170000001,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_For.mp4,1,,,,,,,,,0,154,154,154,,,,,,,,,,,,,1494.4477677,1495.5305272,,,,,,,1499.1807009,1499.1807009,1499.1807009,1499.1807009,1499.1807009,1499.1807009,1499.1807009,1499.1807009,None,None,None,,,,,,,,,,,1494.4477677,1494.4477677,None,,1495.5305272,1495.5305272,n,1.895346500000187,1494.4477677,1494.4477677,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,1,,,,,,,,,0,155,155,155,,,,,,,,,,,,,1499.1807009,1500.2639155000002,,,,,,,1503.9135422,1503.9135422,1503.9135422,1503.9135422,1503.9135422,1503.9135422,1503.9135422,1503.9135422,None,None,None,,,,,,,,,,,1499.1807009,1499.1807009,None,,1500.2639155000002,1500.2639155000002,n,0.7459863999999925,1499.1807009,1499.1807009,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_X_For,False,1,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,0,156,156,156,,,,,,,,,,,,,1503.9135422,1504.995673,,,,,,,1508.5587638000002,1508.5587638000002,1508.5587638000002,1508.5587638000002,1508.5587638000002,1508.5587638000002,1508.5587638000002,1508.5587638000002,None,None,None,,,,,,,,,,,1503.9135422,1503.9135422,None,,1504.995673,1504.995673,c,2.4931725999997525,1503.9135422,1503.9135422,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_X_For,True,1,robot,1,False,False,robot_stimuli\L_Base_X_For.mp4,1,,,,,,,,,0,157,157,157,,,,,,,,,,,,,1508.5587638000002,1509.6403485,,,,,,,1513.2111427,1513.2111427,1513.2111427,1513.2111427,1513.2111427,1513.2111427,1513.2111427,1513.2111427,None,None,None,,,,,,,,,,,1508.5587638000002,1508.5587638000002,None,,1509.6403485,1509.6403485,c,1.7057099999999537,1508.5587638000002,1508.5587638000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,1,,,,,,,,,0,158,158,158,,,,,,,,,,,,,1513.2111427,1514.2957629000002,,,,,,,1517.9355147,1517.9355147,1517.9355147,1517.9355147,1517.9355147,1517.9355147,1517.9355147,1517.9355147,None,None,None,,,,,,,,,,,1513.2111427,1513.2111427,None,,1514.2957629000002,1514.2957629000002,n,1.5375427999995281,1513.2111427,1513.2111427,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Arm_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Arm_Z_Back.mp4,1,,,,,,,,,0,159,159,159,,,,,,,,,,,,,1517.9355147,,,,,,,,1522.6594398000002,1522.6594398000002,1522.6594398000002,1522.6594398000002,1522.6594398000002,1522.6594398000002,1522.6594398000002,1522.6594398000002,None,None,None,,,,,,,,,,,1517.9355147,1517.9355147,None,,1519.0291330999999,1519.0291330999999,n,1.9244449000000259,1517.9355147,1517.9355147,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_X_Back.mp4,1,,,,,,,,,0,160,160,160,,,,,,,,,,,,,1522.6594398000002,1523.7447623000003,,,,,,,1527.3846272,1527.3846272,1527.3846272,1527.3846272,1527.3846272,1527.3846272,1527.3846272,1527.3846272,None,None,None,,,,,,,,,,,1522.6594398000002,1522.6594398000002,None,,1523.7447623000003,1523.7447623000003,n,1.6890108000000055,1522.6594398000002,1522.6594398000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_X_For,False,1,robot,1,False,False,robot_stimuli\R_Base_X_For.mp4,1,,,,,,,,,0,161,161,161,,,,,,,,,,,,,1527.3846272,1528.4620247000003,,,,,,,1532.0928548000002,1532.0928548000002,1532.0928548000002,1532.0928548000002,1532.0928548000002,1532.0928548000002,1532.0928548000002,1532.0928548000002,None,None,None,,,,,,,,,,,1527.3846272,1527.3846272,None,,1528.4620247000003,1528.4620247000003,n,2.9239100000002054,1527.3846272,1527.3846272,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_X_For,True,1,robot,1,False,False,robot_stimuli\R_Base_X_For.mp4,1,,,,,,,,,0,162,162,162,,,,,,,,,,,,,1532.0928548000002,1533.1761655999999,,,,,,,1536.8168104000001,1536.8168104000001,1536.8168104000001,1536.8168104000001,1536.8168104000001,1536.8168104000001,1536.8168104000001,1536.8168104000001,None,None,None,,,,,,,,,,,1532.0928548000002,1532.0928548000002,None,,1533.1761655999999,1533.1761655999999,n,1.6257187999997313,1532.0928548000002,1532.0928548000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,1,,,,,,,,,0,163,163,163,,,,,,,,,,,,,1536.8168104000001,1537.895329,,,,,,,1541.5595567999999,1541.5595567999999,1541.5595567999999,1541.5595567999999,1541.5595567999999,1541.5595567999999,1541.5595567999999,1541.5595567999999,None,None,None,,,,,,,,,,,1536.8168104000001,1536.8168104000001,None,,1537.895329,1537.895329,n,1.3218945000000986,1536.8168104000001,1536.8168104000001,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,1,,,,,,,,,0,164,164,164,,,,,,,,,,,,,1541.5595567999999,1542.6442841000003,,,,,,,1546.2848303,1546.2848303,1546.2848303,1546.2848303,1546.2848303,1546.2848303,1546.2848303,1546.2848303,None,None,None,,,,,,,,,,,1541.5595567999999,1541.5595567999999,None,,1542.6442841000003,1542.6442841000003,n,3.2364436999998816,1541.5595567999999,1541.5595567999999,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,1,,,,,,,,,0,165,165,165,,,,,,,,,,,,,1546.2848303,1547.3620177000003,,,,,,,1550.9930666,1550.9930666,1550.9930666,1550.9930666,1550.9930666,1550.9930666,1550.9930666,1550.9930666,None,None,None,,,,,,,,,,,1546.2848303,1546.2848303,None,,1547.3620177000003,1547.3620177000003,None,,1546.2848303,1546.2848303,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_Back.mp4,1,,,,,,,,,0,166,166,166,,,,,,,,,,,,,1550.9930666,1552.0792584,,,,,,,1555.7095589,1555.7095589,1555.7095589,1555.7095589,1555.7095589,1555.7095589,1555.7095589,1555.7095589,None,None,None,,,,,,,,,,,1550.9930666,1550.9930666,None,,1552.0792584,1552.0792584,None,,1550.9930666,1550.9930666,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_For.mp4,1,,,,,,,,,0,167,167,167,,,,,,,,,,,,,1555.7095589,1556.7975848,,,,,,,1560.4489373000001,1560.4489373000001,1560.4489373000001,1560.4489373000001,1560.4489373000001,1560.4489373000001,1560.4489373000001,1560.4489373000001,None,None,None,,,,,,,,,,,1555.7095589,1555.7095589,None,,1556.7975848,1556.7975848,n,2.5551029999999173,1555.7095589,1555.7095589,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,1,,,,,,,,,0,168,168,168,,,,,,,,,,,,,1560.4489373000001,1561.5295216,,,,,,,1565.1597825,1565.1597825,1565.1597825,1565.1597825,1565.1597825,1565.1597825,1565.1597825,1565.1597825,None,None,None,,,,,,,,,,,1560.4489373000001,1560.4489373000001,None,,1561.5295216,1561.5295216,n,2.359554800000069,1560.4489373000001,1560.4489373000001,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,1,,,,,,,,,0,169,169,169,,,,,,,,,,,,,1565.1597825,1566.2663016000001,,,,,,,1569.9152745000001,1569.9152745000001,1569.9152745000001,1569.9152745000001,1569.9152745000001,1569.9152745000001,1569.9152745000001,1569.9152745000001,None,None,None,,,,,,,,,,,1565.1597825,1565.1597825,None,,1566.2663016000001,1566.2663016000001,n,2.1032466999997723,1565.1597825,1565.1597825,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Z_For,True,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,1,,,,,,,,,0,170,170,170,,,,,,,,,,,,,1569.9152745000001,1570.9927349,,,,,,,1574.6327024000002,1574.6327024000002,1574.6327024000002,1574.6327024000002,1574.6327024000002,1574.6327024000002,1574.6327024000002,1574.6327024000002,None,None,None,,,,,,,,,,,1569.9152745000001,1569.9152745000001,None,,1570.9927349,1570.9927349,n,0.10416689999988193,1569.9152745000001,1569.9152745000001,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_For.mp4,1,,,,,,,,,0,171,171,171,,,,,,,,,,,,,1574.6327024000002,1575.7125349000003,,,,,,,1579.3512589000002,1579.3512589000002,1579.3512589000002,1579.3512589000002,1579.3512589000002,1579.3512589000002,1579.3512589000002,1579.3512589000002,None,None,None,,,,,,,,,,,1574.6327024000002,1574.6327024000002,None,,1575.7125349000003,1575.7125349000003,n,2.5048989999997957,1574.6327024000002,1574.6327024000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Y_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,1,,,,,,,,,0,172,172,172,,,,,,,,,,,,,1579.3512589000002,1580.4279198,,,,,,,1584.0677868000002,1584.0677868000002,1584.0677868000002,1584.0677868000002,1584.0677868000002,1584.0677868000002,1584.0677868000002,1584.0677868000002,None,None,None,,,,,,,,,,,1579.3512589000002,1579.3512589000002,None,,1580.4279198,1580.4279198,n,1.5185493999999835,1579.3512589000002,1579.3512589000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Y_For,True,1,robot,1,False,False,robot_stimuli\L_Torso_Y_For.mp4,1,,,,,,,,,0,173,173,173,,,,,,,,,,,,,1584.0677868000002,1585.1428182,,,,,,,1588.7825449000002,1588.7825449000002,1588.7825449000002,1588.7825449000002,1588.7825449000002,1588.7825449000002,1588.7825449000002,1588.7825449000002,None,None,None,,,,,,,,,,,1584.0677868000002,1584.0677868000002,None,,1585.1428182,1585.1428182,n,3.098764799999799,1584.0677868000002,1584.0677868000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_X_Back.mp4,1,,,,,,,,,0,174,174,174,,,,,,,,,,,,,1588.7825449000002,1589.8632972,,,,,,,1593.5107057999999,1593.5107057999999,1593.5107057999999,1593.5107057999999,1593.5107057999999,1593.5107057999999,1593.5107057999999,1593.5107057999999,None,None,None,,,,,,,,,,,1588.7825449000002,1588.7825449000002,None,,1589.8632972,1589.8632972,n,2.4494004000000587,1588.7825449000002,1588.7825449000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Arm_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Arm_Z_For.mp4,1,,,,,,,,,0,175,175,175,,,,,,,,,,,,,1593.5107057999999,1594.5961885000002,,,,,,,1598.2264209999998,1598.2264209999998,1598.2264209999998,1598.2264209999998,1598.2264209999998,1598.2264209999998,1598.2264209999998,1598.2264209999998,None,None,None,,,,,,,,,,,1593.5107057999999,1593.5107057999999,None,,1594.5961885000002,1594.5961885000002,n,1.8541020000000117,1593.5107057999999,1593.5107057999999,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Torso_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Torso_Y_Back.mp4,1,,,,,,,,,0,176,176,176,,,,,,,,,,,,,1598.2264209999998,1599.3139483999998,,,,,,,1602.970025,1602.970025,1602.970025,1602.970025,1602.970025,1602.970025,1602.970025,1602.970025,None,None,None,,,,,,,,,,,1598.2264209999998,1598.2264209999998,None,,1599.3139483999998,1599.3139483999998,n,0.34397229999990486,1598.2264209999998,1598.2264209999998,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Head_Z_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Z_Back.mp4,1,,,,,,,,,0,177,177,177,,,,,,,,,,,,,1602.970025,,,,,,,,1607.7185692000003,1607.7185692000003,1607.7185692000003,1607.7185692000003,1607.7185692000003,1607.7185692000003,1607.7185692000003,1607.7185692000003,None,None,None,,,,,,,,,,,1602.970025,1602.970025,None,,1604.0776038,1604.0776038,n,1.7879790999998022,1602.970025,1602.970025,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,1,,,,,,,,,0,178,178,178,,,,,,,,,,,,,1607.7185692000003,1608.7961562,,,,,,,1612.4681215,1612.4681215,1612.4681215,1612.4681215,1612.4681215,1612.4681215,1612.4681215,1612.4681215,None,None,None,,,,,,,,,,,1607.7185692000003,1607.7185692000003,None,,1608.7961562,1608.7961562,n,2.3657345999997688,1607.7185692000003,1607.7185692000003,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,1,,,,,,,,,0,179,179,179,,,,,,,,,,,,,1612.4681215,1613.5451710000002,,,,,,,1617.1843376000002,1617.1843376000002,1617.1843376000002,1617.1843376000002,1617.1843376000002,1617.1843376000002,1617.1843376000002,1617.1843376000002,None,None,None,,,,,,,,,,,1612.4681215,1612.4681215,None,,1613.5451710000002,1613.5451710000002,n,2.800642099999777,1612.4681215,1612.4681215,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_X_Back,True,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,1,,,,,,,,,0,180,180,180,,,,,,,,,,,,,1617.1843376000002,1618.2589816,,,,,,,1621.8986593,1621.8986593,1621.8986593,1621.8986593,1621.8986593,1621.8986593,1621.8986593,1621.8986593,None,None,None,,,,,,,,,,,1617.1843376000002,1617.1843376000002,None,,1618.2589816,1618.2589816,n,2.7582405999999082,1617.1843376000002,1617.1843376000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Arm_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Arm_Y_For.mp4,1,,,,,,,,,0,181,181,181,,,,,,,,,,,,,1621.8986593,1622.9806099000002,,,,,,,1626.5957637000001,1626.5957637000001,1626.5957637000001,1626.5957637000001,1626.5957637000001,1626.5957637000001,1626.5957637000001,1626.5957637000001,None,None,None,,,,,,,,,,,1621.8986593,1621.8986593,None,,1622.9806099000002,1622.9806099000002,n,2.7009497999995347,1621.8986593,1621.8986593,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Head_Y_Back,False,1,robot,1,False,False,robot_stimuli\R_Head_Y_Back.mp4,1,,,,,,,,,0,182,182,182,,,,,,,,,,,,,1626.5957637000001,1627.6806112,,,,,,,1631.3325769000003,1631.3325769000003,1631.3325769000003,1631.3325769000003,1631.3325769000003,1631.3325769000003,1631.3325769000003,1631.3325769000003,None,None,None,,,,,,,,,,,1626.5957637000001,1626.5957637000001,None,,1627.6806112,1627.6806112,n,2.689238400000022,1626.5957637000001,1626.5957637000001,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Arm_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,1,,,,,,,,,0,183,183,183,,,,,,,,,,,,,1631.3325769000003,1632.413916,,,,,,,1636.0700184000002,1636.0700184000002,1636.0700184000002,1636.0700184000002,1636.0700184000002,1636.0700184000002,1636.0700184000002,1636.0700184000002,None,None,None,,,,,,,,,,,1631.3325769000003,1631.3325769000003,None,,1632.413916,1632.413916,n,3.058577699999887,1631.3325769000003,1631.3325769000003,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Arm_Y_Back,True,1,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,1,,,,,,,,,0,184,184,184,,,,,,,,,,,,,1636.0700184000002,,,,,,,,1640.8127617,1640.8127617,1640.8127617,1640.8127617,1640.8127617,1640.8127617,1640.8127617,1640.8127617,None,None,None,,,,,,,,,,,1636.0700184000002,1636.0700184000002,None,,1637.1731783999999,1637.1731783999999,n,3.292844400000149,1636.0700184000002,1636.0700184000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Head_X_For,False,1,robot,1,False,False,robot_stimuli\L_Head_X_For.mp4,1,,,,,,,,,0,185,185,185,,,,,,,,,,,,,1640.8127617,1641.8983303999998,,,,,,,1645.5822663,1645.5822663,1645.5822663,1645.5822663,1645.5822663,1645.5822663,1645.5822663,1645.5822663,None,None,None,,,,,,,,,,,1640.8127617,1640.8127617,None,,1641.8983303999998,1641.8983303999998,n,2.7115464999999404,1640.8127617,1640.8127617,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Y_Back.mp4,1,,,,,,,,,0,186,186,186,,,,,,,,,,,,,1645.5822663,1646.6631172000002,,,,,,,1650.3459965000002,1650.3459965000002,1650.3459965000002,1650.3459965000002,1650.3459965000002,1650.3459965000002,1650.3459965000002,1650.3459965000002,None,None,None,,,,,,,,,,,1645.5822663,1645.5822663,None,,1646.6631172000002,1646.6631172000002,None,,1645.5822663,1645.5822663,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,1,,,,,,,,,0,187,187,187,,,,,,,,,,,,,1650.3459965000002,1651.4292940999999,,,,,,,1655.0787220000002,1655.0787220000002,1655.0787220000002,1655.0787220000002,1655.0787220000002,1655.0787220000002,1655.0787220000002,1655.0787220000002,None,None,None,,,,,,,,,,,1650.3459965000002,1650.3459965000002,None,,1651.4292940999999,1651.4292940999999,n,2.939508999999589,1650.3459965000002,1650.3459965000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Arm_Y_Back,False,1,robot,1,False,False,robot_stimuli\L_Arm_Y_Back.mp4,1,,,,,,,,,0,188,188,188,,,,,,,,,,,,,1655.0787220000002,1656.1634574,,,,,,,1659.8127598,1659.8127598,1659.8127598,1659.8127598,1659.8127598,1659.8127598,1659.8127598,1659.8127598,None,None,None,,,,,,,,,,,1655.0787220000002,1655.0787220000002,None,,1656.1634574,1656.1634574,n,1.2217150999997557,1655.0787220000002,1655.0787220000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_Z_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_Z_Back.mp4,1,,,,,,,,,0,189,189,189,,,,,,,,,,,,,1659.8127598,1660.8970365999999,,,,,,,1664.5476915,1664.5476915,1664.5476915,1664.5476915,1664.5476915,1664.5476915,1664.5476915,1664.5476915,None,None,None,,,,,,,,,,,1659.8127598,1659.8127598,None,,1660.8970365999999,1660.8970365999999,n,1.7284381000001758,1659.8127598,1659.8127598,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Torso_X_For,False,1,robot,1,False,False,robot_stimuli\R_Torso_X_For.mp4,1,,,,,,,,,0,190,190,190,,,,,,,,,,,,,1664.5476915,1665.6295478000002,,,,,,,1669.2802614000002,1669.2802614000002,1669.2802614000002,1669.2802614000002,1669.2802614000002,1669.2802614000002,1669.2802614000002,1669.2802614000002,None,None,None,,,,,,,,,,,1664.5476915,1664.5476915,None,,1665.6295478000002,1665.6295478000002,n,2.4689215000000786,1664.5476915,1664.5476915,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Base_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Base_X_Back.mp4,1,,,,,,,,,0,191,191,191,,,,,,,,,,,,,1669.2802614000002,1670.3646135,,,,,,,1674.0128589,1674.0128589,1674.0128589,1674.0128589,1674.0128589,1674.0128589,1674.0128589,1674.0128589,None,None,None,,,,,,,,,,,1669.2802614000002,1669.2802614000002,None,,1670.3646135,1670.3646135,n,2.6456808999998884,1669.2802614000002,1669.2802614000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_Z_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,1,,,,,,,,,0,192,192,192,,,,,,,,,,,,,1674.0128589,1675.0962330000002,,,,,,,1678.744392,1678.744392,1678.744392,1678.744392,1678.744392,1678.744392,1678.744392,1678.744392,None,None,None,,,,,,,,,,,1674.0128589,1674.0128589,None,,1675.0962330000002,1675.0962330000002,n,2.41820279999979,1674.0128589,1674.0128589,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_Z_For,True,1,robot,1,False,False,robot_stimuli\R_Base_Z_For.mp4,1,,,,,,,,,0,193,193,193,,,,,,,,,,,,,1678.744392,1679.8253129,,,,,,,1683.4643062,1683.4643062,1683.4643062,1683.4643062,1683.4643062,1683.4643062,1683.4643062,1683.4643062,None,None,None,,,,,,,,,,,1678.744392,1678.744392,None,,1679.8253129,1679.8253129,n,2.032406199999741,1678.744392,1678.744392,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
R_Base_Y_For,False,1,robot,1,False,False,robot_stimuli\R_Base_Y_For.mp4,1,,,,,,,,,0,194,194,194,,,,,,,,,,,,,1683.4643062,1684.5469902999998,,,,,,,1688.1949788000002,1688.1949788000002,1688.1949788000002,1688.1949788000002,1688.1949788000002,1688.1949788000002,1688.1949788000002,1688.1949788000002,None,None,None,,,,,,,,,,,1683.4643062,1683.4643062,None,,1684.5469902999998,1684.5469902999998,n,1.7259409999999207,1683.4643062,1683.4643062,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Torso_Z_For,False,1,robot,1,False,False,robot_stimuli\L_Torso_Z_For.mp4,1,,,,,,,,,0,195,195,195,,,,,,,,,,,,,1688.1949788000002,1689.2809161999999,,,,,,,1692.9313115,1692.9313115,1692.9313115,1692.9313115,1692.9313115,1692.9313115,1692.9313115,1692.9313115,None,None,None,,,,,,,,,,,1688.1949788000002,1688.1949788000002,None,,1689.2809161999999,1689.2809161999999,n,2.801608299999998,1688.1949788000002,1688.1949788000002,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
L_Head_X_Back,False,1,robot,1,False,False,robot_stimuli\L_Head_X_Back.mp4,1,,,,,,,,,0,196,196,196,,,,,,,,,,,,,1692.9313115,1694.0123057,,,,,,,1697.6521080000002,1697.6521080000002,1697.6521080000002,1697.6521080000002,1697.6521080000002,1697.6521080000002,1697.6521080000002,1697.6521080000002,None,None,None,,,,,,,,,,,1692.9313115,1692.9313115,None,,1694.0123057,1694.0123057,n,0.58842269999991,1692.9313115,1692.9313115,,,1,001,2024-05-24_13h55.46.357,robot_nback_sign,2022.2.5,60.01514782331876,
