sequence,odd_ones,parameter,choices,target,target_idx,condition,stimuli,block,is_block_beginning,is_block_ending,sequence_fnames,target_fname,subject,retraining.thisRepN,retraining.thisTrialN,retraining.thisN,retraining.thisIndex,training.thisRepN,training.thisTrialN,training.thisN,training.thisIndex,training_sequence_loop.thisRepN,training_sequence_loop.thisTrialN,training_sequence_loop.thisN,training_sequence_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sequence_loop.thisRepN,sequence_loop.thisTrialN,sequence_loop.thisN,sequence_loop.thisIndex,langage_text.started,langage_key.started,langage_key.keys,langage_key.rt,intro_text.started,intro_key.started,intro_key.keys,intro_key.rt,training_intro_text.started,training_intro_key.started,training_intro_key.keys,training_intro_key.rt,polygon.started,polygon.stopped,cue_before_text.started,cue_before_text.stopped,training_presentation_letter.started,training_presentation_letter.stopped,recall_key.started,recall_question.started,recall_answer.started,recall_key.keys,recall_key.rt,RSME_labels.started,RSME_labels.stopped,RSME_ticks.started,RSME_ticks.stopped,RSME_text.started,RSME_text.stopped,RSME_key.started,RSME_key.stopped,RSME_ticks.response,RSME_ticks.rt,RSME_key.keys,training_intro_text.stopped,training_intro_key.stopped,RSME_key.rt,training_presentation_movie.started,experiment_beginning_text.started,experiment_beginning_keys.started,experiment_beginning_key.started,experiment_beginning_key.keys,experiment_beginning_key.rt,block_intro_text.started,block_intro_key.started,block_intro_key.keys,block_intro_key.rt,presentation_letter.started,presentation_letter.stopped,block_intro_text.stopped,block_intro_key.stopped,presentation_movie.started,participant,session,date,expName,psychopyVersion,frameRate,
"['blue_bottom_J_45', 'blue_left_T_45', 'red_left_N_45', 'blue_left_M_0']","{'color': 'red_left_N_45', 'position': 'blue_bottom_J_45', 'orientation': 'blue_left_M_0'}",orientation,"['color', 'orientation', 'position']",blue_left_M_0,3,3,letter,5,False,True,"['robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4', 'robot_stimuli\\\\filler.mp4']",robot_stimuli\\filler.mp4,12,,,,,,,,,,,,,0,134,134,134,,,,,,,,,,,,,,,,,,,2762.2207537000068,2764.291505999863,,,2772.758181799669,2772.758181799669,2772.758181799669,4,0.7935401001013815,2773.6098650996573,2778.9370149997994,2773.6098650996573,2778.9370149997994,2773.6098650996573,2778.9370149997994,2773.6098650996573,2778.9370149997994,43.25396825396825,3.7005568998865783,space,,,5.254639700520784,,,,,,,2762.2207537000068,2762.2207537000068,None,,2770.7376159997657,2772.758181799669,2762.2207537000068,2762.2207537000068,,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_Z_For', 'R_Head_Y_For', 'L_Head_Y_For', 'L_Torso_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_Z_For'}",localisation,"['localisation', 'movement']",L_Torso_Y_For,3,2,robot,6,True,False,"['robot_stimuli\\L_Head_Z_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\L_Torso_Y_For.mp4,12,,,,,,,,,,,,,0,135,135,135,,,,,,,,,,,,,,,,,,,2780.0391549998894,,,,2796.955807299819,2796.955807299819,2796.955807299819,4,1.2279614005237818,2798.2082659997977,2798.2082659997977,2798.2082659997977,2798.2082659997977,2798.2082659997977,2798.2082659997977,2798.2082659997977,2798.2082659997977,None,None,None,,,,,,,,,,2778.9370149997994,2778.9370149997994,space,1.0714260004460812,,,,,2793.3153224997222,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_X_Back', 'R_Base_X_Back', 'L_Base_Y_Back', 'L_Head_X_For']","{'laterality': 'R_Base_X_Back', 'localisation': 'L_Head_X_For', 'movement': 'L_Base_Y_Back'}",movement,"['localisation', 'movement']",L_Base_Y_Back,2,2,robot,6,False,False,"['robot_stimuli\\L_Base_X_Back.mp4', 'robot_stimuli\\R_Base_X_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\L_Head_X_For.mp4']",robot_stimuli\L_Base_Y_Back.mp4,12,,,,,,,,,,,,,0,136,136,136,,,,,,,,,,,,,,,,,,,2798.2082659997977,2800.2957039000466,,,2814.941210599616,2814.941210599616,2814.941210599616,3,1.682113400194794,2816.644519199617,2816.644519199617,2816.644519199617,2816.644519199617,2816.644519199617,2816.644519199617,2816.644519199617,2816.644519199617,None,None,None,,,,,,,,,,2798.2082659997977,2798.2082659997977,None,,,,2798.2082659997977,2798.2082659997977,2811.350795599632,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_Z_Back', 'L_Base_X_For', 'R_Arm_X_Back', 'L_Arm_X_For']","{'laterality': 'R_Arm_X_Back', 'localisation': 'L_Base_X_For', 'movement': 'L_Arm_Z_Back'}",localisation,"['laterality', 'localisation']",L_Base_X_For,1,2,robot,6,False,False,"['robot_stimuli\\L_Arm_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\L_Arm_X_For.mp4']",robot_stimuli\L_Base_X_For.mp4,12,,,,,,,,,,,,,0,137,137,137,,,,,,,,,,,,,,,,,,,2816.644519199617,2818.7320009996183,,,2833.4609971996397,2833.4609971996397,2833.4609971996397,2,1.0508961002342403,2834.5297925998457,2834.5297925998457,2834.5297925998457,2834.5297925998457,2834.5297925998457,2834.5297925998457,2834.5297925998457,2834.5297925998457,None,None,None,,,,,,,,,,2816.644519199617,2816.644519199617,None,,,,2816.644519199617,2816.644519199617,2829.8371815998107,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Z_Back', 'R_Base_Z_Back', 'L_Base_Z_For', 'R_Base_X_For']","{'laterality': 'L_Base_Z_For', 'localisation': 'R_Head_Z_Back', 'movement': 'R_Base_X_For'}",laterality,"['laterality', 'movement']",L_Base_Z_For,2,2,robot,6,False,False,"['robot_stimuli\\R_Head_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Z_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\L_Base_Z_For.mp4,12,,,,,,,,,,,,,0,138,138,138,,,,,,,,,,,,,,,,,,,2834.5297925998457,2836.617218399886,,,2851.229302099906,2851.229302099906,2851.229302099906,3,1.690019200090319,2852.949356399942,2852.949356399942,2852.949356399942,2852.949356399942,2852.949356399942,2852.949356399942,2852.949356399942,2852.949356399942,None,None,None,,,,,,,,,,2834.5297925998457,2834.5297925998457,None,,,,2834.5297925998457,2834.5297925998457,2847.689015899785,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_Y_Back', 'R_Head_Y_Back', 'R_Head_X_For', 'L_Head_Y_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Head_X_For'}",movement,"['laterality', 'movement']",R_Head_X_For,2,2,robot,6,False,False,"['robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_X_For.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4']",robot_stimuli\R_Head_X_For.mp4,12,,,,,,,,,,,,,0,139,139,139,,,,,,,,,,,,,,,,,,,2852.949356399942,2855.0535097997636,,,2869.8826679997146,2869.8826679997146,2869.8826679997146,2,3.2929926002398133,2873.205884499941,2873.205884499941,2873.205884499941,2873.205884499941,2873.205884499941,2873.205884499941,2873.205884499941,2873.205884499941,None,None,None,,,,,,,,,,2852.949356399942,2852.949356399942,None,,,,2852.949356399942,2852.949356399942,2866.2421864997596,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Y_For', 'R_Head_Y_Back', 'L_Head_Y_Back', 'R_Head_Z_Back']","{'laterality': 'L_Head_Y_Back', 'localisation': 'R_Torso_Y_For', 'movement': 'R_Head_Z_Back'}",localisation,"['localisation', 'movement']",R_Torso_Y_For,0,2,robot,6,False,False,"['robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\L_Head_Y_Back.mp4', 'robot_stimuli\\R_Head_Z_Back.mp4']",robot_stimuli\R_Torso_Y_For.mp4,12,,,,,,,,,,,,,0,140,140,140,,,,,,,,,,,,,,,,,,,2873.205884499941,2875.2933793999255,,,2890.089122999925,2890.089122999925,2890.089122999925,1,9.630680200643837,2899.7414464997128,2899.7414464997128,2899.7414464997128,2899.7414464997128,2899.7414464997128,2899.7414464997128,2899.7414464997128,2899.7414464997128,None,None,None,,,,,,,,,,2873.205884499941,2873.205884499941,None,,,,2873.205884499941,2873.205884499941,2886.4486658996902,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_X_Back', 'L_Head_Y_For', 'L_Torso_Y_For', 'R_Head_Y_For']","{'laterality': 'R_Head_Y_For', 'localisation': 'L_Torso_Y_For', 'movement': 'L_Head_X_Back'}",laterality,"['laterality', 'movement']",R_Head_Y_For,3,2,robot,6,False,False,"['robot_stimuli\\L_Head_X_Back.mp4', 'robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4', 'robot_stimuli\\R_Head_Y_For.mp4']",robot_stimuli\R_Head_Y_For.mp4,12,,,,,,,,,,,,,0,141,141,141,,,,,,,,,,,,,,,,,,,2899.7414464997128,2901.82899549976,,,2916.6413746997714,2916.6413746997714,2916.6413746997714,4,0.7505744001828134,2917.409571199678,2917.409571199678,2917.409571199678,2917.409571199678,2917.409571199678,2917.409571199678,2917.409571199678,2917.409571199678,None,None,None,,,,,,,,,,2899.7414464997128,2899.7414464997128,None,,,,2899.7414464997128,2899.7414464997128,2912.984176799655,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_Y_Back', 'R_Torso_Y_Back', 'L_Torso_Z_Back', 'L_Base_Y_Back']","{'laterality': 'R_Torso_Y_Back', 'localisation': 'L_Base_Y_Back', 'movement': 'L_Torso_Z_Back'}",movement,"['laterality', 'movement']",L_Torso_Z_Back,2,2,robot,6,False,False,"['robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_Back.mp4']",robot_stimuli\L_Torso_Z_Back.mp4,12,,,,,,,,,,,,,0,142,142,142,,,,,,,,,,,,,,,,,,,2917.409571199678,2919.4970187,,,2933.9588162996806,2933.9588162996806,2933.9588162996806,3,0.9456276004202664,2934.9274055999704,2934.9274055999704,2934.9274055999704,2934.9274055999704,2934.9274055999704,2934.9274055999704,2934.9274055999704,2934.9274055999704,None,None,None,,,,,,,,,,2917.409571199678,2917.409571199678,None,,,,2917.409571199678,2917.409571199678,2930.3851187997498,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_Y_Back', 'R_Base_Z_For', 'R_Base_Y_Back', 'R_Arm_Y_Back']","{'laterality': 'L_Base_Y_Back', 'localisation': 'R_Arm_Y_Back', 'movement': 'R_Base_Z_For'}",laterality,"['laterality', 'movement']",L_Base_Y_Back,0,2,robot,6,False,True,"['robot_stimuli\\L_Base_Y_Back.mp4', 'robot_stimuli\\R_Base_Z_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4']",robot_stimuli\L_Base_Y_Back.mp4,12,,,,,,,,,,,,,0,143,143,143,,,,,,,,,,,,,,,,,,,2934.9274055999704,2937.014840599615,,,2951.76051549986,2951.76051549986,2951.76051549986,1,0.8069624002091587,2952.628887800034,2955.6347957998514,2952.628887800034,2955.6347957998514,2952.628887800034,2955.6347957998514,2952.628887800034,2955.6347957998514,34.84126984126984,2.848752799909562,space,,,2.9236033000051975,,,,,,,2934.9274055999704,2934.9274055999704,None,,,,2934.9274055999704,2934.9274055999704,2948.12003599992,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_X_Back', 'R_Arm_X_Back', 'R_Arm_Y_For', 'R_Base_X_For']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Base_X_For', 'movement': 'R_Arm_Y_For'}",movement,['movement'],R_Arm_Y_For,2,1,robot,6,True,False,"['robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_X_For.mp4']",robot_stimuli\R_Arm_Y_For.mp4,12,,,,,,,,,,,,,0,144,144,144,,,,,,,,,,,,,,,,,,,2956.603398999665,,,,2973.269524099771,2973.269524099771,2973.269524099771,3,4.314514500554651,2977.6114249997772,2977.6114249997772,2977.6114249997772,2977.6114249997772,2977.6114249997772,2977.6114249997772,2977.6114249997772,2977.6114249997772,None,None,None,,,,,,,,,,2955.6347957998514,2955.6347957998514,space,0.9489210001192987,,,,,2969.712547800038,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Torso_Z_For', 'L_Torso_X_Back', 'L_Torso_Z_For', 'L_Arm_Z_For']","{'laterality': 'R_Torso_Z_For', 'localisation': 'L_Arm_Z_For', 'movement': 'L_Torso_X_Back'}",laterality,['laterality'],R_Torso_Z_For,0,1,robot,6,False,False,"['robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\L_Torso_X_Back.mp4', 'robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Arm_Z_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,12,,,,,,,,,,,,,0,145,145,145,,,,,,,,,,,,,,,,,,,2977.6114249997772,2979.698879200034,,,2994.5113231996074,2994.5113231996074,2994.5113231996074,2,3.064617700409144,2997.600757099688,2997.600757099688,2997.600757099688,2997.600757099688,2997.600757099688,2997.600757099688,2997.600757099688,2997.600757099688,None,None,None,,,,,,,,,,2977.6114249997772,2977.6114249997772,None,,,,2977.6114249997772,2977.6114249997772,2990.870854899753,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Base_Y_For', 'R_Torso_Y_Back', 'R_Base_X_For', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_For'}",laterality,['laterality'],L_Base_Y_For,3,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Base_Y_For.mp4,12,,,,,,,,,,,,,0,146,146,146,,,,,,,,,,,,,,,,,,,2997.600757099688,2999.6882488997653,,,3014.283595699817,3014.283595699817,3014.283595699817,4,0.7007196000777185,3015.0016677998938,3015.0016677998938,3015.0016677998938,3015.0016677998938,3015.0016677998938,3015.0016677998938,3015.0016677998938,3015.0016677998938,None,None,None,,,,,,,,,,2997.600757099688,2997.600757099688,None,,,,2997.600757099688,2997.600757099688,3010.743311899714,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Base_Z_Back', 'R_Base_Z_Back', 'L_Torso_Z_Back', 'L_Base_X_For']","{'laterality': 'R_Base_Z_Back', 'localisation': 'L_Torso_Z_Back', 'movement': 'L_Base_X_For'}",laterality,['laterality'],R_Base_Z_Back,1,1,robot,6,False,False,"['robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\R_Base_Z_Back.mp4', 'robot_stimuli\\L_Torso_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4']",robot_stimuli\R_Base_Z_Back.mp4,12,,,,,,,,,,,,,0,147,147,147,,,,,,,,,,,,,,,,,,,3015.0016677998938,3017.0891975997947,,,3031.5842949999496,3031.5842949999496,3031.5842949999496,2,3.5114357001148164,3035.1246294998564,3035.1246294998564,3035.1246294998564,3035.1246294998564,3035.1246294998564,3035.1246294998564,3035.1246294998564,3035.1246294998564,None,None,None,,,,,,,,,,3015.0016677998938,3015.0016677998938,None,,,,3015.0016677998938,3015.0016677998938,3028.027317799628,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_X_For', 'R_Torso_Z_For', 'R_Torso_X_For', 'R_Arm_X_Back']","{'laterality': 'L_Torso_X_For', 'localisation': 'R_Arm_X_Back', 'movement': 'R_Torso_Z_For'}",movement,['movement'],R_Torso_Z_For,1,1,robot,6,False,False,"['robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_X_For.mp4', 'robot_stimuli\\R_Arm_X_Back.mp4']",robot_stimuli\R_Torso_Z_For.mp4,12,,,,,,,,,,,,,0,148,148,148,,,,,,,,,,,,,,,,,,,3035.1246294998564,3037.2120705000125,,,3052.024536699988,3052.024536699988,3052.024536699988,2,1.5907979002222419,3053.6444147997536,3053.6444147997536,3053.6444147997536,3053.6444147997536,3053.6444147997536,3053.6444147997536,3053.6444147997536,3053.6444147997536,None,None,None,,,,,,,,,,3035.1246294998564,3035.1246294998564,None,,,,3035.1246294998564,3035.1246294998564,3048.384135699831,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Base_Y_For', 'R_Torso_Y_Back', 'R_Base_X_For', 'L_Base_Y_For']","{'laterality': 'L_Base_Y_For', 'localisation': 'R_Torso_Y_Back', 'movement': 'R_Base_X_For'}",localisation,['localisation'],R_Torso_Y_Back,1,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_For.mp4', 'robot_stimuli\\R_Torso_Y_Back.mp4', 'robot_stimuli\\R_Base_X_For.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\R_Torso_Y_Back.mp4,12,,,,,,,,,,,,,0,149,149,149,,,,,,,,,,,,,,,,,,,3053.6444147997536,3055.7318925997242,,,3070.3272476997226,3070.3272476997226,3070.3272476997226,2,2.5286214002408087,3072.8823245000094,3072.8823245000094,3072.8823245000094,3072.8823245000094,3072.8823245000094,3072.8823245000094,3072.8823245000094,3072.8823245000094,None,None,None,,,,,,,,,,3053.6444147997536,3053.6444147997536,None,,,,3053.6444147997536,3053.6444147997536,3066.803634000011,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Base_Y_Back', 'L_Torso_Y_Back', 'L_Base_Z_Back', 'L_Base_Y_For']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Base_Z_Back'}",localisation,['localisation'],L_Torso_Y_Back,1,1,robot,6,False,False,"['robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4']",robot_stimuli\L_Torso_Y_Back.mp4,12,,,,,,,,,,,,,0,150,150,150,,,,,,,,,,,,,,,,,,,3072.8823245000094,3074.9697332996875,,,3089.548402799759,3089.548402799759,3089.548402799759,2,0.21113459998741746,3089.782189699821,3089.782189699821,3089.782189699821,3089.782189699821,3089.782189699821,3089.782189699821,3089.782189699821,3089.782189699821,None,None,None,,,,,,,,,,3072.8823245000094,3072.8823245000094,None,,,,3072.8823245000094,3072.8823245000094,3086.0081362999044,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_Z_For', 'L_Base_Z_Back', 'L_Arm_X_Back', 'R_Arm_Z_Back']","{'laterality': 'R_Arm_Z_Back', 'localisation': 'L_Base_Z_Back', 'movement': 'L_Arm_X_Back'}",localisation,['localisation'],L_Base_Z_Back,1,1,robot,6,False,False,"['robot_stimuli\\L_Arm_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4']",robot_stimuli\L_Base_Z_Back.mp4,12,,,,,,,,,,,,,0,151,151,151,,,,,,,,,,,,,,,,,,,3089.782189699821,3091.8696411000565,,,3106.6654480998404,3106.6654480998404,3106.6654480998404,2,0.19037130055949092,3106.8825400997885,3106.8825400997885,3106.8825400997885,3106.8825400997885,3106.8825400997885,3106.8825400997885,3106.8825400997885,3106.8825400997885,None,None,None,,,,,,,,,,3089.782189699821,3089.782189699821,None,,,,3089.782189699821,3089.782189699821,3103.0416220999323,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_Y_For', 'R_Arm_Y_Back', 'L_Arm_X_Back', 'L_Torso_Y_Back']","{'laterality': 'R_Arm_Y_Back', 'localisation': 'L_Torso_Y_Back', 'movement': 'L_Arm_X_Back'}",movement,['movement'],L_Arm_X_Back,2,1,robot,6,False,True,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Arm_Y_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4', 'robot_stimuli\\L_Torso_Y_Back.mp4']",robot_stimuli\L_Arm_X_Back.mp4,12,,,,,,,,,,,,,0,152,152,152,,,,,,,,,,,,,,,,,,,3106.8825400997885,3108.9699535998516,,,3123.665548699908,3123.665548699908,3123.665548699908,3,9.501827200409025,3133.217692199629,3137.4927956997417,3133.217692199629,3137.4927956997417,3133.217692199629,3137.4927956997417,3133.217692199629,3137.4927956997417,36.74603174603174,4.084755700081587,space,,,4.222203500568867,,,,,,,3106.8825400997885,3106.8825400997885,None,,,,3106.8825400997885,3106.8825400997885,3120.1587439998984,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Torso_Z_For', 'L_Base_Z_Back', 'L_Base_X_For', 'R_Base_Z_For']","{'laterality': 'R_Base_Z_For', 'localisation': 'L_Torso_Z_For', 'movement': 'L_Base_X_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Z_For,3,3,robot,6,True,False,"['robot_stimuli\\L_Torso_Z_For.mp4', 'robot_stimuli\\L_Base_Z_Back.mp4', 'robot_stimuli\\L_Base_X_For.mp4', 'robot_stimuli\\R_Base_Z_For.mp4']",robot_stimuli\R_Base_Z_For.mp4,12,,,,,,,,,,,,,0,153,153,153,,,,,,,,,,,,,,,,,,,3138.2108673998155,,,,3155.044019199908,3155.044019199908,3155.044019199908,4,2.459063700400293,3157.5322475000285,3157.5322475000285,3157.5322475000285,3157.5322475000285,3157.5322475000285,3157.5322475000285,3157.5322475000285,3157.5322475000285,None,None,None,,,,,,,,,,3137.4927956997417,3137.4927956997417,space,0.69215950043872,,,,,3151.3868244998157,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Arm_Y_For', 'R_Base_Y_Back', 'L_Base_Y_For', 'L_Base_X_Back']","{'laterality': 'R_Base_Y_Back', 'localisation': 'L_Arm_Y_For', 'movement': 'L_Base_X_Back'}",laterality,"['laterality', 'localisation', 'movement']",R_Base_Y_Back,1,3,robot,6,False,False,"['robot_stimuli\\L_Arm_Y_For.mp4', 'robot_stimuli\\R_Base_Y_Back.mp4', 'robot_stimuli\\L_Base_Y_For.mp4', 'robot_stimuli\\L_Base_X_Back.mp4']",robot_stimuli\R_Base_Y_Back.mp4,12,,,,,,,,,,,,,0,154,154,154,,,,,,,,,,,,,,,,,,,3157.5322475000285,3159.636382699944,,,3174.2985582998954,3174.2985582998954,3174.2985582998954,3,1.3897130005061626,3175.718018699903,3175.718018699903,3175.718018699903,3175.718018699903,3175.718018699903,3175.718018699903,3175.718018699903,3175.718018699903,None,None,None,,,,,,,,,,3157.5322475000285,3157.5322475000285,None,,,,3157.5322475000285,3157.5322475000285,3170.708177899942,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Arm_X_For', 'R_Arm_Z_Back', 'R_Head_X_Back', 'L_Arm_X_Back']","{'laterality': 'L_Arm_X_Back', 'localisation': 'R_Head_X_Back', 'movement': 'R_Arm_Z_Back'}",localisation,"['laterality', 'localisation', 'movement']",R_Head_X_Back,2,3,robot,6,False,False,"['robot_stimuli\\R_Arm_X_For.mp4', 'robot_stimuli\\R_Arm_Z_Back.mp4', 'robot_stimuli\\R_Head_X_Back.mp4', 'robot_stimuli\\L_Arm_X_Back.mp4']",robot_stimuli\R_Head_X_Back.mp4,12,,,,,,,,,,,,,0,155,155,155,,,,,,,,,,,,,,,,,,,3175.718018699903,3177.80546449963,,,3192.60124540003,3192.60124540003,3192.60124540003,3,1.6223247004672885,3194.2545015998185,3194.2545015998185,3194.2545015998185,3194.2545015998185,3194.2545015998185,3194.2545015998185,3194.2545015998185,3194.2545015998185,None,None,None,,,,,,,,,,3175.718018699903,3175.718018699903,None,,,,3175.718018699903,3175.718018699903,3188.9607306998223,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['R_Head_Y_Back', 'R_Torso_Z_For', 'R_Torso_Y_For', 'L_Torso_Y_For']","{'laterality': 'L_Torso_Y_For', 'localisation': 'R_Head_Y_Back', 'movement': 'R_Torso_Z_For'}",movement,"['laterality', 'localisation', 'movement']",R_Torso_Z_For,1,3,robot,6,False,False,"['robot_stimuli\\R_Head_Y_Back.mp4', 'robot_stimuli\\R_Torso_Z_For.mp4', 'robot_stimuli\\R_Torso_Y_For.mp4', 'robot_stimuli\\L_Torso_Y_For.mp4']",robot_stimuli\R_Torso_Z_For.mp4,12,,,,,,,,,,,,,0,156,156,156,,,,,,,,,,,,,,,,,,,3194.2545015998185,3196.3420297997072,,,3211.1544294999912,3211.1544294999912,3211.1544294999912,2,2.4057512003928423,3213.5925770998,3213.5925770998,3213.5925770998,3213.5925770998,3213.5925770998,3213.5925770998,3213.5925770998,3213.5925770998,None,None,None,,,,,,,,,,3194.2545015998185,3194.2545015998185,None,,,,3194.2545015998185,3194.2545015998185,3207.497330999933,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
"['L_Head_Y_For', 'L_Head_X_For', 'L_Torso_X_For', 'R_Head_X_For']","{'laterality': 'R_Head_X_For', 'localisation': 'L_Torso_X_For', 'movement': 'L_Head_Y_For'}",laterality,"['laterality', 'localisation', 'movement']",R_Head_X_For,3,3,robot,6,False,False,"['robot_stimuli\\L_Head_Y_For.mp4', 'robot_stimuli\\L_Head_X_For.mp4', 'robot_stimuli\\L_Torso_X_For.mp4', 'robot_stimuli\\R_Head_X_For.mp4']",robot_stimuli\R_Head_X_For.mp4,12,,,,,,,,,,,,,0,157,157,157,,,,,,,,,,,,,,,,,,,3213.5925770998,3215.6800688998774,,,3230.4257113998756,3230.4257113998756,3230.4257113998756,4,1.6859348001889884,3232.129062599968,3232.129062599968,3232.129062599968,3232.129062599968,3232.129062599968,3232.129062599968,3232.129062599968,3232.129062599968,None,None,None,,,,,,,,,,3213.5925770998,3213.5925770998,None,,,,3213.5925770998,3213.5925770998,3226.7852401998825,12,001,2024-09-05_15h25.02.208,robot_cogshifting_sign,2022.2.5,59.88421987397575,
